"Mod name","Registry name","Potion Name","ID","Color","Is bad","Is beneficial"
"Unknown","brewery:snowwhite","effect.brewery.snowwhite",764,"0x00000000 (         0)","false","true"
"Unknown","brewery:toxictouch","effect.brewery.toxictouch",759,"0x00000000 (         0)","false","true"
"Unknown","dehydration:hydration_effect","effect.dehydration.hydration_effect",768,"0x002EBBE5 (   3062757)","false","true"
"Unknown","dehydration:thirst_effect","effect.dehydration.thirst_effect",767,"0x002EBBE5 (   3062757)","true","false"
"Unknown","ecologics:slippery","effect.ecologics.slippery",769,"0x00ACF0F2 (  11333874)","false","true"
"Unknown","elemental_wizards_rpg:aeroblast","effect.elemental_wizards_rpg.aeroblast",12005,"0x00D5EBFF (  14019583)","true","false"
"Unknown","elemental_wizards_rpg:bubble_foam","effect.elemental_wizards_rpg.bubble_foam",12002,"0x0001D9CF (    121295)","false","true"
"Unknown","elemental_wizards_rpg:cleansing_water","effect.elemental_wizards_rpg.cleansing_water",12001,"0x0001D9CF (    121295)","false","true"
"Unknown","elemental_wizards_rpg:soaked","effect.elemental_wizards_rpg.soaked",12000,"0x0001D9CF (    121295)","true","false"
"Unknown","elemental_wizards_rpg:stone_flesh","effect.elemental_wizards_rpg.stone_flesh",12003,"0x00BD8B00 (  12421888)","false","true"
"Unknown","elemental_wizards_rpg:tornado","effect.elemental_wizards_rpg.tornado",12007,"0x00D5EBFF (  14019583)","true","false"
"Unknown","elemental_wizards_rpg:trembling","effect.elemental_wizards_rpg.trembling",12004,"0x00BD8B00 (  12421888)","true","false"
"Unknown","elemental_wizards_rpg:updraft","effect.elemental_wizards_rpg.updraft",12006,"0x00D5EBFF (  14019583)","true","false"
"Unknown","farm_and_charm:cluck","effect.farm_and_charm.cluck",742,"0x00FFFFFF (  16777215)","false","true"
"Unknown","farm_and_charm:dog_food","effect.farm_and_charm.dog_food",741,"0x00FFFFFF (  16777215)","false","true"
"Unknown","farm_and_charm:farmers_blessing","effect.farm_and_charm.farmers_blessing",745,"0x00000000 (         0)","false","true"
"Unknown","farm_and_charm:feast","effect.farm_and_charm.feast",748,"0x00000000 (         0)","false","true"
"Unknown","farm_and_charm:grandmas_blessing","effect.farm_and_charm.grandmas_blessing",743,"0x00000000 (         0)","false","true"
"Unknown","farm_and_charm:horse_fodder","effect.farm_and_charm.horse_fodder",740,"0x008B4513 (   9127187)","false","true"
"Unknown","farm_and_charm:rested","effect.farm_and_charm.rested",744,"0x00000000 (         0)","false","true"
"Unknown","farm_and_charm:satiation","effect.farm_and_charm.satiation",747,"0x00000000 (         0)","false","true"
"Unknown","farm_and_charm:sustenance","effect.farm_and_charm.sustenance",746,"0x00000000 (         0)","false","true"
"Unknown","farm_and_charm:sweets","effect.farm_and_charm.sweets",739,"0x00000000 (         0)","false","true"
"Unknown","farmersdelight:comfort","effect.farmersdelight.comfort",12009,"0x00000000 (         0)","false","true"
"Unknown","farmersdelight:nourishment","effect.farmersdelight.nourishment",12008,"0x00000000 (         0)","false","true"
"Unknown","friendsandfoes:reach","effect.friendsandfoes.reach",12010,"0x00FE984B (  16685131)","false","true"
"Unknown","galosphere:astral","effect.galosphere.astral",12011,"0x00C4B4B7 (  12891319)","false","true"
"Unknown","galosphere:block_bane","effect.galosphere.block_bane",12012,"0x00742A07 (   7612935)","true","false"
"Unknown","galosphere:halite_curse","effect.galosphere.halite_curse",12013,"0x00742A07 (   7612935)","true","false"
"Unknown","herbalbrews:balanced","effect.herbalbrews.balanced",12016,"0x0000FF00 (     65280)","false","true"
"Unknown","herbalbrews:bonding","effect.herbalbrews.bonding",12018,"0x0000FF00 (     65280)","false","true"
"Unknown","herbalbrews:deeprush","effect.herbalbrews.deeprush",12014,"0x0000FF00 (     65280)","false","true"
"Unknown","herbalbrews:feral","effect.herbalbrews.feral",12019,"0x0000FF00 (     65280)","false","true"
"Unknown","herbalbrews:fortune","effect.herbalbrews.fortune",12015,"0x0000FF00 (     65280)","false","true"
"Unknown","herbalbrews:lifeleech","effect.herbalbrews.lifeleech",12017,"0x0000FF00 (     65280)","false","true"
"Unknown","herbalbrews:tough","effect.herbalbrews.tough",12020,"0x0000FF00 (     65280)","false","false"
"Unknown","hybrid-aquatic:bleeding","effect.hybrid-aquatic.bleeding",12021,"0x00EE4049 (  15614025)","true","false"
"Unknown","hybrid-aquatic:buoyancy","effect.hybrid-aquatic.buoyancy",12024,"0x00FFE478 (  16770168)","false","true"
"Unknown","hybrid-aquatic:clarity","effect.hybrid-aquatic.clarity",12022,"0x009ABBB7 (  10140599)","false","true"
"Unknown","hybrid-aquatic:corrosion","effect.hybrid-aquatic.corrosion",12026,"0x009D9136 (  10326326)","true","false"
"Unknown","hybrid-aquatic:thalassophobia","effect.hybrid-aquatic.thalassophobia",12023,"0x009ABBB7 (  10140599)","true","false"
"Unknown","hybrid-aquatic:thorns","effect.hybrid-aquatic.thorns",12025,"0x00695672 (   6903410)","false","true"
"Unknown","hybrid-birds:roosters_calling","effect.hybrid-birds.roosters_calling",12027,"0x00695672 (   6903410)","false","true"
"Unknown","icarus:flightless","effect.icarus.flightless",12028,"0x00B6CCF0 (  11980016)","false","false"
"Unknown","lne_wizards:arcane_precision","effect.lne_wizards.arcane_precision",20100,"0x00FF66FF (  16738047)","true","false"
"Unknown","lne_wizards:flame_rush","effect.lne_wizards.flame_rush",20101,"0x00FF3300 (  16724736)","false","true"
"Unknown","lne_wizards:obsidian_shards","effect.lne_wizards.obsidian_shards",20103,"0x00BD8B00 (  12421888)","false","true"
"Unknown","lne_wizards:zephyrs_speed","effect.lne_wizards.zephyrs_speed",20102,"0x00D4E3FE (  13951998)","false","true"
"Unknown","more_rpg_classes:bleeding","effect.more_rpg_classes.bleeding",4107,"0x00DD4E00 (  14503424)","true","false"
"Unknown","more_rpg_classes:collected_soul","effect.more_rpg_classes.collected_soul",4104,"0x0001D9CF (    121295)","false","true"
"Unknown","more_rpg_classes:fear","effect.more_rpg_classes.fear",4103,"0x0001D9CF (    121295)","true","false"
"Unknown","more_rpg_classes:frosted","effect.more_rpg_classes.frosted",4106,"0x003BEEFF (   3927807)","true","false"
"Unknown","more_rpg_classes:frozen_solid","effect.more_rpg_classes.frozen_solid",4102,"0x003BEEFF (   3927807)","true","false"
"Unknown","more_rpg_classes:grievous_wounds","effect.more_rpg_classes.grievous_wounds",4105,"0x0001D9CF (    121295)","true","false"
"Unknown","more_rpg_classes:molten_armor","effect.more_rpg_classes.molten_armor",4100,"0x00DD4E00 (  14503424)","true","false"
"Unknown","more_rpg_classes:stun","effect.more_rpg_classes.stun",4101,"0x00FFFECA (  16776906)","true","false"
"Unknown","nethervinery:gravedigger","effect.nethervinery.gravedigger",20119,"0x00FF69B4 (  16738740)","false","true"
"Unknown","nethervinery:hearthstone","effect.nethervinery.hearthstone",20120,"0x00FF69B4 (  16738740)","false","true"
"Unknown","nethervinery:improved_gravedigger","effect.nethervinery.improved_gravedigger",20121,"0x00FF69B4 (  16738740)","false","true"
"Unknown","nethervinery:improved_hearthstone","effect.nethervinery.improved_hearthstone",20122,"0x00FF69B4 (  16738740)","false","true"
"Unknown","nethervinery:netherite","effect.nethervinery.netherite",20123,"0x007E4C3C (   8277052)","false","true"
"Unknown","shield_overhaul:stun","effect.shield_overhaul.stun",20124,"0x00FFFF00 (  16776960)","true","false"
"Unknown","shield_overhaul:stun_immunity","effect.shield_overhaul.stun_immunity",20125,"0x00C0C0C0 (  12632256)","false","true"
"Unknown","simplyswords:astral_shift","effect.simplyswords.astral_shift",20150,"0x0011294F (   1124687)","false","true"
"Unknown","simplyswords:battle_fatigue","effect.simplyswords.battle_fatigue",20133,"0x0011294F (   1124687)","true","false"
"Unknown","simplyswords:echo","effect.simplyswords.echo",20131,"0x0011294F (   1124687)","true","false"
"Unknown","simplyswords:elemental_vortex","effect.simplyswords.elemental_vortex",20141,"0x0011294F (   1124687)","false","true"
"Unknown","simplyswords:fatal_flicker","effect.simplyswords.fatal_flicker",20134,"0x0011294F (   1124687)","false","true"
"Unknown","simplyswords:fire_vortex","effect.simplyswords.fire_vortex",20139,"0x0011294F (   1124687)","true","false"
"Unknown","simplyswords:flameseed","effect.simplyswords.flameseed",20142,"0x0011294F (   1124687)","true","false"
"Unknown","simplyswords:freeze","effect.simplyswords.freeze",20128,"0x0011294F (   1124687)","true","false"
"Unknown","simplyswords:frenzy","effect.simplyswords.frenzy",20136,"0x0011294F (   1124687)","false","true"
"Unknown","simplyswords:frost_vortex","effect.simplyswords.frost_vortex",20140,"0x0011294F (   1124687)","true","false"
"Unknown","simplyswords:immolation","effect.simplyswords.immolation",20130,"0x0011294F (   1124687)","false","true"
"Unknown","simplyswords:magislam","effect.simplyswords.magislam",20149,"0x0011294F (   1124687)","false","true"
"Unknown","simplyswords:magistorm","effect.simplyswords.magistorm",20148,"0x0011294F (   1124687)","false","true"
"Unknown","simplyswords:onslaught","effect.simplyswords.onslaught",20132,"0x0011294F (   1124687)","false","true"
"Unknown","simplyswords:pain","effect.simplyswords.pain",20147,"0x0011294F (   1124687)","true","false"
"Unknown","simplyswords:resilience","effect.simplyswords.resilience",20145,"0x0011294F (   1124687)","false","true"
"Unknown","simplyswords:ribboncleave","effect.simplyswords.ribboncleave",20144,"0x0011294F (   1124687)","false","true"
"Unknown","simplyswords:ribbonwrath","effect.simplyswords.ribbonwrath",20143,"0x0011294F (   1124687)","true","false"
"Unknown","simplyswords:smouldering","effect.simplyswords.smouldering",20135,"0x0011294F (   1124687)","true","false"
"Unknown","simplyswords:spore_swarm","effect.simplyswords.spore_swarm",20146,"0x0011294F (   1124687)","false","true"
"Unknown","simplyswords:storm","effect.simplyswords.storm",20127,"0x0011294F (   1124687)","true","false"
"Unknown","simplyswords:void_assault","effect.simplyswords.void_assault",20138,"0x0011294F (   1124687)","true","false"
"Unknown","simplyswords:voidcloak","effect.simplyswords.voidcloak",20137,"0x0011294F (   1124687)","false","true"
"Unknown","simplyswords:ward","effect.simplyswords.ward",20129,"0x0011294F (   1124687)","false","true"
"Unknown","simplyswords:wildfire","effect.simplyswords.wildfire",20126,"0x0011294F (   1124687)","true","false"
"Unknown","spell_power:air","effect.spell_power.air",738,"0x00D4E3FE (  13951998)","false","true"
"Unknown","spell_power:arcane","effect.spell_power.arcane",730,"0x00FF66FF (  16738047)","false","true"
"Unknown","spell_power:critical_chance","effect.spell_power.critical_chance",731,"0x0066CCFF (   6737151)","false","true"
"Unknown","spell_power:critical_damage","effect.spell_power.critical_damage",730,"0x0066CCFF (   6737151)","false","true"
"Unknown","spell_power:earth","effect.spell_power.earth",736,"0x00BD8B00 (  12421888)","false","true"
"Unknown","spell_power:fire","effect.spell_power.fire",731,"0x00FF3300 (  16724736)","false","true"
"Unknown","spell_power:frost","effect.spell_power.frost",732,"0x00CCFFFF (  13434879)","false","true"
"Unknown","spell_power:haste","effect.spell_power.haste",732,"0x0066CCFF (   6737151)","false","true"
"Unknown","spell_power:healing","effect.spell_power.healing",733,"0x0066FF66 (   6750054)","false","true"
"Unknown","spell_power:lightning","effect.spell_power.lightning",734,"0x00FFFF99 (  16777113)","false","true"
"Unknown","spell_power:soul","effect.spell_power.soul",735,"0x002DD4DA (   3003610)","false","true"
"Unknown","spell_power:water","effect.spell_power.water",737,"0x004DD9FF (   5102079)","false","true"
"Unknown","supplementaries:flammable","effect.supplementaries.flammable",20155,"0x00DD4400 (  14500864)","true","false"
"Unknown","supplementaries:overencumbered","effect.supplementaries.overencumbered",20154,"0x006C451F (   7095583)","true","false"
"Unknown","trmt:lightness","effect.trmt.lightness",20151,"0x00FBDC93 (  16506003)","false","true"
"Unknown","untitledduckmod:intimidation","effect.untitledduckmod.intimidation",20152,"0x0098D982 (  10017154)","false","true"
"Unknown","via_romana:travellers_fatigue","effect.via_romana.travellers_fatigue",20153,"0xFFFFFFFF (        -1)","true","false"
"Unknown","vinery:armor_effect","effect.vinery.armor_effect",20104,"0x0056CBFD (   5688317)","false","true"
"Unknown","vinery:climbing_effect","effect.vinery.climbing_effect",20113,"0x00CC3300 (  13382400)","false","true"
"Unknown","vinery:creeper_effect","effect.vinery.creeper_effect",20112,"0x00FF0000 (  16711680)","true","false"
"Unknown","vinery:double_jump","effect.vinery.double_jump",20109,"0x0000FF00 (     65280)","false","true"
"Unknown","vinery:experience_effect","effect.vinery.experience_effect",20108,"0x0000FF00 (     65280)","false","true"
"Unknown","vinery:frosty_armor","effect.vinery.frosty_armor",20114,"0x0056CBFD (   5688317)","false","false"
"Unknown","vinery:health_effect","effect.vinery.health_effect",20105,"0x0056CBFD (   5688317)","false","true"
"Unknown","vinery:jellie","effect.vinery.jellie",20115,"0x0098D982 (  10017154)","false","true"
"Unknown","vinery:lava_walker","effect.vinery.lava_walker",20116,"0x00CC3300 (  13382400)","false","true"
"Unknown","vinery:luck_effect","effect.vinery.luck_effect",20106,"0x0056CBFD (   5688317)","false","true"
"Unknown","vinery:magnet","effect.vinery.magnet",20117,"0x00B80070 (  12058736)","false","true"
"Unknown","vinery:party_effect","effect.vinery.party_effect",20110,"0x00FF0000 (  16711680)","false","true"
"Unknown","vinery:resistance_effect","effect.vinery.resistance_effect",20107,"0x0056CBFD (   5688317)","false","true"
"Unknown","vinery:teleport","effect.vinery.teleport",20111,"0x00FF69B4 (  16738740)","false","true"
"Unknown","vinery:water_walker","effect.vinery.water_walker",20118,"0x00CC3300 (  13382400)","false","true"
"Unknown","wizards:arcane_charge","effect.wizards.arcane_charge",723,"0x00FF4BDD (  16731101)","false","true"
"Unknown","wizards:frost_shield","effect.wizards.frost_shield",721,"0x0099CCFF (  10079487)","false","true"
"Unknown","wizards:frost_slowness","effect.wizards.frost_slowness",722,"0x0099CCFF (  10079487)","true","false"
"Unknown","wizards:frozen","effect.wizards.frozen",720,"0x0099CCFF (  10079487)","true","false"
"Unknown","xaerominimap:no_cave_maps","effect.xaerominimap.no_cave_maps",20162,"0xFF000000 ( -16777216)","false","false"
"Unknown","xaerominimap:no_cave_maps_harmful","effect.xaerominimap.no_cave_maps_harmful",20163,"0xFF000000 ( -16777216)","true","false"
"Unknown","xaerominimap:no_entity_radar","effect.xaerominimap.no_entity_radar",20158,"0xFF000000 ( -16777216)","false","false"
"Unknown","xaerominimap:no_entity_radar_harmful","effect.xaerominimap.no_entity_radar_harmful",20159,"0xFF000000 ( -16777216)","true","false"
"Unknown","xaerominimap:no_minimap","effect.xaerominimap.no_minimap",20156,"0xFF000000 ( -16777216)","false","false"
"Unknown","xaerominimap:no_minimap_harmful","effect.xaerominimap.no_minimap_harmful",20157,"0xFF000000 ( -16777216)","true","false"
"Unknown","xaerominimap:no_waypoints","effect.xaerominimap.no_waypoints",20160,"0xFF000000 ( -16777216)","false","false"
"Unknown","xaerominimap:no_waypoints_harmful","effect.xaerominimap.no_waypoints_harmful",20161,"0xFF000000 ( -16777216)","true","false"
"Unknown","xaeroworldmap:no_cave_maps","effect.xaeroworldmap.no_cave_maps",20166,"0xFF000000 ( -16777216)","false","false"
"Unknown","xaeroworldmap:no_cave_maps_harmful","effect.xaeroworldmap.no_cave_maps_harmful",20167,"0xFF000000 ( -16777216)","true","false"
"Unknown","xaeroworldmap:no_world_map","effect.xaeroworldmap.no_world_map",20164,"0xFF000000 ( -16777216)","false","false"
"Unknown","xaeroworldmap:no_world_map_harmful","effect.xaeroworldmap.no_world_map_harmful",20165,"0xFF000000 ( -16777216)","true","false"
