"Mod name","Registry name","Item ID","Display name"
"Chipped","chipped:angry_basalt",8995,"Angry Basalt"
"Chipped","chipped:angry_blackstone",9058,"Angry Blackstone"
"Chipped","chipped:angry_blue_ice",5564,"Angry Blue Ice"
"Chipped","chipped:angry_borderless_bricks",11739,"Angry Borderless Bricks"
"Chipped","chipped:angry_bricks",11674,"Angry Bricks"
"Chipped","chipped:angry_calcite",9122,"Angry Calcite"
"Chipped","chipped:angry_clay",5894,"Angry Clay"
"Chipped","chipped:angry_coal_block",5161,"Angry Coal Block"
"Chipped","chipped:angry_cobblestone",9188,"Angry Cobblestone"
"Chipped","chipped:angry_crying_obsidian",5227,"Angry Crying Obsidian"
"Chipped","chipped:angry_dark_prismarine",9253,"Angry Dark Prismarine"
"Chipped","chipped:angry_deepslate",9318,"Angry Deepslate"
"Chipped","chipped:angry_diorite",9378,"Angry Diorite"
"Chipped","chipped:angry_dirt",5630,"Angry Dirt"
"Chipped","chipped:angry_dripstone_block",9444,"Angry Dripstone Block"
"Chipped","chipped:angry_end_stone",9510,"Angry End Stone"
"Chipped","chipped:angry_gilded_blackstone",9576,"Angry Gilded Blackstone"
"Chipped","chipped:angry_granite",9645,"Angry Granite"
"Chipped","chipped:angry_ice",5696,"Angry Ice"
"Chipped","chipped:angry_lapis_block",5367,"Angry Lapis Block"
"Chipped","chipped:angry_lodestone",5293,"Angry Lodestone"
"Chipped","chipped:angry_magma_block",9711,"Angry Magma Block"
"Chipped","chipped:angry_mossy_cobblestone",9777,"Angry Mossy Cobblestone"
"Chipped","chipped:angry_mossy_stone_bricks",9842,"Angry Mossy Stone Bricks"
"Chipped","chipped:angry_mud",5959,"Angry Mud"
"Chipped","chipped:angry_mud_bricks",11804,"Angry Mud Bricks"
"Chipped","chipped:angry_nether_bricks",9908,"Angry Nether Bricks"
"Chipped","chipped:angry_netherrack",9974,"Angry Netherrack"
"Chipped","chipped:angry_obsidian",10040,"Angry Obsidian"
"Chipped","chipped:angry_packed_ice",5762,"Angry Packed Ice"
"Chipped","chipped:angry_packed_mud",6037,"Angry Packed Mud"
"Chipped","chipped:angry_prismarine",10106,"Angry Prismarine"
"Chipped","chipped:angry_purpur_block",10172,"Angry Purpur Block"
"Chipped","chipped:angry_quartz_block",10236,"Angry Quartz Block"
"Chipped","chipped:angry_raw_copper_block",10299,"Angry Raw Copper Block"
"Chipped","chipped:angry_raw_gold_block",10365,"Angry Raw Gold Block"
"Chipped","chipped:angry_raw_iron_block",10431,"Angry Raw Iron Block"
"Chipped","chipped:angry_red_nether_bricks",10497,"Angry Red Nether Bricks"
"Chipped","chipped:angry_red_sandstone",10563,"Angry Red Sandstone"
"Chipped","chipped:angry_redstone_block",11951,"Angry Redstone Block"
"Chipped","chipped:angry_sandstone",10629,"Angry Sandstone"
"Chipped","chipped:angry_smooth_stone",10757,"Angry Smooth Stone"
"Chipped","chipped:angry_snow_block",5828,"Angry Snow Block"
"Chipped","chipped:angry_stone",10694,"Angry Stone"
"Chipped","chipped:angry_tuff",10823,"Angry Tuff"
"Chipped","chipped:anguished_carved_pumpkin",6484,"Anguished Carved Pumpkin"
"Chipped","chipped:anguished_jack_o_lantern",6506,"Anguished Jack O Lantern"
"Chipped","chipped:antique_hay_block",6307,"Antique Hay Block"
"Chipped","chipped:apple_acacia_leaves",6110,"Apple Acacia Leaves"
"Chipped","chipped:apple_birch_leaves",6121,"Apple Birch Leaves"
"Chipped","chipped:apple_dark_oak_leaves",6132,"Apple Dark Oak Leaves"
"Chipped","chipped:apple_jungle_leaves",6143,"Apple Jungle Leaves"
"Chipped","chipped:apple_oak_leaves",6161,"Apple Oak Leaves"
"Chipped","chipped:apple_spruce_leaves",6172,"Apple Spruce Leaves"
"Chipped","chipped:arched_black_stained_glass_pane_pillar",7882,"Arched Black Stained Glass Pane Pillar"
"Chipped","chipped:arched_black_stained_glass_pillar",7871,"Arched Black Stained Glass Pillar"
"Chipped","chipped:arched_blue_stained_glass_pane_pillar",7904,"Arched Blue Stained Glass Pane Pillar"
"Chipped","chipped:arched_blue_stained_glass_pillar",7893,"Arched Blue Stained Glass Pillar"
"Chipped","chipped:arched_brown_stained_glass_pane_pillar",7926,"Arched Brown Stained Glass Pane Pillar"
"Chipped","chipped:arched_brown_stained_glass_pillar",7915,"Arched Brown Stained Glass Pillar"
"Chipped","chipped:arched_cyan_stained_glass_pane_pillar",7948,"Arched Cyan Stained Glass Pane Pillar"
"Chipped","chipped:arched_cyan_stained_glass_pillar",7937,"Arched Cyan Stained Glass Pillar"
"Chipped","chipped:arched_gray_stained_glass_pane_pillar",7970,"Arched Gray Stained Glass Pane Pillar"
"Chipped","chipped:arched_gray_stained_glass_pillar",7959,"Arched Gray Stained Glass Pillar"
"Chipped","chipped:arched_green_stained_glass_pane_pillar",7992,"Arched Green Stained Glass Pane Pillar"
"Chipped","chipped:arched_green_stained_glass_pillar",7981,"Arched Green Stained Glass Pillar"
"Chipped","chipped:arched_leaded_glass_pane_pillar",7852,"Arched Leaded Glass Pane Pillar"
"Chipped","chipped:arched_leaded_glass_pillar",7831,"Arched Leaded Glass Pillar"
"Chipped","chipped:arched_light_blue_stained_glass_pane_pillar",8014,"Arched Light Blue Stained Glass Pane Pillar"
"Chipped","chipped:arched_light_blue_stained_glass_pillar",8003,"Arched Light Blue Stained Glass Pillar"
"Chipped","chipped:arched_light_gray_stained_glass_pane_pillar",8036,"Arched Light Gray Stained Glass Pane Pillar"
"Chipped","chipped:arched_light_gray_stained_glass_pillar",8025,"Arched Light Gray Stained Glass Pillar"
"Chipped","chipped:arched_lime_stained_glass_pane_pillar",8058,"Arched Lime Stained Glass Pane Pillar"
"Chipped","chipped:arched_lime_stained_glass_pillar",8047,"Arched Lime Stained Glass Pillar"
"Chipped","chipped:arched_magenta_stained_glass_pane_pillar",8080,"Arched Magenta Stained Glass Pane Pillar"
"Chipped","chipped:arched_magenta_stained_glass_pillar",8069,"Arched Magenta Stained Glass Pillar"
"Chipped","chipped:arched_orange_stained_glass_pane_pillar",8102,"Arched Orange Stained Glass Pane Pillar"
"Chipped","chipped:arched_orange_stained_glass_pillar",8091,"Arched Orange Stained Glass Pillar"
"Chipped","chipped:arched_pink_stained_glass_pane_pillar",8124,"Arched Pink Stained Glass Pane Pillar"
"Chipped","chipped:arched_pink_stained_glass_pillar",8113,"Arched Pink Stained Glass Pillar"
"Chipped","chipped:arched_purple_stained_glass_pane_pillar",8146,"Arched Purple Stained Glass Pane Pillar"
"Chipped","chipped:arched_purple_stained_glass_pillar",8135,"Arched Purple Stained Glass Pillar"
"Chipped","chipped:arched_red_stained_glass_pane_pillar",8168,"Arched Red Stained Glass Pane Pillar"
"Chipped","chipped:arched_red_stained_glass_pillar",8157,"Arched Red Stained Glass Pillar"
"Chipped","chipped:arched_white_stained_glass_pane_pillar",8190,"Arched White Stained Glass Pane Pillar"
"Chipped","chipped:arched_white_stained_glass_pillar",8179,"Arched White Stained Glass Pillar"
"Chipped","chipped:arched_yellow_stained_glass_pane_pillar",8212,"Arched Yellow Stained Glass Pane Pillar"
"Chipped","chipped:arched_yellow_stained_glass_pillar",8201,"Arched Yellow Stained Glass Pillar"
"Chipped","chipped:arrow_mud",5960,"Arrow Mud"
"Chipped","chipped:arrow_mud_bricks",11805,"Arrow Mud Bricks"
"Chipped","chipped:arrow_packed_mud",6038,"Arrow Packed Mud"
"Chipped","chipped:ash_sand",6352,"Ash Sand"
"Chipped","chipped:autumnkin",6468,"Autumnkin"
"Chipped","chipped:bad_time_carved_pumpkin",6485,"Bad Time Carved Pumpkin"
"Chipped","chipped:bad_time_jack_o_lantern",6507,"Bad Time Jack O Lantern"
"Chipped","chipped:bamboo_barrel",7117,"Bamboo Barrel"
"Chipped","chipped:bamboo_dried_kelp_block",6400,"Bamboo Dried Kelp Block"
"Chipped","chipped:bamboo_planks_fine_mosaic",6965,"Bamboo Planks Fine Mosaic"
"Chipped","chipped:bamboo_planks_panel",6995,"Bamboo Planks Panel"
"Chipped","chipped:bamboo_planks_shavings",6966,"Bamboo Planks Shavings"
"Chipped","chipped:barbed_iron_bars",11891,"Barbed Iron Bars"
"Chipped","chipped:barky_black_carpet",8538,"Barky Black Carpet"
"Chipped","chipped:barky_black_wool",8218,"Barky Black Wool"
"Chipped","chipped:barky_blue_carpet",8558,"Barky Blue Carpet"
"Chipped","chipped:barky_blue_wool",8238,"Barky Blue Wool"
"Chipped","chipped:barky_brown_carpet",8578,"Barky Brown Carpet"
"Chipped","chipped:barky_brown_wool",8258,"Barky Brown Wool"
"Chipped","chipped:barky_cyan_carpet",8598,"Barky Cyan Carpet"
"Chipped","chipped:barky_cyan_wool",8278,"Barky Cyan Wool"
"Chipped","chipped:barky_gray_carpet",8618,"Barky Gray Carpet"
"Chipped","chipped:barky_gray_wool",8298,"Barky Gray Wool"
"Chipped","chipped:barky_green_carpet",8638,"Barky Green Carpet"
"Chipped","chipped:barky_green_wool",8318,"Barky Green Wool"
"Chipped","chipped:barky_light_blue_carpet",8658,"Barky Light Blue Carpet"
"Chipped","chipped:barky_light_blue_wool",8338,"Barky Light Blue Wool"
"Chipped","chipped:barky_light_gray_carpet",8678,"Barky Light Gray Carpet"
"Chipped","chipped:barky_light_gray_wool",8358,"Barky Light Gray Wool"
"Chipped","chipped:barky_lime_carpet",8698,"Barky Lime Carpet"
"Chipped","chipped:barky_lime_wool",8378,"Barky Lime Wool"
"Chipped","chipped:barky_magenta_carpet",8718,"Barky Magenta Carpet"
"Chipped","chipped:barky_magenta_wool",8398,"Barky Magenta Wool"
"Chipped","chipped:barky_orange_carpet",8738,"Barky Orange Carpet"
"Chipped","chipped:barky_orange_wool",8418,"Barky Orange Wool"
"Chipped","chipped:barky_pink_carpet",8758,"Barky Pink Carpet"
"Chipped","chipped:barky_pink_wool",8438,"Barky Pink Wool"
"Chipped","chipped:barky_purple_carpet",8778,"Barky Purple Carpet"
"Chipped","chipped:barky_purple_wool",8458,"Barky Purple Wool"
"Chipped","chipped:barky_red_carpet",8798,"Barky Red Carpet"
"Chipped","chipped:barky_red_wool",8478,"Barky Red Wool"
"Chipped","chipped:barky_white_carpet",8818,"Barky White Carpet"
"Chipped","chipped:barky_white_wool",8498,"Barky White Wool"
"Chipped","chipped:barky_yellow_carpet",8838,"Barky Yellow Carpet"
"Chipped","chipped:barky_yellow_wool",8518,"Barky Yellow Wool"
"Chipped","chipped:barred_acacia_trapdoor",7573,"Barred Acacia Trapdoor"
"Chipped","chipped:barred_bamboo_door",7554,"Barred Bamboo Door"
"Chipped","chipped:barred_bamboo_trapdoor",7793,"Barred Bamboo Trapdoor"
"Chipped","chipped:barred_birch_door",7385,"Barred Birch Door"
"Chipped","chipped:barred_birch_trapdoor",7596,"Barred Birch Trapdoor"
"Chipped","chipped:barred_cherry_door",7535,"Barred Cherry Door"
"Chipped","chipped:barred_cherry_trapdoor",7771,"Barred Cherry Trapdoor"
"Chipped","chipped:barred_crimson_door",7498,"Barred Crimson Door"
"Chipped","chipped:barred_crimson_trapdoor",7729,"Barred Crimson Trapdoor"
"Chipped","chipped:barred_dark_oak_door",7404,"Barred Dark Oak Door"
"Chipped","chipped:barred_dark_oak_trapdoor",7619,"Barred Dark Oak Trapdoor"
"Chipped","chipped:barred_jungle_door",7423,"Barred Jungle Door"
"Chipped","chipped:barred_jungle_trapdoor",7642,"Barred Jungle Trapdoor"
"Chipped","chipped:barred_mangrove_door",7442,"Barred Mangrove Door"
"Chipped","chipped:barred_mangrove_trapdoor",7664,"Barred Mangrove Trapdoor"
"Chipped","chipped:barred_oak_door",7459,"Barred Oak Door"
"Chipped","chipped:barred_oak_trapdoor",7685,"Barred Oak Trapdoor"
"Chipped","chipped:barred_ochre_froglight",6185,"Barred Ochre Froglight"
"Chipped","chipped:barred_pearlescent_froglight",6193,"Barred Pearlescent Froglight"
"Chipped","chipped:barred_spruce_door",7479,"Barred Spruce Door"
"Chipped","chipped:barred_spruce_trapdoor",7707,"Barred Spruce Trapdoor"
"Chipped","chipped:barred_verdant_froglight",6201,"Barred Verdant Froglight"
"Chipped","chipped:barred_warped_door",7517,"Barred Warped Door"
"Chipped","chipped:barred_warped_trapdoor",7751,"Barred Warped Trapdoor"
"Chipped","chipped:basalt_bricks",8990,"Basalt Bricks"
"Chipped","chipped:basalt_mini_tiles",8991,"Basalt Mini Tiles"
"Chipped","chipped:basalt_pillar",8992,"Basalt Pillar"
"Chipped","chipped:basalt_pillar_top",8993,"Basalt Pillar Top"
"Chipped","chipped:basalt_pointed_dripstone",11885,"Basalt Pointed Dripstone"
"Chipped","chipped:basalt_scales",8994,"Basalt Scales"
"Chipped","chipped:basket_woven_acacia_planks",6582,"Basket Woven Acacia Planks"
"Chipped","chipped:basket_woven_bamboo_planks",6967,"Basket Woven Bamboo Planks"
"Chipped","chipped:basket_woven_birch_planks",6620,"Basket Woven Birch Planks"
"Chipped","chipped:basket_woven_cherry_planks",6929,"Basket Woven Cherry Planks"
"Chipped","chipped:basket_woven_crimson_planks",6853,"Basket Woven Crimson Planks"
"Chipped","chipped:basket_woven_dark_oak_planks",6658,"Basket Woven Dark Oak Planks"
"Chipped","chipped:basket_woven_jungle_planks",6696,"Basket Woven Jungle Planks"
"Chipped","chipped:basket_woven_mangrove_planks",6734,"Basket Woven Mangrove Planks"
"Chipped","chipped:basket_woven_oak_planks",6777,"Basket Woven Oak Planks"
"Chipped","chipped:basket_woven_spruce_planks",6815,"Basket Woven Spruce Planks"
"Chipped","chipped:basket_woven_warped_planks",6891,"Basket Woven Warped Planks"
"Chipped","chipped:beach_acacia_door",7366,"Beach Acacia Door"
"Chipped","chipped:beach_bamboo_door",7555,"Beach Bamboo Door"
"Chipped","chipped:beach_birch_door",7386,"Beach Birch Door"
"Chipped","chipped:beach_cherry_door",7536,"Beach Cherry Door"
"Chipped","chipped:beach_crimson_door",7499,"Beach Crimson Door"
"Chipped","chipped:beach_dark_oak_door",7405,"Beach Dark Oak Door"
"Chipped","chipped:beach_mangrove_door",7443,"Beach Mangrove Door"
"Chipped","chipped:beach_oak_door",7460,"Beach Oak Door"
"Chipped","chipped:beach_spruce_door",7480,"Beach Spruce Door"
"Chipped","chipped:beach_warped_door",7518,"Beach Warped Door"
"Chipped","chipped:big_flower_lily_pad",6412,"Big Flower Lily Pad"
"Chipped","chipped:big_lantern",12037,"Big Lantern"
"Chipped","chipped:big_soul_lantern",12041,"Big Soul Lantern"
"Chipped","chipped:birch_barrel",7118,"Birch Barrel"
"Chipped","chipped:birch_crate",7119,"Birch Crate"
"Chipped","chipped:birch_planks_mosaic",6618,"Birch Planks Mosaic"
"Chipped","chipped:birch_planks_panel",6648,"Birch Planks Panel"
"Chipped","chipped:birch_planks_shavings",6619,"Birch Planks Shavings"
"Chipped","chipped:birch_torch",7816,"Birch Torch"
"Chipped","chipped:black_concrete_bricks",11349,"Black Concrete Bricks"
"Chipped","chipped:black_concrete_panel",11357,"Black Concrete Panel"
"Chipped","chipped:black_concrete_pillar",11362,"Black Concrete Pillar"
"Chipped","chipped:black_concrete_tiles",11350,"Black Concrete Tiles"
"Chipped","chipped:black_glazed_terracotta_pillar_sides",11173,"Black Glazed Terracotta Pillar Sides"
"Chipped","chipped:black_glazed_terracotta_pillar_top",11174,"Black Glazed Terracotta Pillar Top"
"Chipped","chipped:black_glazed_terracotta_smooth_tiles",11175,"Black Glazed Terracotta Smooth Tiles"
"Chipped","chipped:black_glazed_terracotta_tiles",11176,"Black Glazed Terracotta Tiles"
"Chipped","chipped:black_terracotta_bricks",10901,"Black Terracotta Bricks"
"Chipped","chipped:black_terracotta_column",10910,"Black Terracotta Column"
"Chipped","chipped:black_terracotta_pillar",10911,"Black Terracotta Pillar"
"Chipped","chipped:black_terracotta_tile",10902,"Black Terracotta Tile"
"Chipped","chipped:black_terracotta_tiles",10903,"Black Terracotta Tiles"
"Chipped","chipped:blackstone_mini_tiles",9054,"Blackstone Mini Tiles"
"Chipped","chipped:blackstone_pillar",9055,"Blackstone Pillar"
"Chipped","chipped:blackstone_pillar_top",9056,"Blackstone Pillar Top"
"Chipped","chipped:blackstone_pointed_dripstone",11886,"Blackstone Pointed Dripstone"
"Chipped","chipped:blackstone_scales",9057,"Blackstone Scales"
"Chipped","chipped:blank_amethyst_block_carving",5096,"Blank Amethyst Block Carving"
"Chipped","chipped:blank_ancient_debris_carving",8864,"Blank Ancient Debris Carving"
"Chipped","chipped:blank_andesite_carving",8930,"Blank Andesite Carving"
"Chipped","chipped:blank_basalt_carving",8996,"Blank Basalt Carving"
"Chipped","chipped:blank_blackstone_carving",9059,"Blank Blackstone Carving"
"Chipped","chipped:blank_blue_ice_carving",5565,"Blank Blue Ice Carving"
"Chipped","chipped:blank_borderless_bricks_carving",11740,"Blank Borderless Bricks Carving"
"Chipped","chipped:blank_bricks_carving",11675,"Blank Bricks Carving"
"Chipped","chipped:blank_calcite_carving",9123,"Blank Calcite Carving"
"Chipped","chipped:blank_clay_carving",5895,"Blank Clay Carving"
"Chipped","chipped:blank_coal_block_carving",5162,"Blank Coal Block Carving"
"Chipped","chipped:blank_cobblestone_carving",9189,"Blank Cobblestone Carving"
"Chipped","chipped:blank_crying_obsidian_carving",5228,"Blank Crying Obsidian Carving"
"Chipped","chipped:blank_dark_prismarine_carving",9254,"Blank Dark Prismarine Carving"
"Chipped","chipped:blank_deepslate_carving",9319,"Blank Deepslate Carving"
"Chipped","chipped:blank_diorite_carving",9379,"Blank Diorite Carving"
"Chipped","chipped:blank_dirt_carving",5631,"Blank Dirt Carving"
"Chipped","chipped:blank_dripstone_block_carving",9445,"Blank Dripstone Block Carving"
"Chipped","chipped:blank_end_stone_carving",9511,"Blank End Stone Carving"
"Chipped","chipped:blank_gilded_blackstone_carving",9577,"Blank Gilded Blackstone Carving"
"Chipped","chipped:blank_granite_carving",9646,"Blank Granite Carving"
"Chipped","chipped:blank_ice_carving",5697,"Blank Ice Carving"
"Chipped","chipped:blank_lapis_block_carving",5368,"Blank Lapis Block Carving"
"Chipped","chipped:blank_lodestone_carving",5294,"Blank Lodestone Carving"
"Chipped","chipped:blank_lodestone_side",5295,"Blank Lodestone Side"
"Chipped","chipped:blank_magma_block_carving",9712,"Blank Magma Block Carving"
"Chipped","chipped:blank_mossy_cobblestone_carving",9778,"Blank Mossy Cobblestone Carving"
"Chipped","chipped:blank_mossy_stone_bricks_carving",9843,"Blank Mossy Stone Bricks Carving"
"Chipped","chipped:blank_nether_bricks_carving",9909,"Blank Nether Bricks Carving"
"Chipped","chipped:blank_netherrack_carving",9975,"Blank Netherrack Carving"
"Chipped","chipped:blank_obsidian_carving",10041,"Blank Obsidian Carving"
"Chipped","chipped:blank_packed_ice_carving",5763,"Blank Packed Ice Carving"
"Chipped","chipped:blank_prismarine_carving",10107,"Blank Prismarine Carving"
"Chipped","chipped:blank_purpur_block_carving",10173,"Blank Purpur Block Carving"
"Chipped","chipped:blank_quartz_block_carving",10237,"Blank Quartz Block Carving"
"Chipped","chipped:blank_raw_copper_block_carving",10300,"Blank Raw Copper Block Carving"
"Chipped","chipped:blank_raw_gold_block_carving",10366,"Blank Raw Gold Block Carving"
"Chipped","chipped:blank_raw_iron_block_carving",10432,"Blank Raw Iron Block Carving"
"Chipped","chipped:blank_red_nether_bricks_carving",10498,"Blank Red Nether Bricks Carving"
"Chipped","chipped:blank_red_sandstone_carving",10564,"Blank Red Sandstone Carving"
"Chipped","chipped:blank_redstone_block_carving",11952,"Blank Redstone Block Carving"
"Chipped","chipped:blank_sandstone_carving",10630,"Blank Sandstone Carving"
"Chipped","chipped:blank_smooth_stone_carving",10758,"Blank Smooth Stone Carving"
"Chipped","chipped:blank_snow_block_carving",5829,"Blank Snow Block Carving"
"Chipped","chipped:blank_stone_carving",10695,"Blank Stone Carving"
"Chipped","chipped:blank_tuff_carving",10824,"Blank Tuff Carving"
"Chipped","chipped:blobby_moss_block",6315,"Blobby Moss Block"
"Chipped","chipped:blocky_black_carpet",8539,"Blocky Black Carpet"
"Chipped","chipped:blocky_black_wool",8219,"Blocky Black Wool"
"Chipped","chipped:blocky_blue_carpet",8559,"Blocky Blue Carpet"
"Chipped","chipped:blocky_blue_wool",8239,"Blocky Blue Wool"
"Chipped","chipped:blocky_brown_carpet",8579,"Blocky Brown Carpet"
"Chipped","chipped:blocky_brown_wool",8259,"Blocky Brown Wool"
"Chipped","chipped:blocky_cyan_carpet",8599,"Blocky Cyan Carpet"
"Chipped","chipped:blocky_cyan_wool",8279,"Blocky Cyan Wool"
"Chipped","chipped:blocky_gray_carpet",8619,"Blocky Gray Carpet"
"Chipped","chipped:blocky_gray_wool",8299,"Blocky Gray Wool"
"Chipped","chipped:blocky_green_carpet",8639,"Blocky Green Carpet"
"Chipped","chipped:blocky_green_wool",8319,"Blocky Green Wool"
"Chipped","chipped:blocky_light_blue_carpet",8659,"Blocky Light Blue Carpet"
"Chipped","chipped:blocky_light_blue_wool",8339,"Blocky Light Blue Wool"
"Chipped","chipped:blocky_light_gray_carpet",8679,"Blocky Light Gray Carpet"
"Chipped","chipped:blocky_light_gray_wool",8359,"Blocky Light Gray Wool"
"Chipped","chipped:blocky_lime_carpet",8699,"Blocky Lime Carpet"
"Chipped","chipped:blocky_lime_wool",8379,"Blocky Lime Wool"
"Chipped","chipped:blocky_magenta_carpet",8719,"Blocky Magenta Carpet"
"Chipped","chipped:blocky_magenta_wool",8399,"Blocky Magenta Wool"
"Chipped","chipped:blocky_orange_carpet",8739,"Blocky Orange Carpet"
"Chipped","chipped:blocky_orange_wool",8419,"Blocky Orange Wool"
"Chipped","chipped:blocky_pink_carpet",8759,"Blocky Pink Carpet"
"Chipped","chipped:blocky_pink_wool",8439,"Blocky Pink Wool"
"Chipped","chipped:blocky_purple_carpet",8779,"Blocky Purple Carpet"
"Chipped","chipped:blocky_purple_wool",8459,"Blocky Purple Wool"
"Chipped","chipped:blocky_red_carpet",8799,"Blocky Red Carpet"
"Chipped","chipped:blocky_red_wool",8479,"Blocky Red Wool"
"Chipped","chipped:blocky_white_carpet",8819,"Blocky White Carpet"
"Chipped","chipped:blocky_white_wool",8499,"Blocky White Wool"
"Chipped","chipped:blocky_yellow_carpet",8839,"Blocky Yellow Carpet"
"Chipped","chipped:blocky_yellow_wool",8519,"Blocky Yellow Wool"
"Chipped","chipped:bloomed_warped_roots",6391,"Bloomed Warped Roots"
"Chipped","chipped:blooming_mushroom_stem",6293,"Blooming Mushroom Stem"
"Chipped","chipped:blue_concrete_bricks",11369,"Blue Concrete Bricks"
"Chipped","chipped:blue_concrete_panel",11377,"Blue Concrete Panel"
"Chipped","chipped:blue_concrete_pillar",11382,"Blue Concrete Pillar"
"Chipped","chipped:blue_concrete_tiles",11370,"Blue Concrete Tiles"
"Chipped","chipped:blue_dried_kelp_block",6401,"Blue Dried Kelp Block"
"Chipped","chipped:blue_glazed_terracotta_pillar_sides",11184,"Blue Glazed Terracotta Pillar Sides"
"Chipped","chipped:blue_glazed_terracotta_pillar_top",11185,"Blue Glazed Terracotta Pillar Top"
"Chipped","chipped:blue_glazed_terracotta_smooth_tiles",11186,"Blue Glazed Terracotta Smooth Tiles"
"Chipped","chipped:blue_glazed_terracotta_tiles",11187,"Blue Glazed Terracotta Tiles"
"Chipped","chipped:blue_ice_bricks",5559,"Blue Ice Bricks"
