"ID","Registry name","Tags"
55,"minecraft:deep_lukewarm_ocean","galosphere:has_structure/forgotten_ruins, minecraft:spawns_warm_variant_farm_animals, betterdungeons:has_structure/zombie_dungeon, supplementaries:has_way_signs, minecraft:has_structure/ocean_ruin_warm, bloomingnature:overworld, elemental_wizards_rpg:has_structure/wind_wizard, farmersdelight:wild_potatoes_whitelist, betterdungeons:has_structure/small_dungeon, loot_n_explore:has_structure/wizards_wind_tower, hybrid-aquatic:deep_tropical_oceans, minecraft:has_structure/trial_chambers, betteroceanmonuments:has_structure/better_ocean_monument, sereneseasons:tropical_biomes, loot_n_explore:has_structure/wizards_water_tower, c:ocean, minecraft:is_overworld, farmersdelight:wild_onions_whitelist, c:aquatic, explorify:has_structure/ruins, structory_towers:has_structure/towers, supplementaries:has_wild_flax, minecraft:has_structure/shipwreck, betterdungeons:has_structure/skeleton_dungeon, minecraft:has_structure/ruined_portal_ocean, hybrid-aquatic:bottle_spawn_biomes, minecraft:has_structure/mineshaft, minecraft:has_structure/stronghold, towns_and_towers:has_structure/village_deep_oceans_ships, c:in_overworld, minecraft:has_structure/ocean_monument, bettermineshafts:has_structure/mineshaft, minecraft:plays_underwater_music, friendsandfoes:has_rascal, minecraft:required_ocean_monument_surrounding, minecraft:is_ocean, structory:has_structure/ruins, supplementaries:has_cave_urns, minecraft:water_on_map_outlines, ae2:has_meteorites, structory:has_structure/boat, loot_n_explore:has_structure/wizards_water_monolith, towns_and_towers:has_structure/pillager_outpost_deep_oceans, elemental_wizards_rpg:has_structure/water_wizard_deep, c:deep_ocean, minecraft:is_deep_ocean, hybrid-aquatic:tropical_oceans, waystones:has_structure/waystone, betteroceanmonuments:has_structure/ocean_monument, c:is_water, betterdungeons:has_structure/spider_dungeon, elemental_wizards_rpg:has_structure/water_wizard, c:climate_wet, betterstrongholds:has_structure/stronghold, farmersdelight:wild_carrots_whitelist"
56,"minecraft:deep_ocean","loot_n_explore:has_structure/wizards_water_tower, c:aquatic, waystones:has_structure/waystone, c:climate_wet, betteroceanmonuments:has_structure/ocean_monument, c:deep_ocean, farmersdelight:wild_onions_whitelist, friendsandfoes:has_rascal, farmersdelight:wild_potatoes_whitelist, minecraft:has_structure/ocean_monument, structory:has_structure/ruins, minecraft:has_structure/trial_chambers, minecraft:has_structure/ocean_ruin_cold, structory_towers:has_structure/towers, bloomingnature:overworld, elemental_wizards_rpg:has_structure/water_wizard_deep, hybrid-aquatic:temperate_oceans, betterdungeons:has_structure/small_dungeon, towns_and_towers:has_structure/village_deep_oceans_ships, minecraft:has_structure/mineshaft, minecraft:water_on_map_outlines, betterdungeons:has_structure/skeleton_dungeon, structory:has_structure/boat, betteroceanmonuments:has_structure/better_ocean_monument, minecraft:required_ocean_monument_surrounding, farmersdelight:wild_carrots_whitelist, betterstrongholds:has_structure/stronghold, loot_n_explore:has_structure/wizards_wind_tower, minecraft:is_ocean, bettermineshafts:has_structure/mineshaft, towns_and_towers:has_structure/pillager_outpost_deep_oceans, hybrid-aquatic:bottle_spawn_biomes, minecraft:has_structure/stronghold, c:is_water, minecraft:plays_underwater_music, supplementaries:has_wild_flax, galosphere:has_structure/forgotten_ruins, minecraft:is_deep_ocean, betterdungeons:has_structure/zombie_dungeon, elemental_wizards_rpg:has_structure/wind_wizard, elemental_wizards_rpg:has_structure/water_wizard, minecraft:is_overworld, loot_n_explore:has_structure/wizards_water_monolith, c:in_overworld, c:ocean, supplementaries:has_way_signs, explorify:has_structure/ruins, minecraft:has_structure/ruined_portal_ocean, betterdungeons:has_structure/spider_dungeon, ae2:has_meteorites, hybrid-aquatic:deep_temperate_oceans, minecraft:has_structure/shipwreck, supplementaries:has_cave_urns"
57,"terrablender:deferred_placeholder",""
58,"minecraft:desert","loot_n_explore:has_structure/wizards_desert_structures, friendsandfoes:has_desert_mauler, explorify:has_structure/ruins, explorify:has_structure/desert_shrine, naturalist:has_snake, c:is_hot, naturalist:has_vulture, underground_bunkers:has_structure/underground_bunker_biomes, supplementaries:has_way_signs, minecraft:has_structure/village_desert, c:in_overworld, c:climate_dry, c:is_desert, endermanoverhaul:all_spawns, betterdeserttemples:has_structure/desert_temple, endermanoverhaul:cave_spawns, betterstrongholds:has_structure/better_stronghold, c:is_sandy, supplementaries:has_wild_flax, minecraft:spawns_warm_variant_farm_animals, explorify:has_structure/supply_cache/desert, minecraft:snow_golem_melts, yungsextras:has_structure/vanilla_desert_well, yungsextras:has_structure/desert_decorations, minecraft:has_structure/desert_pyramid, creeperoverhaul:has_desert_creeper, minecraft:spawns_warm_variant_frogs, supplementaries:has_cave_urns, c:is_hot/overworld, naturalist:has_tortoise, bettermineshafts:has_structure/mineshaft, minecraft:spawns_gold_rabbits, minecraft:stronghold_biased_to, c:is_dry/overworld, sereneseasons:tropical_biomes, c:climate_hot, minecraft:is_overworld, naturalist:has_lizard, c:vegetation_sparse, minecraft:has_structure/stronghold, betterdungeons:has_structure/spider_dungeon, farmersdelight:wild_onions_whitelist, farmersdelight:wild_potatoes_whitelist, moremobvariants:increased_sandy_skeletons, structory_towers:has_structure/towers, endermanoverhaul:desert_spawns, betterdungeons:has_structure/small_dungeon, structory:has_structure/outcast_villager_desert, waystones:has_structure/sandy_waystone, structory:has_structure/ruins, betterstrongholds:has_structure/stronghold, bloomingnature:overworld, farmersdelight:wild_carrots_whitelist, galosphere:has_structure/forgotten_ruins, naturalist:has_cardinal, betterdungeons:has_structure/zombie_dungeon, structory_towers:deserts, c:is_dry, ecologics:has_structure/desert_ruin, ecologics:has_camel, c:desert, naturalist:has_rattlesnake, farmersdelight:has_wild_beetroots, towns_and_towers:has_structure/pillager_outpost_desert, betterdeserttemples:has_structure/better_desert_temple, friendsandfoes:has_rascal, bettermineshafts:has_structure/better_mineshaft_desert, farmersdelight:wild_tomatoes_whitelist, minecraft:has_structure/ruined_portal_desert, ae2:has_meteorites, bloomingnature:desert, betterdungeons:has_structure/skeleton_dungeon, minecraft:has_structure/mineshaft, minecraft:has_structure/trial_chambers"
59,"still_life:desert_river","minecraft:reduce_water_ambient_spawns, still_life:is_still_life, c:aquatic, minecraft:spawns_warm_variant_farm_animals, c:climate_hot, c:climate_wet, farmersdelight:has_wild_beetroots, hybrid-aquatic:tropical_rivers, farmersdelight:wild_onions_whitelist, friendsandfoes:has_rascal, farmersdelight:wild_potatoes_whitelist, naturalist:has_snail, minecraft:is_hot, structory:has_structure/ruins, structory_towers:has_structure/towers, betterdungeons:has_structure/small_dungeon, elemental_wizards_rpg:has_structure/water_wizard_river, minecraft:has_structure/mineshaft, minecraft:water_on_map_outlines, betterdungeons:has_structure/skeleton_dungeon, untitledduckmod:duck_spawn, untitledduckmod:goose_spawn, minecraft:required_ocean_monument_surrounding, farmersdelight:wild_carrots_whitelist, betterstrongholds:has_structure/stronghold, loot_n_explore:has_structure/wizards_wind_tower, naturalist:has_duck, minecraft:is_river, bettermineshafts:has_structure/mineshaft, naturalist:has_coral_snake, minecraft:has_structure/ruined_portal_standard, minecraft:has_structure/stronghold, c:is_water, minecraft:plays_underwater_music, minecraft:stronghold_biased_to, minecraft:more_frequent_drowned_spawns, supplementaries:has_wild_flax, hybrid-aquatic:rivers, galosphere:has_structure/forgotten_ruins, betterdungeons:has_structure/zombie_dungeon, elemental_wizards_rpg:has_structure/wind_wizard, vinery:spawns_grape, minecraft:is_overworld, c:in_overworld, c:river, supplementaries:has_way_signs, wildernature:spawns_pelican, naturalist:has_bass, explorify:has_structure/ruins, betterdungeons:has_structure/spider_dungeon, ae2:has_meteorites, minecraft:spawns_warm_variant_frogs, supplementaries:has_cave_urns"
60,"still_life:desert_wetlands","t_and_t:has_structure/village_swamp, farmersdelight:wild_carrots_whitelist, minecraft:is_swamp, c:climate_hot, explorify:has_structure/ruins, structory_towers:has_structure/towers, endermanoverhaul:cave_spawns, minecraft:has_structure/ruined_portal_swamp, betterdungeons:has_structure/spider_dungeon, minecraft:has_closer_water_fog, farmersdelight:has_wild_beetroots, endermanoverhaul:all_spawns, structory:has_structure/ruins, betterstrongholds:has_structure/stronghold, c:climate_wet, minecraft:stronghold_biased_to, minecraft:spawns_warm_variant_farm_animals, minecraft:water_on_map_outlines, betterdungeons:has_structure/skeleton_dungeon, endermanoverhaul:swamp_spawns, minecraft:spawns_warm_variant_frogs, still_life:is_still_life, friendsandfoes:has_rascal, betterdungeons:has_structure/small_dungeon, minecraft:is_overworld, farmersdelight:wild_potatoes_whitelist, ae2:has_meteorites, supplementaries:has_wild_flax, c:in_overworld, minecraft:has_structure/mineshaft, minecraft:has_structure/stronghold, galosphere:has_structure/forgotten_ruins, minecraft:has_structure/swamp_hut, minecraft:is_hot, betterdungeons:has_structure/zombie_dungeon, supplementaries:has_cave_urns, farmersdelight:wild_onions_whitelist, supplementaries:has_way_signs, minecraft:allows_surface_slime_spawns, bettermineshafts:has_structure/mineshaft"
61,"betterend:dragon_graveyards","minecraft:spawns_cold_variant_farm_animals, c:in_the_end, c:is_end_highland, minecraft:spawns_cold_variant_frogs, betterend:has_structure/eternal_portal, endermanoverhaul:end_spawns, endermanoverhaul:end_islands_spawns, minecraft:is_end"
62,"minecraft:dripstone_caves","explorify:has_structure/ruins, supplementaries:has_cave_urns, naturalist:has_snail, hybrid-aquatic:caves, sereneseasons:blacklisted_biomes, c:is_underground, farmersdelight:wild_onions_whitelist, bettermineshafts:has_structure/mineshaft, farmersdelight:wild_potatoes_whitelist, bettermineshafts:has_structure/better_mineshaft_dripstone, minecraft:has_structure/trial_chambers, friendsandfoes:has_rascal, betterstrongholds:has_structure/better_stronghold, loot_n_explore:has_structure/wizards_earth_monolith, minecraft:has_structure/mineshaft, betterdungeons:has_structure/zombie_dungeon, still_life:is_caves, betterdungeons:has_structure/skeleton_dungeon, c:in_overworld, loot_n_explore:has_structure/wizards_amethyst_monolith, structory_towers:has_structure/towers, farmersdelight:wild_potatoes_blacklist, farmersdelight:wild_tomatoes_blacklist, structory:has_structure/ruins, minecraft:has_structure/ruined_portal_standard, minecraft:stronghold_biased_to, creeperoverhaul:is_cave, elemental_wizards_rpg:has_structure/earth_wizard_cave, supplementaries:has_way_signs, betterdungeons:has_structure/small_dungeon, bloomingnature:overworld, betterdungeons:has_structure/spider_dungeon, galosphere:has_structure/forgotten_ruins, minecraft:is_overworld, farmersdelight:wild_carrots_whitelist, supplementaries:has_wild_flax, c:caves, farmersdelight:wild_rice_blacklist, minecraft:has_structure/stronghold, betterstrongholds:has_structure/stronghold, c:is_sparse, endermanoverhaul:cave_spawns, waystones:has_structure/waystone, c:underground, ae2:has_meteorites, c:is_cave, endermanoverhaul:all_spawns, c:is_sparse/overworld"
63,"still_life:dry_cold_steppe","structory_towers:has_structure/towers, supplementaries:has_wild_flax, endermanoverhaul:cave_spawns, betterdungeons:has_structure/zombie_dungeon, minecraft:stronghold_biased_to, betterdungeons:has_structure/skeleton_dungeon, minecraft:is_overworld, minecraft:has_structure/mineshaft, minecraft:has_structure/stronghold, farmersdelight:wild_onions_whitelist, c:in_overworld, explorify:has_structure/ruins, betterdungeons:has_structure/small_dungeon, farmersdelight:wild_carrots_whitelist, ecologics:has_penguin, supplementaries:has_cave_urns, betterdungeons:has_structure/spider_dungeon, creeperoverhaul:has_snowy_creeper, farmersdelight:wild_potatoes_whitelist, minecraft:has_structure/village_snowy, friendsandfoes:has_rascal, minecraft:spawns_cold_variant_frogs, supplementaries:has_way_signs, structory:has_structure/ruins, endermanoverhaul:snowy_spawns, still_life:is_still_life, minecraft:is_cold, endermanoverhaul:all_spawns, c:climate_cold, betterstrongholds:has_structure/stronghold, ae2:has_meteorites, bettermineshafts:has_structure/mineshaft, galosphere:has_structure/forgotten_ruins"
64,"betterend:dry_shrubland","minecraft:is_end, endermanoverhaul:end_spawns, endermanoverhaul:end_islands_spawns, minecraft:has_structure/end_city, minecraft:spawns_cold_variant_farm_animals, betterend:has_structure/eternal_portal, explorify:has_structure/end_shipwreck, c:in_the_end, c:is_end_highland, minecraft:spawns_cold_variant_frogs"
65,"still_life:dry_tropical_highlands","farmersdelight:wild_carrots_whitelist, naturalist:has_bear, minecraft:is_mountain, supplementaries:has_way_signs, minecraft:spawns_warm_variant_frogs, meadow:spawns_rocky_sheep, c:climate_dry, still_life:is_still_life, supplementaries:has_cave_urns, betterdungeons:has_structure/zombie_dungeon, betterdungeons:has_structure/skeleton_dungeon, minecraft:has_structure/stronghold, minecraft:has_structure/ruined_portal_mountain, vinery:spawns_grape, structory:has_structure/ruins, minecraft:spawns_warm_variant_farm_animals, c:in_overworld, ae2:has_meteorites, minecraft:has_structure/pillager_outpost, farmersdelight:has_wild_beetroots, betterstrongholds:has_structure/better_stronghold, betterstrongholds:has_structure/stronghold, betterdungeons:has_structure/small_dungeon, supplementaries:has_wild_flax, minecraft:has_structure/mineshaft, betterdungeons:has_structure/spider_dungeon, friendsandfoes:has_rascal, underground_bunkers:has_structure/underground_bunker_biomes, c:climate_hot, explorify:has_structure/ruins, farmersdelight:wild_potatoes_whitelist, herbalbrews:mountain_biomes, naturalist:has_canary, vinery:spawns_taiga_grape, minecraft:is_overworld, farmersdelight:wild_onions_whitelist, galosphere:has_structure/forgotten_ruins, minecraft:stronghold_biased_to, structory_towers:has_structure/towers, bettermineshafts:has_structure/mineshaft, c:mountain, naturalist:has_robin, naturalist:has_snail"
66,"betterend:dust_wastelands","endermanoverhaul:end_islands_spawns, minecraft:spawns_cold_variant_frogs, minecraft:spawns_cold_variant_farm_animals, c:in_the_end, betterend:has_structure/eternal_portal, betterend:has_structure/end_village, minecraft:is_end, c:is_end_highland, endermanoverhaul:end_spawns"
67,"betterend:empty_aurora_cave","minecraft:spawns_cold_variant_farm_animals, endermanoverhaul:end_spawns, minecraft:spawns_cold_variant_frogs, minecraft:is_end, c:in_the_end"
68,"betterend:empty_end_cave","minecraft:spawns_cold_variant_farm_animals, endermanoverhaul:end_spawns, minecraft:spawns_cold_variant_frogs, minecraft:is_end, c:in_the_end"
69,"betterend:empty_smaragdant_cave","minecraft:spawns_cold_variant_farm_animals, endermanoverhaul:end_spawns, minecraft:spawns_cold_variant_frogs, minecraft:is_end, c:in_the_end"
70,"minecraft:end_barrens","waystones:has_structure/end_stone_waystone, c:is_dry, endermanoverhaul:end_spawns, c:is_end_barrens, minecraft:spawns_cold_variant_farm_animals, minecraft:is_end, c:is_dry/end, c:in_the_end, c:is_cold/end, minecraft:spawns_cold_variant_frogs, betterend:has_structure/eternal_portal, c:is_cold"
71,"minecraft:end_highlands","c:is_end_highland, betterend:has_structure/eternal_portal, endermanoverhaul:end_spawns, explorify:has_structure/end_shipwreck, endermanoverhaul:end_islands_spawns, minecraft:spawns_cold_variant_farm_animals, c:in_the_end, c:is_dry, minecraft:spawns_cold_variant_frogs, c:is_cold, waystones:has_structure/end_stone_waystone, minecraft:is_end, loot_n_explore:has_structure/wizards_arcane_tower, c:is_dry/end, c:is_cold/end, minecraft:has_structure/end_city"
72,"minecraft:end_midlands","c:is_end_highland, endermanoverhaul:end_spawns, minecraft:spawns_cold_variant_frogs, explorify:has_structure/end_shipwreck, endermanoverhaul:end_islands_spawns, c:is_dry, betterend:has_structure/eternal_portal, minecraft:is_end, waystones:has_structure/end_stone_waystone, c:in_the_end, c:is_cold, loot_n_explore:has_structure/wizards_arcane_tower, minecraft:spawns_cold_variant_farm_animals, c:is_end_midland, minecraft:has_structure/end_city, c:is_cold/end, c:is_dry/end"
73,"minecraft:eroded_badlands","c:climate_dry, loot_n_explore:has_structure/wizards_fire_monolith, c:is_hot, friendsandfoes:has_badlands_mauler, c:is_sparse/overworld, minecraft:has_structure/mineshaft_mesa, betterstrongholds:has_structure/stronghold, supplementaries:has_way_signs, supplementaries:has_cave_urns, farmersdelight:wild_onions_whitelist, sereneseasons:tropical_biomes, c:badlands, betterdungeons:has_structure/skeleton_dungeon, bettermineshafts:has_structure/mineshaft, farmersdelight:wild_carrots_whitelist, c:climate_hot, ae2:has_meteorites, candlelight:spawns_tomatoes, minecraft:snow_golem_melts, naturalist:has_rattlesnake, galosphere:has_structure/forgotten_ruins, minecraft:is_badlands, structory:has_structure/ruins, c:mesa, minecraft:stronghold_biased_to, creeperoverhaul:has_badlands_creeper, c:is_hot/overworld, minecraft:spawns_warm_variant_frogs, bettermineshafts:has_structure/better_mineshaft_red_desert, bloomingnature:overworld, betterdungeons:has_structure/small_dungeon, c:is_sparse, structory_towers:has_structure/towers, endermanoverhaul:cave_spawns, minecraft:is_overworld, farmersdelight:wild_potatoes_whitelist, supplementaries:has_wild_flax, farmersdelight:has_wild_beetroots, betterstrongholds:has_structure/better_stronghold, endermanoverhaul:all_spawns, minecraft:has_structure/mineshaft, minecraft:has_structure/stronghold, naturalist:has_vulture, moremobvariants:wolf_striped_spawns, betterdungeons:has_structure/zombie_dungeon, endermanoverhaul:badlands_spawns, c:is_dry/overworld, bettermineshafts:has_structure/better_mineshaft_mesa, minecraft:spawns_warm_variant_farm_animals, farmersdelight:wild_tomatoes_whitelist, minecraft:has_structure/trial_chambers, farm_and_charm:spawns_wild_tomatoes_and_corn, c:is_dry, waystones:has_structure/waystone, friendsandfoes:has_rascal, explorify:has_structure/ruins, c:is_rare, minecraft:has_structure/ruined_portal_mountain, betterdungeons:has_structure/spider_dungeon, c:in_overworld"
74,"still_life:evergreen_taiga","friendsandfoes:has_structure/illusioner_shack, still_life:is_still_life, farm_and_charm:spawns_wild_oat, brewery:taiga, bloomingnature:has_structure/temperate, farm_and_charm:spawns_wild_strawberries, betterstrongholds:has_structure/better_stronghold, minecraft:spawns_cold_variant_farm_animals, farmersdelight:wild_onions_whitelist, friendsandfoes:has_rascal, farmersdelight:wild_potatoes_whitelist, farm_and_charm:spawns_wild_crops, c:tree_coniferous, structory:has_structure/ruins, structory_towers:has_structure/towers, betterdungeons:has_structure/small_dungeon, minecraft:has_structure/mineshaft, friendsandfoes:has_illusioner, betterdungeons:has_structure/skeleton_dungeon, underground_bunkers:has_structure/underground_bunker_biomes, structory:has_structure/ruin_taiga, naturalist:has_bluejay, vinery:spawns_taiga_grape, farmersdelight:wild_carrots_whitelist, betterstrongholds:has_structure/stronghold, bettermineshafts:has_structure/mineshaft, friendsandfoes:collections/taigas, minecraft:has_structure/ruined_portal_standard, minecraft:has_structure/stronghold, minecraft:has_structure/trail_ruins, minecraft:is_taiga, minecraft:stronghold_biased_to, supplementaries:has_wild_flax, t_and_t:has_structure/village_taiga, galosphere:has_structure/forgotten_ruins, bloomingnature:has_structure/taiga, betterdungeons:has_structure/zombie_dungeon, farm_and_charm:spawns_wild_potatoes, minecraft:is_overworld, bakery:spawns_strawberries, c:in_overworld, friendsandfoes:has_structure/illusioner_training_grounds, supplementaries:has_way_signs, naturalist:has_bear, minecraft:spawns_cold_variant_frogs, bettermineshafts:has_structure/better_mineshaft_spruce, minecraft:has_structure/pillager_outpost, betterdungeons:has_structure/spider_dungeon, meadow:spawns_buffalo, ae2:has_meteorites, explorify:has_structure/ruins, c:taiga, supplementaries:has_cave_urns"
75,"still_life:fen","endermanoverhaul:cave_spawns, still_life:is_still_life, farmersdelight:wild_carrots_whitelist, naturalist:has_alligator, structory_towers:has_structure/towers, explorify:has_structure/ruins, meadow:spawns_water_buffalo, naturalist:has_catfish, naturalist:has_bass, minecraft:spawns_cold_variant_frogs, naturalist:has_firefly, minecraft:has_structure/ruined_portal_swamp, betterwitchhuts:has_structure/witch_circle, farmersdelight:wild_potatoes_whitelist, minecraft:has_structure/swamp_hut, c:climate_wet, c:swamp, endermanoverhaul:all_spawns, yungsextras:has_structure/swamp_structures, betterstrongholds:has_structure/stronghold, supplementaries:has_wild_flax, minecraft:is_swamp, naturalist:has_lizard, naturalist:has_snake, minecraft:water_on_map_outlines, minecraft:spawns_cold_variant_farm_animals, naturalist:has_dragonfly, c:in_overworld, betterwitchhuts:has_structure/better_witch_hut, t_and_t:has_structure/village_swamp, supplementaries:has_way_signs, betterdungeons:has_structure/skeleton_dungeon, naturalist:has_tortoise, minecraft:allows_surface_slime_spawns, bettermineshafts:has_structure/mineshaft, friendsandfoes:has_rascal, ribbits:has_structure/ribbit_village, minecraft:has_structure/mineshaft, farmersdelight:wild_onions_whitelist, minecraft:is_overworld, betterdungeons:has_structure/zombie_dungeon, supplementaries:has_cave_urns, betterdungeons:has_structure/spider_dungeon, galosphere:has_structure/forgotten_ruins, naturalist:has_cardinal, minecraft:has_structure/stronghold, betterdungeons:has_structure/small_dungeon, minecraft:has_closer_water_fog, minecraft:stronghold_biased_to, naturalist:has_snail, untitledduckmod:duck_spawn, ae2:has_meteorites, naturalist:has_duck, endermanoverhaul:swamp_spawns, naturalist:has_butterfly, structory:has_structure/ruins, betterwitchhuts:has_structure/witch_hut"
76,"betternether:flooded_deltas","minecraft:has_structure/ruined_portal_nether, betternether:has_structure/ghast_hive, betternether:has_structure/pyramid, farmersdelight:has_wild_beetroots, minecraft:spawns_warm_variant_farm_animals, c:in_nether, betterfortresses:has_structure/better_fortress, c:climate_dry, c:climate_hot, minecraft:spawns_warm_variant_frogs, betternether:has_structure/nether_decorations, minecraft:has_structure/nether_fortress, betternether:biome, friendsandfoes:has_structure/citadel, minecraft:is_nether, betterdungeons:has_structure/small_nether_dungeon"
77,"still_life:flooded_grasslands","supplementaries:has_cave_urns, naturalist:has_snail, farmersdelight:wild_onions_whitelist, wildernature:spawns_bison, naturalist:has_sparrow, minecraft:has_closer_water_fog, bettermineshafts:has_structure/mineshaft, structory:has_structure/northern_ruin, farmersdelight:wild_potatoes_whitelist, vinery:spawns_grape, friendsandfoes:has_rascal, betterstrongholds:has_structure/better_stronghold, minecraft:has_structure/mineshaft, betterdungeons:has_structure/zombie_dungeon, betterdungeons:has_structure/skeleton_dungeon, c:in_overworld, structory_towers:has_structure/towers, naturalist:has_robin, explorify:has_structure/farmstead, structory:has_structure/ruins, minecraft:stronghold_biased_to, explorify:has_structure/tavern, minecraft:has_structure/village_plains, naturalist:has_deer, supplementaries:has_way_signs, minecraft:has_structure/ruined_portal_swamp, betterdungeons:has_structure/small_dungeon, naturalist:has_firefly, betterdungeons:has_structure/spider_dungeon, galosphere:has_structure/forgotten_ruins, minecraft:is_overworld, naturalist:has_snake, farmersdelight:wild_carrots_whitelist, supplementaries:has_wild_flax, explorify:has_structure/watchtower_plains, c:plains, minecraft:allows_surface_slime_spawns, minecraft:has_structure/stronghold, betterstrongholds:has_structure/stronghold, naturalist:has_butterfly, untitledduckmod:goose_spawn, loot_n_explore:has_structure/wizards_plains_structures, still_life:is_still_life, bettermineshafts:has_structure/better_mineshaft_oak, t_and_t:has_structure/village_plains, ae2:has_meteorites, minecraft:water_on_map_outlines, explorify:has_structure/ruins"
78,"still_life:flooded_savanna","farmersdelight:has_wild_beetroots, galosphere:has_structure/forgotten_ruins, loot_n_explore:has_structure/wizards_fire_monolith, naturalist:has_rattlesnake, meadow:spawns_sunset_cow, structory:has_structure/chapel, supplementaries:has_cave_urns, naturalist:has_snail, betterdungeons:has_structure/spider_dungeon, minecraft:has_structure/mineshaft, naturalist:has_hippo, herbalbrews:savanna_biomes, endermanoverhaul:savanna_spawns, farm_and_charm:spawns_wild_strawberries, naturalist:has_finch, wildernature:spawns_bison, minecraft:snow_golem_melts, t_and_t:has_structure/village_savanna, betterdungeons:has_structure/zombie_dungeon, friendsandfoes:has_savanna_mauler, still_life:is_still_life, naturalist:has_cardinal, minecraft:allows_surface_slime_spawns, minecraft:is_overworld, minecraft:water_on_map_outlines, naturalist:has_zebra, c:savanna, betterstrongholds:has_structure/stronghold, naturalist:has_vulture, farm_and_charm:spawns_wild_tomatoes_and_corn, minecraft:has_closer_water_fog, creeperoverhaul:has_savanna_creeper, minecraft:spawns_warm_variant_farm_animals, vinery:spawns_savanna_grape, minecraft:is_hot, c:climate_dry, minecraft:stronghold_biased_to, betterdungeons:has_structure/skeleton_dungeon, betterstrongholds:has_structure/better_stronghold, farmersdelight:wild_potatoes_whitelist, explorify:has_structure/ruins, betterdungeons:has_structure/small_dungeon, structory_towers:has_structure/towers, minecraft:has_structure/village_savanna, bakery:spawns_strawberries, naturalist:has_rhino, c:vegetation_sparse, naturalist:has_snake, naturalist:has_lion, minecraft:has_structure/ruined_portal_swamp, supplementaries:has_way_signs, structory:has_structure/ruins, naturalist:has_giraffe, minecraft:has_structure/stronghold, farmersdelight:wild_onions_whitelist, wildernature:spawns_boar, c:tree_savanna, naturalist:has_boar, endermanoverhaul:all_spawns, bettermineshafts:has_structure/better_mineshaft_acacia, farm_and_charm:spawns_wild_barley, explorify:has_structure/watchtower_savanna, c:climate_hot, naturalist:has_lizard, bettermineshafts:has_structure/mineshaft, minecraft:spawns_warm_variant_frogs, supplementaries:has_wild_flax, minecraft:is_savanna, ae2:has_meteorites, farmersdelight:wild_carrots_whitelist, friendsandfoes:has_rascal, minecraft:has_structure/pillager_outpost, endermanoverhaul:cave_spawns, wildernature:spawns_cassowary, candlelight:spawns_tomatoes, naturalist:has_elephant, c:in_overworld"
79,"minecraft:flower_forest","farm_and_charm:spawns_wild_crops, naturalist:has_finch, naturalist:has_deer, naturalist:has_butterfly, wildernature:spawns_patch_hazelnut_bush, naturalist:has_firefly, betterdungeons:has_structure/spider_dungeon, betterdungeons:has_structure/skeleton_dungeon, galosphere:has_structure/forgotten_ruins, farm_and_charm:spawns_wild_flowers, wildernature:spawns_hedgehog, moremobvariants:wolf_woods_spawns, meadow:spawns_umbra_cow, ecologics:has_squirrel, c:tree_deciduous, structory:has_structure/ruins, farm_and_charm:spawns_wild_emmer, minecraft:has_structure/mineshaft, structory_towers:oak_biomes, friendsandfoes:has_moobloom/buttercup, c:in_overworld, structory_towers:has_structure/towers, naturalist:has_robin, minecraft:has_structure/trial_chambers, underground_bunkers:has_structure/underground_bunker_biomes, meadow:spawns_buffalo, explorify:has_structure/tavern, friendsandfoes:has_buttercup_patch, minecraft:has_structure/stronghold, wildernature:spawns_squirrel, supplementaries:has_cave_urns, naturalist:has_snail, farmersdelight:wild_onions_whitelist, wildernature:spawns_owl, towns_and_towers:has_structure/village_flower_forest_japanese, endermanoverhaul:flower_fields_spawns, naturalist:has_cardinal, minecraft:is_overworld, betterstrongholds:has_structure/better_stronghold, c:is_rare, farm_and_charm:spawns_wild_strawberries, c:floral, farmersdelight:wild_potatoes_whitelist, farmersdelight:wild_carrots_whitelist, vinery:spawns_grape, minecraft:stronghold_biased_to, endermanoverhaul:all_spawns, betterdungeons:has_structure/zombie_dungeon, explorify:has_structure/mausoleum, supplementaries:has_way_signs, explorify:has_structure/supply_cache/forest, bloomingnature:overworld, naturalist:has_bear, bettermineshafts:has_structure/mineshaft, bloomingnature:flower_forest, endermanoverhaul:cave_spawns, crittersandcompanions:silk_cocoon_spawns, betterdungeons:has_structure/small_dungeon, towns_and_towers:has_structure/pillager_outpost_flower_forest, supplementaries:has_wild_flax, minecraft:has_structure/trail_ruins, waystones:has_structure/waystone, friendsandfoes:has_structure/beekeeper_hut, minecraft:has_structure/ruined_portal_standard, bettermineshafts:has_structure/better_mineshaft_overgrown, minecraft:is_forest, wildernature:spawns_boar, naturalist:has_lizard, friendsandfoes:has_rascal, betterstrongholds:has_structure/stronghold, naturalist:has_snake, hybrid-birds:rooster_spawn_biomes, friendsandfoes:has_moobloom/any, minecraft:has_structure/pillager_outpost, naturalist:has_boar, ae2:has_meteorites, farm_and_charm:spawns_wild_potatoes, c:flower_forests, explorify:has_structure/ruins, letsdoaddon-structures:has_structure/vinery, bakery:spawns_strawberries, wildernature:spawns_deer, wildernature:spawns_turkey, c:forest"
