"Registry name","ID"
"brewery:brewstation_timer_loop",1560
"brewery:brewstation_whistle",1559
"brewery:cabinet_close",1568
"brewery:cabinet_open",1566
"brewery:drawer_close",1569
"brewery:drawer_open",1567
"camerapture:camera_shutter",1570
"candlelight:cabinet_close",1575
"candlelight:cabinet_open",1573
"candlelight:cooking_pot_hit",1571
"candlelight:dinner_bell_ring",1572
"candlelight:drawer_close",1576
"candlelight:drawer_open",1574
"candlelight:typewriter",1577
"combatroll:roll",1579
"combatroll:roll_cooldown_ready",1580
"creeperoverhaul:entity.ocean.creeper.death",1599
"creeperoverhaul:entity.ocean.creeper.deflate",1603
"creeperoverhaul:entity.ocean.creeper.hurt_deflated",1601
"creeperoverhaul:entity.ocean.creeper.hurt_inflated",1600
"creeperoverhaul:entity.ocean.creeper.inflate",1602
"creeperoverhaul:entity.plant.creeper.death",1581
"creeperoverhaul:entity.plant.creeper.explosion",1582
"creeperoverhaul:entity.plant.creeper.hit",1583
"creeperoverhaul:entity.plant.creeper.hurt",1584
"creeperoverhaul:entity.plant.creeper.prime",1585
"creeperoverhaul:entity.sand.creeper.death",1586
"creeperoverhaul:entity.sand.creeper.explosion",1587
"creeperoverhaul:entity.sand.creeper.hurt",1588
"creeperoverhaul:entity.sand.creeper.prime",1589
"creeperoverhaul:entity.stone.creeper.death",1590
"creeperoverhaul:entity.stone.creeper.explosion",1591
"creeperoverhaul:entity.stone.creeper.hurt",1592
"creeperoverhaul:entity.stone.creeper.prime",1593
"creeperoverhaul:entity.wood.creeper.death",1594
"creeperoverhaul:entity.wood.creeper.explosion",1595
"creeperoverhaul:entity.wood.creeper.hit",1596
"creeperoverhaul:entity.wood.creeper.hurt",1597
"creeperoverhaul:entity.wood.creeper.prime",1598
"crittersandcompanions:entity.bite_attack",1604
"crittersandcompanions:entity.bubble_pop",1605
"crittersandcompanions:entity.dragonfly.ambient",1606
"crittersandcompanions:entity.ferret.ambient",1607
"crittersandcompanions:entity.ferret.death",1608
"crittersandcompanions:entity.ferret.hurt",1609
"crittersandcompanions:entity.leaf_insect.death",1610
"crittersandcompanions:entity.leaf_insect.hurt",1611
"crittersandcompanions:entity.otter.ambient",1612
"crittersandcompanions:entity.otter.clam_break",1615
"crittersandcompanions:entity.otter.clam_break_land",1616
"crittersandcompanions:entity.otter.death",1613
"crittersandcompanions:entity.otter.eat",1614
"crittersandcompanions:entity.otter.hurt",1617
"crittersandcompanions:entity.otter.swim",1618
"crittersandcompanions:entity.red_panda.ambient",1619
"crittersandcompanions:entity.red_panda.death",1620
"crittersandcompanions:entity.red_panda.hurt",1621
"crittersandcompanions:entity.sea_bunny.death",1622
"crittersandcompanions:entity.sea_bunny.hurt",1623
"crittersandcompanions:entity.shima_enaga.ambient",1624
"dehydration:cauldron_bubble",1628
"dehydration:empty_flask",1627
"dehydration:fill_flask",1625
"dehydration:water_sip",1626
"doapi:beer_elemental_ambient",1645
"doapi:beer_elemental_attack",1648
"doapi:beer_elemental_death",1647
"doapi:beer_elemental_hurt",1646
"doapi:breath",1644
"doapi:brewstation_ambient",1649
"doapi:brewstation_kettle",1650
"doapi:brewstation_oven",1651
"doapi:brewstation_process_failed",1652
"doapi:brewstation_timer",1653
"doapi:brewstation_whistle",1654
"doapi:cabinet_close",1633
"doapi:cabinet_open",1632
"doapi:cake_cut",1634
"doapi:cart_moving",1641
"doapi:cooking_pot_boiling",1635
"doapi:cooking_pot_hit",1629
"doapi:crafting_bowl_stirring",1638
"doapi:dinner_bell",1642
"doapi:drawer_close",1631
"doapi:drawer_open",1630
"doapi:mincer_cranking",1639
"doapi:roaster_cooking",1636
"doapi:stove_crackling",1637
"doapi:typewriter",1643
"doapi:water_sprinkler",1640
"ecologics:camel_ambient",1667
"ecologics:camel_angry",1670
"ecologics:camel_chest",1673
"ecologics:camel_death",1668
"ecologics:camel_eat",1671
"ecologics:camel_hurt",1669
"ecologics:camel_step",1672
"ecologics:coconut_crab_ambient",1656
"ecologics:coconut_crab_death",1657
"ecologics:coconut_crab_hurt",1658
"ecologics:coconut_smash",1655
"ecologics:music_disc_coconut",1659
"ecologics:penguin_ambient",1661
"ecologics:penguin_death",1662
"ecologics:penguin_hurt",1663
"ecologics:squirrel_ambient",1664
"ecologics:squirrel_death",1665
"ecologics:squirrel_hurt",1666
"ecologics:thin_ice_crack",1660
"effective:ambience.waterfall",2515
"effective:entity.parry",2516
"endermanoverhaul:ancient_pearl_hit",1685
"endermanoverhaul:bubble_pearl_hit",1686
"endermanoverhaul:bubble_pearl_thrown",1687
"endermanoverhaul:cave_enderman_ambient",1675
"endermanoverhaul:cave_enderman_hurt",1676
"endermanoverhaul:corrupted_pearl_hit",1688
"endermanoverhaul:dark_oak_enderman_ambient",1682
"endermanoverhaul:dark_oak_enderman_darkness",1683
"endermanoverhaul:dark_oak_enderman_stare",1684
"endermanoverhaul:icy_pearl_hit",1691
"endermanoverhaul:plant_enderman_ambient",1677
"endermanoverhaul:plant_enderman_hurt",1678
"endermanoverhaul:soul_pearl_hit",1689
"endermanoverhaul:summoner_pearl_hit",1690
"endermanoverhaul:tall_enderman_ambient",1679
"endermanoverhaul:tall_enderman_death",1680
"endermanoverhaul:tall_enderman_stare",1681
"extshape:block.amethyst_fence_gate.close",1693
"extshape:block.amethyst_fence_gate.open",1692
"extshape:block.moss_button.click_off",1719
"extshape:block.moss_button.click_on",1718
"extshape:block.moss_fence_gate.close",1723
"extshape:block.moss_fence_gate.open",1722
"extshape:block.moss_pressure_plate.click_off",1721
"extshape:block.moss_pressure_plate.click_on",1720
"extshape:block.sculk_button.click_off",1713
"extshape:block.sculk_button.click_on",1712
"extshape:block.sculk_fence_gate.close",1717
"extshape:block.sculk_fence_gate.open",1716
"extshape:block.sculk_pressure_plate.click_off",1715
"extshape:block.sculk_pressure_plate.click_on",1714
"extshape:block.slime_button.click_off",1725
"extshape:block.slime_button.click_on",1724
"extshape:block.slime_fence_gate.close",1729
"extshape:block.slime_fence_gate.open",1728
"extshape:block.slime_pressure_plate.click_off",1727
"extshape:block.slime_pressure_plate.click_on",1726
"extshape:block.snow_button.click_off",1701
"extshape:block.snow_button.click_on",1700
"extshape:block.snow_fence_gate.close",1705
"extshape:block.snow_fence_gate.open",1704
"extshape:block.snow_pressure_plate.click_off",1703
"extshape:block.snow_pressure_plate.click_on",1702
"extshape:block.wart_button.click_off",1707
"extshape:block.wart_button.click_on",1706
"extshape:block.wart_fence_gate.close",1711
"extshape:block.wart_fence_gate.open",1710
"extshape:block.wart_pressure_plate.click_off",1709
"extshape:block.wart_pressure_plate.click_on",1708
"extshape:block.wool_button.click_off",1695
"extshape:block.wool_button.click_on",1694
"extshape:block.wool_fence_gate.close",1699
"extshape:block.wool_fence_gate.open",1698
"extshape:block.wool_pressure_plate.click_off",1697
"extshape:block.wool_pressure_plate.click_on",1696
"farm_and_charm:cart_moving",1736
"farm_and_charm:cooking_pot_boiling",1730
"farm_and_charm:crafting_bowl_stirring",1731
"farm_and_charm:mincer_cranking",1732
"farm_and_charm:roaster_cooking",1733
"farm_and_charm:stove_crackling",1734
"farm_and_charm:water_sprinkler",1735
"farmersdelight:block.cabinet.close",1742
"farmersdelight:block.cabinet.open",1741
"farmersdelight:block.cooking_pot.boil",1738
"farmersdelight:block.cooking_pot.boil_soup",1739
"farmersdelight:block.cutting_board.knife",1740
"farmersdelight:block.skillet.add_food",1578
"farmersdelight:block.skillet.sizzle",1743
"farmersdelight:block.stove.crackle",1737
"farmersdelight:block.tomato_bush.pick_tomatoes",1746
"farmersdelight:entity.rotten_tomato.hit",1748
"farmersdelight:entity.rotten_tomato.throw",1747
"farmersdelight:item.skillet.attack.strong",1744
"farmersdelight:item.skillet.attack.weak",1745
"fetzisasiandeco:gong_1",1750
"fetzisasiandeco:gong_2",1751
"fetzisasiandeco:slide",1749
"friendsandfoes:entity.copper_golem.death",1752
"friendsandfoes:entity.copper_golem.head_spin",1753
"friendsandfoes:entity.copper_golem.hurt",1754
"friendsandfoes:entity.copper_golem.repair",1755
"friendsandfoes:entity.copper_golem.step",1756
"friendsandfoes:entity.crab.death",1757
"friendsandfoes:entity.crab.hurt",1758
"friendsandfoes:entity.crab.step",1759
"friendsandfoes:entity.glare.ambient",1760
"friendsandfoes:entity.glare.death",1761
"friendsandfoes:entity.glare.eat",1762
"friendsandfoes:entity.glare.grumpiness",1763
"friendsandfoes:entity.glare.grumpiness_short",1764
"friendsandfoes:entity.glare.hurt",1765
"friendsandfoes:entity.glare.rustle",1766
"friendsandfoes:entity.glare.shake",1767
"friendsandfoes:entity.ice_chunk.ambient",1768
"friendsandfoes:entity.ice_chunk.hit",1769
"friendsandfoes:entity.ice_chunk.summon",1770
"friendsandfoes:entity.iceologer.ambient",1771
"friendsandfoes:entity.iceologer.cast_spell",1772
"friendsandfoes:entity.iceologer.death",1773
"friendsandfoes:entity.iceologer.hurt",1774
"friendsandfoes:entity.iceologer.prepare_slowness",1775
"friendsandfoes:entity.iceologer.prepare_summon",1776
"friendsandfoes:entity.mauler.bite",1777
"friendsandfoes:entity.mauler.death",1778
"friendsandfoes:entity.mauler.growl",1779
"friendsandfoes:entity.mauler.hurt",1780
"friendsandfoes:entity.moobloom.convert",1781
"friendsandfoes:entity.player.mirror_move",1782
"friendsandfoes:entity.rascal.ambient",1783
"friendsandfoes:entity.rascal.disappear",1784
"friendsandfoes:entity.rascal.hurt",1785
"friendsandfoes:entity.rascal.nod",1786
"friendsandfoes:entity.rascal.reappear",1787
"friendsandfoes:entity.rascal.reward",1788
"friendsandfoes:entity.rascal.reward_bad",1789
"friendsandfoes:entity.shield_debris.impact",1798
"friendsandfoes:entity.tuff_golem.glue_off",1791
"friendsandfoes:entity.tuff_golem.glue_on",1790
"friendsandfoes:entity.tuff_golem.hurt",1792
"friendsandfoes:entity.tuff_golem.move",1793
"friendsandfoes:entity.tuff_golem.repair",1794
"friendsandfoes:entity.tuff_golem.sleep",1795
"friendsandfoes:entity.tuff_golem.step",1796
"friendsandfoes:entity.tuff_golem.wake",1797
"friendsandfoes:entity.wildfire.ambient",1799
"friendsandfoes:entity.wildfire.death",1800
"friendsandfoes:entity.wildfire.hurt",1801
"friendsandfoes:entity.wildfire.shield_break",1802
"friendsandfoes:entity.wildfire.shockwave",1803
"friendsandfoes:entity.wildfire.shoot",1804
"friendsandfoes:entity.wildfire.step",1805
"friendsandfoes:entity.wildfire.summon_blaze",1806
"furniture:cabinet_close",1809
"furniture:cabinet_open",1808
"furniture:coffer_close",1811
"furniture:coffer_open",1810
"furniture:cphs_pride",1812
"furniture:grandfathers_clock_ticking",1807
"furniture:letsdo_theme",1813
"galosphere:block.allurite.break",1857
"galosphere:block.allurite.fall",1861
"galosphere:block.allurite.hit",1860
"galosphere:block.allurite.place",1859
"galosphere:block.allurite.step",1858
"galosphere:block.allurite_cluster.break",1862
"galosphere:block.allurite_cluster.fall",1866
"galosphere:block.allurite_cluster.hit",1865
"galosphere:block.allurite_cluster.place",1864
"galosphere:block.allurite_cluster.step",1863
"galosphere:block.bowl_lichen.break",1867
"galosphere:block.bowl_lichen.fall",1871
"galosphere:block.bowl_lichen.hit",1870
"galosphere:block.bowl_lichen.place",1869
"galosphere:block.bowl_lichen.step",1868
"galosphere:block.combustion_table.break",1872
"galosphere:block.combustion_table.fall",1876
"galosphere:block.combustion_table.hit",1875
"galosphere:block.combustion_table.place",1874
"galosphere:block.combustion_table.step",1873
"galosphere:block.cured_membrane.break",1942
"galosphere:block.cured_membrane.fall",1946
"galosphere:block.cured_membrane.hit",1945
"galosphere:block.cured_membrane.place",1944
"galosphere:block.cured_membrane.step",1943
"galosphere:block.gilded_beads.break",1937
"galosphere:block.gilded_beads.fall",1941
"galosphere:block.gilded_beads.hit",1940
"galosphere:block.gilded_beads.place",1939
"galosphere:block.gilded_beads.step",1938
"galosphere:block.glow_ink_clumps.break",1877
"galosphere:block.glow_ink_clumps.fall",1881
"galosphere:block.glow_ink_clumps.hit",1880
"galosphere:block.glow_ink_clumps.place",1879
"galosphere:block.glow_ink_clumps.step",1878
"galosphere:block.lichen_cordyceps.break",1882
"galosphere:block.lichen_cordyceps.fall",1886
"galosphere:block.lichen_cordyceps.hit",1885
"galosphere:block.lichen_cordyceps.place",1884
"galosphere:block.lichen_cordyceps.step",1883
"galosphere:block.lichen_moss.break",1887
"galosphere:block.lichen_moss.fall",1891
"galosphere:block.lichen_moss.hit",1890
"galosphere:block.lichen_moss.place",1889
"galosphere:block.lichen_moss.step",1888
"galosphere:block.lichen_roots.break",1892
"galosphere:block.lichen_roots.fall",1896
"galosphere:block.lichen_roots.hit",1895
"galosphere:block.lichen_roots.place",1894
"galosphere:block.lichen_roots.step",1893
"galosphere:block.lichen_shelf.break",1897
"galosphere:block.lichen_shelf.fall",1901
"galosphere:block.lichen_shelf.hit",1900
"galosphere:block.lichen_shelf.place",1899
"galosphere:block.lichen_shelf.step",1898
"galosphere:block.lumiere.break",1902
"galosphere:block.lumiere.compost",1817
"galosphere:block.lumiere.fall",1906
"galosphere:block.lumiere.hit",1905
"galosphere:block.lumiere.place",1904
"galosphere:block.lumiere.step",1903
"galosphere:block.lumiere_cluster.break",1907
"galosphere:block.lumiere_cluster.fall",1911
"galosphere:block.lumiere_cluster.hit",1910
"galosphere:block.lumiere_cluster.place",1909
"galosphere:block.lumiere_cluster.step",1908
"galosphere:block.monstrometer.activate",1820
"galosphere:block.monstrometer.charge",1819
"galosphere:block.monstrometer.deactivate",1821
"galosphere:block.palladium.break",1912
"galosphere:block.palladium.fall",1916
"galosphere:block.palladium.hit",1915
"galosphere:block.palladium.place",1914
"galosphere:block.palladium.step",1913
"galosphere:block.palladium_lattice.break",1917
"galosphere:block.palladium_lattice.fall",1921
"galosphere:block.palladium_lattice.hit",1920
"galosphere:block.palladium_lattice.place",1919
"galosphere:block.palladium_lattice.step",1918
"galosphere:block.pink_salt.break",1922
"galosphere:block.pink_salt.fall",1926
"galosphere:block.pink_salt.hit",1925
"galosphere:block.pink_salt.place",1924
"galosphere:block.pink_salt.step",1923
"galosphere:block.pink_salt_cluster.break",1927
"galosphere:block.pink_salt_cluster.fall",1931
"galosphere:block.pink_salt_cluster.hit",1930
"galosphere:block.pink_salt_cluster.place",1929
"galosphere:block.pink_salt_cluster.step",1928
"galosphere:block.pink_salt_lamp.break",1932
"galosphere:block.pink_salt_lamp.fall",1936
"galosphere:block.pink_salt_lamp.hit",1935
"galosphere:block.pink_salt_lamp.place",1934
"galosphere:block.pink_salt_lamp.step",1933
"galosphere:block.stranded_membrane.break",1947
"galosphere:block.stranded_membrane.fall",1951
"galosphere:block.stranded_membrane.hit",1950
"galosphere:block.stranded_membrane.place",1949
"galosphere:block.stranded_membrane.step",1948
"galosphere:entity.berserker.death",1831
"galosphere:entity.berserker.duo_smash",1834
"galosphere:entity.berserker.halite_curse",1841
"galosphere:entity.berserker.hurt",1832
"galosphere:entity.berserker.idle",1833
"galosphere:entity.berserker.punch",1837
"galosphere:entity.berserker.roar",1838
"galosphere:entity.berserker.shake",1839
"galosphere:entity.berserker.smash",1835
"galosphere:entity.berserker.step",1840
"galosphere:entity.berserker.summoning",1836
"galosphere:entity.glow_flare.spread",1818
"galosphere:entity.pink_salt_pillar.emerge",1847
"galosphere:entity.pink_salt_shard.land",1848
"galosphere:entity.preserved.death",1842
"galosphere:entity.preserved.emerge",1845
"galosphere:entity.preserved.hurt",1843
"galosphere:entity.preserved.idle",1844
"galosphere:entity.preserved.step",1846
"galosphere:entity.specterpillar.death",1849
"galosphere:entity.specterpillar.hurt",1850
"galosphere:entity.spectre.ambient",1822
"galosphere:entity.spectre.bottle.empty",1823
"galosphere:entity.spectre.bottle.fill",1824
"galosphere:entity.spectre.death",1825
"galosphere:entity.spectre.hurt",1826
"galosphere:entity.spectre.lock_to_spyglass",1827
"galosphere:entity.spectre.manipulate.begin",1829
"galosphere:entity.spectre.manipulate.end",1830
"galosphere:entity.spectre.receive_item",1828
"galosphere:item.rope_dart.break",1853
"galosphere:item.rope_dart.hit_block",1852
"galosphere:item.rope_dart.throw",1851
"galosphere:item.saltbound_tablet.cast_attack",1855
"galosphere:item.saltbound_tablet.cooldown_over",1856
"galosphere:item.saltbound_tablet.prepare_attack",1854
"galosphere:music.biome.crystal_canyons",1814
"galosphere:music.biome.lichen_caves",1815
"galosphere:music.biome.pink_salt_caves",1816
"guardvillagers:entity.guard.ambient",1952
"guardvillagers:entity.guard.death",1954
"guardvillagers:entity.guard.hurt",1953
"handcrafted:hammer_stone",1956
"handcrafted:hammer_wood",1955
"herbalbrews:tea_kettle_boiling",1957
"hybrid-birds:chick_ambient",1980
"hybrid-birds:chick_die",1982
"hybrid-birds:chick_hurt",1981
"hybrid-birds:cygnet_ambient",1973
"hybrid-birds:cygnet_die",1975
"hybrid-birds:cygnet_hurt",1974
"hybrid-birds:duck_ambient",1958
"hybrid-birds:duck_die",1960
"hybrid-birds:duck_hurt",1959
"hybrid-birds:duckling_ambient",1961
"hybrid-birds:duckling_die",1963
"hybrid-birds:duckling_hurt",1962
"hybrid-birds:goose_ambient",1964
"hybrid-birds:goose_die",1966
"hybrid-birds:goose_hurt",1965
"hybrid-birds:gosling_ambient",1967
"hybrid-birds:gosling_die",1969
"hybrid-birds:gosling_hurt",1968
"hybrid-birds:peachick_ambient",1992
"hybrid-birds:peachick_die",1994
"hybrid-birds:peachick_hurt",1993
"hybrid-birds:peacock_ambient",1989
"hybrid-birds:peacock_die",1991
"hybrid-birds:peacock_hurt",1990
"hybrid-birds:poult_ambient",1986
"hybrid-birds:poult_die",1988
"hybrid-birds:poult_hurt",1987
"hybrid-birds:rooster_ambient",1977
"hybrid-birds:rooster_call",1976
"hybrid-birds:rooster_die",1979
"hybrid-birds:rooster_hurt",1978
"hybrid-birds:swan_ambient",1970
"hybrid-birds:swan_die",1972
"hybrid-birds:swan_hurt",1971
"hybrid-birds:turkey_ambient",1983
"hybrid-birds:turkey_die",1985
"hybrid-birds:turkey_hurt",1984
"immersive_aircraft:cannon",2005
"immersive_aircraft:engine_start",1995
"immersive_aircraft:engine_start_bamboo_hopper",1996
"immersive_aircraft:engine_start_warship",1997
"immersive_aircraft:propeller",1999
"immersive_aircraft:propeller_bamboo_hopper",2000
"immersive_aircraft:propeller_small",2001
"immersive_aircraft:propeller_tiny",2002
"immersive_aircraft:repair",2004
"immersive_aircraft:warship",1998
"immersive_aircraft:woosh",2003
"immersive_melodies:bagpipe.c1",2089
"immersive_melodies:bagpipe.c2",2088
"immersive_melodies:bagpipe.c3",2091
"immersive_melodies:bagpipe.c4",2090
"immersive_melodies:bagpipe.c5",2079
"immersive_melodies:bagpipe.c6",2076
"immersive_melodies:bagpipe.c7",2085
"immersive_melodies:bagpipe.c8",2082
"immersive_melodies:didgeridoo.c1",2050
"immersive_melodies:didgeridoo.c2",2051
"immersive_melodies:didgeridoo.c3",2046
"immersive_melodies:didgeridoo.c4",2048
"immersive_melodies:didgeridoo.c5",2042
"immersive_melodies:didgeridoo.c6",2044
"immersive_melodies:didgeridoo.c7",2092
"immersive_melodies:didgeridoo.c8",2093
"immersive_melodies:ender_bass.c1",2054
"immersive_melodies:ender_bass.c2",2055
"immersive_melodies:ender_bass.c3",2052
"immersive_melodies:ender_bass.c4",2053
"immersive_melodies:ender_bass.c5",2047
"immersive_melodies:ender_bass.c6",2049
"immersive_melodies:ender_bass.c7",2043
"immersive_melodies:ender_bass.c8",2045
"immersive_melodies:flute.c1",2070
"immersive_melodies:flute.c2",2072
"immersive_melodies:flute.c3",2083
"immersive_melodies:flute.c4",2086
"immersive_melodies:flute.c5",2077
"immersive_melodies:flute.c6",2080
"immersive_melodies:flute.c7",2067
"immersive_melodies:flute.c8",2069
"immersive_melodies:handpan.c1",2057
"immersive_melodies:handpan.c2",2056
"immersive_melodies:handpan.c3",2059
"immersive_melodies:handpan.c4",2058
"immersive_melodies:handpan.c5",2023
"immersive_melodies:handpan.c6",2022
"immersive_melodies:handpan.c7",2026
"immersive_melodies:handpan.c8",2024
"immersive_melodies:lute.c1",2074
"immersive_melodies:lute.c2",2075
"immersive_melodies:lute.c3",2071
"immersive_melodies:lute.c4",2073
"immersive_melodies:lute.c5",2084
"immersive_melodies:lute.c6",2087
"immersive_melodies:lute.c7",2078
"immersive_melodies:lute.c8",2081
"immersive_melodies:piano.c1",2062
"immersive_melodies:piano.c2",2060
"immersive_melodies:piano.c3",2061
"immersive_melodies:piano.c4",2065
"immersive_melodies:piano.c5",2066
"immersive_melodies:piano.c6",2063
"immersive_melodies:piano.c7",2064
"immersive_melodies:piano.c8",2068
"immersive_melodies:tiny_drum.c1",2008
"immersive_melodies:tiny_drum.c2",2006
"immersive_melodies:tiny_drum.c3",2007
"immersive_melodies:tiny_drum.c4",2012
"immersive_melodies:tiny_drum.c5",2013
"immersive_melodies:tiny_drum.c6",2010
"immersive_melodies:tiny_drum.c7",2011
"immersive_melodies:tiny_drum.c8",2009
"immersive_melodies:triangle.c1",2015
"immersive_melodies:triangle.c2",2014
"immersive_melodies:triangle.c3",2019
"immersive_melodies:triangle.c4",2018
"immersive_melodies:triangle.c5",2017
"immersive_melodies:triangle.c6",2016
"immersive_melodies:triangle.c7",2021
"immersive_melodies:triangle.c8",2020
"immersive_melodies:trumpet.c1",2039
"immersive_melodies:trumpet.c2",2041
"immersive_melodies:trumpet.c3",2040
"immersive_melodies:trumpet.c4",2036
"immersive_melodies:trumpet.c5",2035
"immersive_melodies:trumpet.c6",2038
"immersive_melodies:trumpet.c7",2037
"immersive_melodies:trumpet.c8",2034
"immersive_melodies:vielle.c1",2025
"immersive_melodies:vielle.c2",2027
"immersive_melodies:vielle.c3",2028
"immersive_melodies:vielle.c4",2029
"immersive_melodies:vielle.c5",2030
"immersive_melodies:vielle.c6",2031
"immersive_melodies:vielle.c7",2032
"immersive_melodies:vielle.c8",2033
"leahs-immersive-thunder:thunder_close",2094
"leahs-immersive-thunder:thunder_far",2096
"leahs-immersive-thunder:thunder_medium",2095
"mcwdoors:garage",2097
"mcwdoors:shoji",2098
"mcwwindows:bars_close",2099
"mcwwindows:bars_open",2100
"mcwwindows:blinds_close",2101
"mcwwindows:blinds_open",2102
"mcwwindows:window_close",2103
"mcwwindows:window_open",2104
"meadow:buffalo_ambient",2108
"meadow:buffalo_death",2110
"meadow:buffalo_hurt",2109
"meadow:cabinet_close",2113
"meadow:cabinet_open",2112
"meadow:click_camera",2107
"meadow:cooking_pot_boiling",2111
"meadow:fur",2106
"meadow:woodcutter",2105
"minecraft:ambient.basalt_deltas.additions",8
"minecraft:ambient.basalt_deltas.loop",9
"minecraft:ambient.basalt_deltas.mood",10
"minecraft:ambient.cave",7
"minecraft:ambient.crimson_forest.additions",11
"minecraft:ambient.crimson_forest.loop",12
"minecraft:ambient.crimson_forest.mood",13
"minecraft:ambient.nether_wastes.additions",14
"minecraft:ambient.nether_wastes.loop",15
"minecraft:ambient.nether_wastes.mood",16
"minecraft:ambient.soul_sand_valley.additions",17
"minecraft:ambient.soul_sand_valley.loop",18
"minecraft:ambient.soul_sand_valley.mood",19
"minecraft:ambient.underwater.enter",23
"minecraft:ambient.underwater.exit",24
"minecraft:ambient.underwater.loop",25
"minecraft:ambient.underwater.loop.additions",26
"minecraft:ambient.underwater.loop.additions.rare",27
"minecraft:ambient.underwater.loop.additions.ultra_rare",28
"minecraft:ambient.warped_forest.additions",20
"minecraft:ambient.warped_forest.loop",21
"minecraft:ambient.warped_forest.mood",22
"minecraft:block.amethyst_block.break",29
"minecraft:block.amethyst_block.chime",30
"minecraft:block.amethyst_block.fall",31
"minecraft:block.amethyst_block.hit",32
"minecraft:block.amethyst_block.place",33
"minecraft:block.amethyst_block.resonate",34
"minecraft:block.amethyst_block.step",35
"minecraft:block.amethyst_cluster.break",36
"minecraft:block.amethyst_cluster.fall",37
"minecraft:block.amethyst_cluster.hit",38
"minecraft:block.amethyst_cluster.place",39
"minecraft:block.amethyst_cluster.step",40
"minecraft:block.ancient_debris.break",41
"minecraft:block.ancient_debris.fall",45
"minecraft:block.ancient_debris.hit",44
"minecraft:block.ancient_debris.place",43
"minecraft:block.ancient_debris.step",42
"minecraft:block.anvil.break",46
"minecraft:block.anvil.destroy",47
"minecraft:block.anvil.fall",48
"minecraft:block.anvil.hit",49
"minecraft:block.anvil.land",50
"minecraft:block.anvil.place",51
