"Mod name","Registry name","Item ID","Display name","Tags"
"Chipped","chipped:angry_blue_ice",5564,"Angry Blue Ice","chipped:blue_ice"
"Chipped","chipped:angry_borderless_bricks",11739,"Angry Borderless Bricks","chipped:borderless_bricks"
"Chipped","chipped:angry_bricks",11674,"Angry Bricks","chipped:bricks"
"Chipped","chipped:angry_calcite",9122,"Angry Calcite","chipped:calcite"
"Chipped","chipped:angry_clay",5894,"Angry Clay","chipped:clay"
"Chipped","chipped:angry_coal_block",5161,"Angry Coal Block","chipped:coal_block"
"Chipped","chipped:angry_cobblestone",9188,"Angry Cobblestone","chipped:cobblestone"
"Chipped","chipped:angry_crying_obsidian",5227,"Angry Crying Obsidian","chipped:crying_obsidian"
"Chipped","chipped:angry_dark_prismarine",9253,"Angry Dark Prismarine","chipped:dark_prismarine"
"Chipped","chipped:angry_deepslate",9318,"Angry Deepslate","chipped:deepslate"
"Chipped","chipped:angry_diorite",9378,"Angry Diorite","chipped:diorite"
"Chipped","chipped:angry_dirt",5630,"Angry Dirt","minecraft:dirt, chipped:dirt"
"Chipped","chipped:angry_dripstone_block",9444,"Angry Dripstone Block","chipped:dripstone_block"
"Chipped","chipped:angry_end_stone",9510,"Angry End Stone","chipped:end_stone"
"Chipped","chipped:angry_gilded_blackstone",9576,"Angry Gilded Blackstone","chipped:gilded_blackstone"
"Chipped","chipped:angry_granite",9645,"Angry Granite","chipped:granite"
"Chipped","chipped:angry_ice",5696,"Angry Ice","chipped:ice"
"Chipped","chipped:angry_lapis_block",5367,"Angry Lapis Block","chipped:lapis_block"
"Chipped","chipped:angry_lodestone",5293,"Angry Lodestone","chipped:lodestone"
"Chipped","chipped:angry_magma_block",9711,"Angry Magma Block","chipped:magma_block"
"Chipped","chipped:angry_mossy_cobblestone",9777,"Angry Mossy Cobblestone","chipped:mossy_cobblestone"
"Chipped","chipped:angry_mossy_stone_bricks",9842,"Angry Mossy Stone Bricks","chipped:mossy_stone_bricks"
"Chipped","chipped:angry_mud",5959,"Angry Mud","chipped:mud"
"Chipped","chipped:angry_mud_bricks",11804,"Angry Mud Bricks","chipped:mud_bricks"
"Chipped","chipped:angry_nether_bricks",9908,"Angry Nether Bricks","chipped:nether_bricks"
"Chipped","chipped:angry_netherrack",9974,"Angry Netherrack","chipped:netherrack"
"Chipped","chipped:angry_obsidian",10040,"Angry Obsidian","chipped:obsidian"
"Chipped","chipped:angry_packed_ice",5762,"Angry Packed Ice","chipped:packed_ice"
"Chipped","chipped:angry_packed_mud",6037,"Angry Packed Mud","chipped:packed_mud"
"Chipped","chipped:angry_prismarine",10106,"Angry Prismarine","chipped:prismarine"
"Chipped","chipped:angry_purpur_block",10172,"Angry Purpur Block","chipped:purpur_block"
"Chipped","chipped:angry_quartz_block",10236,"Angry Quartz Block","chipped:quartz_block"
"Chipped","chipped:angry_raw_copper_block",10299,"Angry Raw Copper Block","chipped:raw_copper_block"
"Chipped","chipped:angry_raw_gold_block",10365,"Angry Raw Gold Block","chipped:raw_gold_block"
"Chipped","chipped:angry_raw_iron_block",10431,"Angry Raw Iron Block","chipped:raw_iron_block"
"Chipped","chipped:angry_red_nether_bricks",10497,"Angry Red Nether Bricks","chipped:red_nether_bricks"
"Chipped","chipped:angry_red_sandstone",10563,"Angry Red Sandstone","chipped:red_sandstone"
"Chipped","chipped:angry_redstone_block",11951,"Angry Redstone Block","chipped:redstone_block"
"Chipped","chipped:angry_sandstone",10629,"Angry Sandstone","chipped:sandstone"
"Chipped","chipped:angry_smooth_stone",10757,"Angry Smooth Stone","chipped:smooth_stone"
"Chipped","chipped:angry_snow_block",5828,"Angry Snow Block","chipped:snow_block"
"Chipped","chipped:angry_stone",10694,"Angry Stone","chipped:stone"
"Chipped","chipped:angry_tuff",10823,"Angry Tuff","chipped:tuff"
"Chipped","chipped:anguished_carved_pumpkin",6484,"Anguished Carved Pumpkin","chipped:carved_pumpkin"
"Chipped","chipped:anguished_jack_o_lantern",6506,"Anguished Jack O Lantern","chipped:jack_o_lantern"
"Chipped","chipped:antique_hay_block",6307,"Antique Hay Block","chipped:hay_block"
"Chipped","chipped:apple_acacia_leaves",6110,"Apple Acacia Leaves","minecraft:completes_find_tree_tutorial, minecraft:leaves, chipped:acacia_leaves"
"Chipped","chipped:apple_birch_leaves",6121,"Apple Birch Leaves","minecraft:completes_find_tree_tutorial, minecraft:leaves, chipped:birch_leaves"
"Chipped","chipped:apple_dark_oak_leaves",6132,"Apple Dark Oak Leaves","minecraft:completes_find_tree_tutorial, minecraft:leaves, chipped:dark_oak_leaves"
"Chipped","chipped:apple_jungle_leaves",6143,"Apple Jungle Leaves","chipped:jungle_leaves, minecraft:completes_find_tree_tutorial, minecraft:leaves"
"Chipped","chipped:apple_oak_leaves",6161,"Apple Oak Leaves","minecraft:completes_find_tree_tutorial, minecraft:leaves, chipped:oak_leaves"
"Chipped","chipped:apple_spruce_leaves",6172,"Apple Spruce Leaves","minecraft:completes_find_tree_tutorial, minecraft:leaves, chipped:spruce_leaves"
"Chipped","chipped:arched_black_stained_glass_pane_pillar",7882,"Arched Black Stained Glass Pane Pillar","chipped:black_stained_glass_pane"
"Chipped","chipped:arched_black_stained_glass_pillar",7871,"Arched Black Stained Glass Pillar","chipped:black_stained_glass"
"Chipped","chipped:arched_blue_stained_glass_pane_pillar",7904,"Arched Blue Stained Glass Pane Pillar","chipped:blue_stained_glass_pane"
"Chipped","chipped:arched_blue_stained_glass_pillar",7893,"Arched Blue Stained Glass Pillar","chipped:blue_stained_glass"
"Chipped","chipped:arched_brown_stained_glass_pane_pillar",7926,"Arched Brown Stained Glass Pane Pillar","chipped:brown_stained_glass_pane"
"Chipped","chipped:arched_brown_stained_glass_pillar",7915,"Arched Brown Stained Glass Pillar","chipped:brown_stained_glass"
"Chipped","chipped:arched_cyan_stained_glass_pane_pillar",7948,"Arched Cyan Stained Glass Pane Pillar","chipped:cyan_stained_glass_pane"
"Chipped","chipped:arched_cyan_stained_glass_pillar",7937,"Arched Cyan Stained Glass Pillar","chipped:cyan_stained_glass"
"Chipped","chipped:arched_gray_stained_glass_pane_pillar",7970,"Arched Gray Stained Glass Pane Pillar","chipped:gray_stained_glass_pane"
"Chipped","chipped:arched_gray_stained_glass_pillar",7959,"Arched Gray Stained Glass Pillar","chipped:gray_stained_glass"
"Chipped","chipped:arched_green_stained_glass_pane_pillar",7992,"Arched Green Stained Glass Pane Pillar","chipped:green_stained_glass_pane"
"Chipped","chipped:arched_green_stained_glass_pillar",7981,"Arched Green Stained Glass Pillar","chipped:green_stained_glass"
"Chipped","chipped:arched_leaded_glass_pane_pillar",7852,"Arched Leaded Glass Pane Pillar","chipped:glass_pane"
"Chipped","chipped:arched_leaded_glass_pillar",7831,"Arched Leaded Glass Pillar","chipped:glass"
"Chipped","chipped:arched_light_blue_stained_glass_pane_pillar",8014,"Arched Light Blue Stained Glass Pane Pillar","chipped:light_blue_stained_glass_pane"
"Chipped","chipped:arched_light_blue_stained_glass_pillar",8003,"Arched Light Blue Stained Glass Pillar","chipped:light_blue_stained_glass"
"Chipped","chipped:arched_light_gray_stained_glass_pane_pillar",8036,"Arched Light Gray Stained Glass Pane Pillar","chipped:light_gray_stained_glass_pane"
"Chipped","chipped:arched_light_gray_stained_glass_pillar",8025,"Arched Light Gray Stained Glass Pillar","chipped:light_gray_stained_glass"
"Chipped","chipped:arched_lime_stained_glass_pane_pillar",8058,"Arched Lime Stained Glass Pane Pillar","chipped:lime_stained_glass_pane"
"Chipped","chipped:arched_lime_stained_glass_pillar",8047,"Arched Lime Stained Glass Pillar","chipped:lime_stained_glass"
"Chipped","chipped:arched_magenta_stained_glass_pane_pillar",8080,"Arched Magenta Stained Glass Pane Pillar","chipped:magenta_stained_glass_pane"
"Chipped","chipped:arched_magenta_stained_glass_pillar",8069,"Arched Magenta Stained Glass Pillar","chipped:magenta_stained_glass"
"Chipped","chipped:arched_orange_stained_glass_pane_pillar",8102,"Arched Orange Stained Glass Pane Pillar","chipped:orange_stained_glass_pane"
"Chipped","chipped:arched_orange_stained_glass_pillar",8091,"Arched Orange Stained Glass Pillar","chipped:orange_stained_glass"
"Chipped","chipped:arched_pink_stained_glass_pane_pillar",8124,"Arched Pink Stained Glass Pane Pillar","chipped:pink_stained_glass_pane"
"Chipped","chipped:arched_pink_stained_glass_pillar",8113,"Arched Pink Stained Glass Pillar","chipped:pink_stained_glass"
"Chipped","chipped:arched_purple_stained_glass_pane_pillar",8146,"Arched Purple Stained Glass Pane Pillar","chipped:purple_stained_glass_pane"
"Chipped","chipped:arched_purple_stained_glass_pillar",8135,"Arched Purple Stained Glass Pillar","chipped:purple_stained_glass"
"Chipped","chipped:arched_red_stained_glass_pane_pillar",8168,"Arched Red Stained Glass Pane Pillar","chipped:red_stained_glass_pane"
"Chipped","chipped:arched_red_stained_glass_pillar",8157,"Arched Red Stained Glass Pillar","chipped:red_stained_glass"
"Chipped","chipped:arched_white_stained_glass_pane_pillar",8190,"Arched White Stained Glass Pane Pillar","chipped:white_stained_glass_pane"
"Chipped","chipped:arched_white_stained_glass_pillar",8179,"Arched White Stained Glass Pillar","chipped:white_stained_glass"
"Chipped","chipped:arched_yellow_stained_glass_pane_pillar",8212,"Arched Yellow Stained Glass Pane Pillar","chipped:yellow_stained_glass_pane"
"Chipped","chipped:arched_yellow_stained_glass_pillar",8201,"Arched Yellow Stained Glass Pillar","chipped:yellow_stained_glass"
"Chipped","chipped:arrow_mud",5960,"Arrow Mud","chipped:mud"
"Chipped","chipped:arrow_mud_bricks",11805,"Arrow Mud Bricks","chipped:mud_bricks"
"Chipped","chipped:arrow_packed_mud",6038,"Arrow Packed Mud","chipped:packed_mud"
"Chipped","chipped:ash_sand",6352,"Ash Sand","chipped:sand, minecraft:sand, supplementaries:hourglass_sands"
"Chipped","chipped:autumnkin",6468,"Autumnkin","chipped:pumpkin"
"Chipped","chipped:bad_time_carved_pumpkin",6485,"Bad Time Carved Pumpkin","chipped:carved_pumpkin"
"Chipped","chipped:bad_time_jack_o_lantern",6507,"Bad Time Jack O Lantern","chipped:jack_o_lantern"
"Chipped","chipped:bamboo_barrel",7117,"Bamboo Barrel","chipped:barrel"
"Chipped","chipped:bamboo_dried_kelp_block",6400,"Bamboo Dried Kelp Block","chipped:dried_kelp_block"
"Chipped","chipped:bamboo_planks_fine_mosaic",6965,"Bamboo Planks Fine Mosaic","minecraft:planks, chipped:bamboo_planks"
"Chipped","chipped:bamboo_planks_panel",6995,"Bamboo Planks Panel","minecraft:planks, chipped:bamboo_planks"
"Chipped","chipped:bamboo_planks_shavings",6966,"Bamboo Planks Shavings","minecraft:planks, chipped:bamboo_planks"
"Chipped","chipped:barbed_iron_bars",11891,"Barbed Iron Bars","chipped:iron_bars"
"Chipped","chipped:barky_black_carpet",8538,"Barky Black Carpet","minecraft:wool_carpets, chipped:black_carpet, minecraft:dampens_vibrations"
"Chipped","chipped:barky_black_wool",8218,"Barky Black Wool","minecraft:wool, minecraft:dampens_vibrations, chipped:black_wool"
"Chipped","chipped:barky_blue_carpet",8558,"Barky Blue Carpet","chipped:blue_carpet, minecraft:wool_carpets, minecraft:dampens_vibrations"
"Chipped","chipped:barky_blue_wool",8238,"Barky Blue Wool","chipped:blue_wool, minecraft:wool, minecraft:dampens_vibrations"
"Chipped","chipped:barky_brown_carpet",8578,"Barky Brown Carpet","chipped:brown_carpet, minecraft:wool_carpets, minecraft:dampens_vibrations"
"Chipped","chipped:barky_brown_wool",8258,"Barky Brown Wool","minecraft:wool, chipped:brown_wool, minecraft:dampens_vibrations"
"Chipped","chipped:barky_cyan_carpet",8598,"Barky Cyan Carpet","chipped:cyan_carpet, minecraft:wool_carpets, minecraft:dampens_vibrations"
"Chipped","chipped:barky_cyan_wool",8278,"Barky Cyan Wool","chipped:cyan_wool, minecraft:wool, minecraft:dampens_vibrations"
"Chipped","chipped:barky_gray_carpet",8618,"Barky Gray Carpet","chipped:gray_carpet, minecraft:wool_carpets, minecraft:dampens_vibrations"
"Chipped","chipped:barky_gray_wool",8298,"Barky Gray Wool","minecraft:wool, chipped:gray_wool, minecraft:dampens_vibrations"
"Chipped","chipped:barky_green_carpet",8638,"Barky Green Carpet","minecraft:wool_carpets, chipped:green_carpet, minecraft:dampens_vibrations"
"Chipped","chipped:barky_green_wool",8318,"Barky Green Wool","chipped:green_wool, minecraft:wool, minecraft:dampens_vibrations"
"Chipped","chipped:barky_light_blue_carpet",8658,"Barky Light Blue Carpet","chipped:light_blue_carpet, minecraft:wool_carpets, minecraft:dampens_vibrations"
"Chipped","chipped:barky_light_blue_wool",8338,"Barky Light Blue Wool","minecraft:wool, chipped:light_blue_wool, minecraft:dampens_vibrations"
"Chipped","chipped:barky_light_gray_carpet",8678,"Barky Light Gray Carpet","minecraft:wool_carpets, chipped:light_gray_carpet, minecraft:dampens_vibrations"
"Chipped","chipped:barky_light_gray_wool",8358,"Barky Light Gray Wool","minecraft:wool, minecraft:dampens_vibrations, chipped:light_gray_wool"
"Chipped","chipped:barky_lime_carpet",8698,"Barky Lime Carpet","minecraft:wool_carpets, chipped:lime_carpet, minecraft:dampens_vibrations"
"Chipped","chipped:barky_lime_wool",8378,"Barky Lime Wool","minecraft:wool, minecraft:dampens_vibrations, chipped:lime_wool"
"Chipped","chipped:barky_magenta_carpet",8718,"Barky Magenta Carpet","minecraft:wool_carpets, minecraft:dampens_vibrations, chipped:magenta_carpet"
"Chipped","chipped:barky_magenta_wool",8398,"Barky Magenta Wool","minecraft:wool, chipped:magenta_wool, minecraft:dampens_vibrations"
"Chipped","chipped:barky_orange_carpet",8738,"Barky Orange Carpet","minecraft:wool_carpets, chipped:orange_carpet, minecraft:dampens_vibrations"
"Chipped","chipped:barky_orange_wool",8418,"Barky Orange Wool","minecraft:wool, chipped:orange_wool, minecraft:dampens_vibrations"
"Chipped","chipped:barky_pink_carpet",8758,"Barky Pink Carpet","minecraft:wool_carpets, chipped:pink_carpet, minecraft:dampens_vibrations"
"Chipped","chipped:barky_pink_wool",8438,"Barky Pink Wool","minecraft:wool, chipped:pink_wool, minecraft:dampens_vibrations"
"Chipped","chipped:barky_purple_carpet",8778,"Barky Purple Carpet","chipped:purple_carpet, minecraft:wool_carpets, minecraft:dampens_vibrations"
"Chipped","chipped:barky_purple_wool",8458,"Barky Purple Wool","minecraft:wool, chipped:purple_wool, minecraft:dampens_vibrations"
"Chipped","chipped:barky_red_carpet",8798,"Barky Red Carpet","minecraft:wool_carpets, minecraft:dampens_vibrations, chipped:red_carpet"
"Chipped","chipped:barky_red_wool",8478,"Barky Red Wool","minecraft:wool, minecraft:dampens_vibrations, chipped:red_wool"
"Chipped","chipped:barky_white_carpet",8818,"Barky White Carpet","chipped:white_carpet, minecraft:wool_carpets, minecraft:dampens_vibrations"
"Chipped","chipped:barky_white_wool",8498,"Barky White Wool","chipped:white_wool, minecraft:wool, minecraft:dampens_vibrations"
"Chipped","chipped:barky_yellow_carpet",8838,"Barky Yellow Carpet","minecraft:wool_carpets, chipped:yellow_carpet, minecraft:dampens_vibrations"
"Chipped","chipped:barky_yellow_wool",8518,"Barky Yellow Wool","minecraft:wool, chipped:yellow_wool, minecraft:dampens_vibrations"
"Chipped","chipped:barred_acacia_trapdoor",7573,"Barred Acacia Trapdoor","chipped:acacia_trapdoor, minecraft:trapdoors"
"Chipped","chipped:barred_bamboo_door",7554,"Barred Bamboo Door","minecraft:doors, minecraft:wooden_doors, chipped:bamboo_door"
"Chipped","chipped:barred_bamboo_trapdoor",7793,"Barred Bamboo Trapdoor","chipped:bamboo_trapdoor, minecraft:trapdoors"
"Chipped","chipped:barred_birch_door",7385,"Barred Birch Door","minecraft:doors, minecraft:wooden_doors, chipped:birch_door"
"Chipped","chipped:barred_birch_trapdoor",7596,"Barred Birch Trapdoor","chipped:birch_trapdoor, minecraft:trapdoors"
"Chipped","chipped:barred_cherry_door",7535,"Barred Cherry Door","chipped:cherry_door, minecraft:doors, minecraft:wooden_doors"
"Chipped","chipped:barred_cherry_trapdoor",7771,"Barred Cherry Trapdoor","chipped:cherry_trapdoor, minecraft:trapdoors"
"Chipped","chipped:barred_crimson_door",7498,"Barred Crimson Door","minecraft:doors, minecraft:wooden_doors, chipped:crimson_door"
"Chipped","chipped:barred_crimson_trapdoor",7729,"Barred Crimson Trapdoor","chipped:crimson_trapdoor, minecraft:trapdoors"
"Chipped","chipped:barred_dark_oak_door",7404,"Barred Dark Oak Door","minecraft:doors, minecraft:wooden_doors, chipped:dark_oak_door"
"Chipped","chipped:barred_dark_oak_trapdoor",7619,"Barred Dark Oak Trapdoor","chipped:dark_oak_trapdoor, minecraft:trapdoors"
"Chipped","chipped:barred_jungle_door",7423,"Barred Jungle Door","chipped:jungle_door, minecraft:doors, minecraft:wooden_doors"
"Chipped","chipped:barred_jungle_trapdoor",7642,"Barred Jungle Trapdoor","chipped:jungle_trapdoor, minecraft:trapdoors"
"Chipped","chipped:barred_mangrove_door",7442,"Barred Mangrove Door","minecraft:doors, minecraft:wooden_doors, chipped:mangrove_door"
"Chipped","chipped:barred_mangrove_trapdoor",7664,"Barred Mangrove Trapdoor","chipped:mangrove_trapdoor, minecraft:trapdoors"
"Chipped","chipped:barred_oak_door",7459,"Barred Oak Door","chipped:oak_door, minecraft:doors, minecraft:wooden_doors"
"Chipped","chipped:barred_oak_trapdoor",7685,"Barred Oak Trapdoor","chipped:oak_trapdoor, minecraft:trapdoors"
"Chipped","chipped:barred_ochre_froglight",6185,"Barred Ochre Froglight","chipped:ochre_froglight"
"Chipped","chipped:barred_pearlescent_froglight",6193,"Barred Pearlescent Froglight","chipped:pearlescent_froglight"
"Chipped","chipped:barred_spruce_door",7479,"Barred Spruce Door","minecraft:doors, minecraft:wooden_doors, chipped:spruce_door"
"Chipped","chipped:barred_spruce_trapdoor",7707,"Barred Spruce Trapdoor","chipped:spruce_trapdoor, minecraft:trapdoors"
"Chipped","chipped:barred_verdant_froglight",6201,"Barred Verdant Froglight","chipped:verdant_froglight"
"Chipped","chipped:barred_warped_door",7517,"Barred Warped Door","minecraft:doors, chipped:warped_door, minecraft:wooden_doors"
"Chipped","chipped:barred_warped_trapdoor",7751,"Barred Warped Trapdoor","minecraft:trapdoors, chipped:warped_trapdoor"
"Chipped","chipped:basalt_bricks",8990,"Basalt Bricks","chipped:basalt"
"Chipped","chipped:basalt_mini_tiles",8991,"Basalt Mini Tiles","chipped:basalt"
"Chipped","chipped:basalt_pillar",8992,"Basalt Pillar","chipped:basalt"
"Chipped","chipped:basalt_pillar_top",8993,"Basalt Pillar Top","chipped:basalt"
"Chipped","chipped:basalt_pointed_dripstone",11885,"Basalt Pointed Dripstone","chipped:pointed_dripstone"
"Chipped","chipped:basalt_scales",8994,"Basalt Scales","chipped:basalt"
"Chipped","chipped:basket_woven_acacia_planks",6582,"Basket Woven Acacia Planks","chipped:acacia_planks, minecraft:planks"
"Chipped","chipped:basket_woven_bamboo_planks",6967,"Basket Woven Bamboo Planks","minecraft:planks, chipped:bamboo_planks"
"Chipped","chipped:basket_woven_birch_planks",6620,"Basket Woven Birch Planks","minecraft:planks, chipped:birch_planks"
"Chipped","chipped:basket_woven_cherry_planks",6929,"Basket Woven Cherry Planks","minecraft:planks, chipped:cherry_planks"
"Chipped","chipped:basket_woven_crimson_planks",6853,"Basket Woven Crimson Planks","chipped:crimson_planks, minecraft:non_flammable_wood, minecraft:planks"
"Chipped","chipped:basket_woven_dark_oak_planks",6658,"Basket Woven Dark Oak Planks","minecraft:planks, chipped:dark_oak_planks"
"Chipped","chipped:basket_woven_jungle_planks",6696,"Basket Woven Jungle Planks","minecraft:planks, chipped:jungle_planks"
"Chipped","chipped:basket_woven_mangrove_planks",6734,"Basket Woven Mangrove Planks","minecraft:planks, chipped:mangrove_planks"
"Chipped","chipped:basket_woven_oak_planks",6777,"Basket Woven Oak Planks","minecraft:planks, chipped:oak_planks"
"Chipped","chipped:basket_woven_spruce_planks",6815,"Basket Woven Spruce Planks","minecraft:planks, chipped:spruce_planks"
"Chipped","chipped:basket_woven_warped_planks",6891,"Basket Woven Warped Planks","chipped:warped_planks, minecraft:non_flammable_wood, minecraft:planks"
"Chipped","chipped:beach_acacia_door",7366,"Beach Acacia Door","minecraft:doors, minecraft:wooden_doors, chipped:acacia_door"
"Chipped","chipped:beach_bamboo_door",7555,"Beach Bamboo Door","minecraft:doors, minecraft:wooden_doors, chipped:bamboo_door"
"Chipped","chipped:beach_birch_door",7386,"Beach Birch Door","minecraft:doors, minecraft:wooden_doors, chipped:birch_door"
"Chipped","chipped:beach_cherry_door",7536,"Beach Cherry Door","chipped:cherry_door, minecraft:doors, minecraft:wooden_doors"
"Chipped","chipped:beach_crimson_door",7499,"Beach Crimson Door","minecraft:doors, minecraft:wooden_doors, chipped:crimson_door"
"Chipped","chipped:beach_dark_oak_door",7405,"Beach Dark Oak Door","minecraft:doors, minecraft:wooden_doors, chipped:dark_oak_door"
"Chipped","chipped:beach_mangrove_door",7443,"Beach Mangrove Door","minecraft:doors, minecraft:wooden_doors, chipped:mangrove_door"
"Chipped","chipped:beach_oak_door",7460,"Beach Oak Door","chipped:oak_door, minecraft:doors, minecraft:wooden_doors"
"Chipped","chipped:beach_spruce_door",7480,"Beach Spruce Door","minecraft:doors, minecraft:wooden_doors, chipped:spruce_door"
"Chipped","chipped:beach_warped_door",7518,"Beach Warped Door","minecraft:doors, chipped:warped_door, minecraft:wooden_doors"
"Chipped","chipped:big_flower_lily_pad",6412,"Big Flower Lily Pad","chipped:lily_pad"
"Chipped","chipped:big_lantern",12037,"Big Lantern","chipped:special_lantern, chipped:lantern"
