"Mod name","Registry name","Item ID","Display name","Tags"
"Chipped","chipped:amethyst_block_pillar_top","chipped:amethyst_block_pillar_top","Amethyst Block Pillar Top","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:amethyst_block"
"Chipped","chipped:amethyst_block_scales","chipped:amethyst_block_scales","Amethyst Block Scales","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:amethyst_block"
"Chipped","chipped:ancient_cubed_oak_bookshelf","chipped:ancient_cubed_oak_bookshelf","Ancient Cubed Oak Bookshelf","chipped:bookshelf, artifacts:mineable/digging_claws, minecraft:mineable/axe, minecraft:enchantment_power_provider"
"Chipped","chipped:ancient_debris_bricks","chipped:ancient_debris_bricks","Ancient Debris Bricks","chipped:ancient_debris, via_romana:path_block, minecraft:mineable/pickaxe, c:mineable/hammer, artifacts:mineable/digging_claws"
"Chipped","chipped:ancient_debris_mini_tiles","chipped:ancient_debris_mini_tiles","Ancient Debris Mini Tiles","chipped:ancient_debris, via_romana:path_block, minecraft:mineable/pickaxe, c:mineable/hammer, artifacts:mineable/digging_claws"
"Chipped","chipped:ancient_debris_pillar","chipped:ancient_debris_pillar","Ancient Debris Pillar","c:mineable/hammer, minecraft:mineable/pickaxe, chipped:ancient_debris, artifacts:mineable/digging_claws"
"Chipped","chipped:ancient_debris_pillar_top","chipped:ancient_debris_pillar_top","Ancient Debris Pillar Top","c:mineable/hammer, minecraft:mineable/pickaxe, chipped:ancient_debris, artifacts:mineable/digging_claws"
"Chipped","chipped:ancient_debris_scales","chipped:ancient_debris_scales","Ancient Debris Scales","c:mineable/hammer, minecraft:mineable/pickaxe, chipped:ancient_debris, artifacts:mineable/digging_claws"
"Chipped","chipped:ancient_diamond_block","chipped:ancient_diamond_block","Ancient Diamond Block","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:diamond_block"
"Chipped","chipped:ancient_emerald_block","chipped:ancient_emerald_block","Ancient Emerald Block","c:mineable/hammer, minecraft:mineable/pickaxe, chipped:emerald_block, artifacts:mineable/digging_claws"
"Chipped","chipped:ancient_gold_block","chipped:ancient_gold_block","Ancient Gold Block","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:gold_block"
"Chipped","chipped:ancient_iron_block","chipped:ancient_iron_block","Ancient Iron Block","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:iron_block"
"Chipped","chipped:ancient_oak_bookshelf","chipped:ancient_oak_bookshelf","Ancient Oak Bookshelf","chipped:bookshelf, artifacts:mineable/digging_claws, minecraft:mineable/axe, minecraft:enchantment_power_provider"
"Chipped","chipped:ancient_oak_large_bookshelf","chipped:ancient_oak_large_bookshelf","Ancient Oak Large Bookshelf","chipped:bookshelf, artifacts:mineable/digging_claws, minecraft:mineable/axe, minecraft:enchantment_power_provider"
"Chipped","chipped:ancient_ochre_froglight","chipped:ancient_ochre_froglight","Ancient Ochre Froglight","chipped:ochre_froglight"
"Chipped","chipped:ancient_pearlescent_froglight","chipped:ancient_pearlescent_froglight","Ancient Pearlescent Froglight","chipped:pearlescent_froglight"
"Chipped","chipped:ancient_verdant_froglight","chipped:ancient_verdant_froglight","Ancient Verdant Froglight","chipped:verdant_froglight"
"Chipped","chipped:ancient_vertical_oak_bookshelf","chipped:ancient_vertical_oak_bookshelf","Ancient Vertical Oak Bookshelf","chipped:bookshelf, artifacts:mineable/digging_claws, minecraft:mineable/axe, minecraft:enchantment_power_provider"
"Chipped","chipped:ancient_waxed_copper_block","chipped:ancient_waxed_copper_block","Ancient Waxed Copper Block","c:mineable/hammer, chipped:waxed_copper_block, artifacts:mineable/digging_claws, minecraft:mineable/pickaxe"
"Chipped","chipped:ancient_waxed_exposed_copper","chipped:ancient_waxed_exposed_copper","Ancient Waxed Exposed Copper","c:mineable/hammer, chipped:waxed_exposed_copper_block, artifacts:mineable/digging_claws, minecraft:mineable/pickaxe"
"Chipped","chipped:ancient_waxed_oxidized_copper","chipped:ancient_waxed_oxidized_copper","Ancient Waxed Oxidized Copper","c:mineable/hammer, minecraft:mineable/pickaxe, chipped:waxed_oxidized_copper, artifacts:mineable/digging_claws"
"Chipped","chipped:ancient_waxed_weathered_copper","chipped:ancient_waxed_weathered_copper","Ancient Waxed Weathered Copper","chipped:waxed_weathered_copper, c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws"
"Chipped","chipped:andesite_bricks","chipped:andesite_bricks","Andesite Bricks","via_romana:path_block, chipped:andesite, minecraft:mineable/pickaxe, c:mineable/hammer, artifacts:mineable/digging_claws"
"Chipped","chipped:andesite_gravel","chipped:andesite_gravel","Andesite Gravel","artifacts:mineable/digging_claws, chipped:gravel, minecraft:mineable/shovel"
"Chipped","chipped:andesite_mini_tiles","chipped:andesite_mini_tiles","Andesite Mini Tiles","via_romana:path_block, chipped:andesite, minecraft:mineable/pickaxe, c:mineable/hammer, artifacts:mineable/digging_claws"
"Chipped","chipped:andesite_pillar","chipped:andesite_pillar","Andesite Pillar","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:andesite"
"Chipped","chipped:andesite_pillar_top","chipped:andesite_pillar_top","Andesite Pillar Top","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:andesite"
"Chipped","chipped:andesite_pointed_dripstone","chipped:andesite_pointed_dripstone","Andesite Pointed Dripstone","c:mineable/hammer, chipped:pointed_dripstone, artifacts:mineable/digging_claws, minecraft:mineable/pickaxe"
"Chipped","chipped:andesite_scales","chipped:andesite_scales","Andesite Scales","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:andesite"
"Chipped","chipped:angled_mud_bricks","chipped:angled_mud_bricks","Angled Mud Bricks","via_romana:path_block, artifacts:mineable/digging_claws, minecraft:mineable/shovel, chipped:mud"
"Chipped","chipped:angled_mud_bricks_bricks","chipped:angled_mud_bricks_bricks","Angled Mud Bricks Bricks","via_romana:path_block, chipped:mud_bricks, minecraft:mineable/pickaxe, c:mineable/hammer, artifacts:mineable/digging_claws"
"Chipped","chipped:angled_packed_mud_bricks","chipped:angled_packed_mud_bricks","Angled Packed Mud Bricks","via_romana:path_block, chipped:packed_mud, minecraft:mineable/pickaxe, c:mineable/hammer, artifacts:mineable/digging_claws"
"Chipped","chipped:angry_amethyst_block","chipped:angry_amethyst_block","Angry Amethyst Block","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:amethyst_block"
"Chipped","chipped:angry_ancient_debris","chipped:angry_ancient_debris","Angry Ancient Debris","c:mineable/hammer, minecraft:mineable/pickaxe, chipped:ancient_debris, artifacts:mineable/digging_claws"
"Chipped","chipped:angry_andesite","chipped:angry_andesite","Angry Andesite","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:andesite"
"Chipped","chipped:angry_basalt","chipped:angry_basalt","Angry Basalt","via_romana:path_block, chipped:basalt, minecraft:mineable/pickaxe, c:mineable/hammer, artifacts:mineable/digging_claws"
"Chipped","chipped:angry_blackstone","chipped:angry_blackstone","Angry Blackstone","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:blackstone"
"Chipped","chipped:angry_blue_ice","chipped:angry_blue_ice","Angry Blue Ice","minecraft:mineable/pickaxe, chipped:blue_ice, minecraft:ice, c:mineable/hammer, ecologics:penguins_spawnable_on, artifacts:mineable/digging_claws"
"Chipped","chipped:angry_borderless_bricks","chipped:angry_borderless_bricks","Angry Borderless Bricks","via_romana:path_block, minecraft:mineable/pickaxe, c:mineable/hammer, chipped:borderless_bricks, artifacts:mineable/digging_claws"
"Chipped","chipped:angry_bricks","chipped:angry_bricks","Angry Bricks","chipped:bricks, via_romana:path_block, minecraft:mineable/pickaxe, c:mineable/hammer, artifacts:mineable/digging_claws"
"Chipped","chipped:angry_calcite","chipped:angry_calcite","Angry Calcite","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:calcite"
"Chipped","chipped:angry_clay","chipped:angry_clay","Angry Clay","artifacts:mineable/digging_claws, chipped:clay, minecraft:mineable/shovel"
"Chipped","chipped:angry_coal_block","chipped:angry_coal_block","Angry Coal Block","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:coal_block"
"Chipped","chipped:angry_cobblestone","chipped:angry_cobblestone","Angry Cobblestone","via_romana:path_block, chipped:cobblestone, minecraft:mineable/pickaxe, c:mineable/hammer, artifacts:mineable/digging_claws"
"Chipped","chipped:angry_crying_obsidian","chipped:angry_crying_obsidian","Angry Crying Obsidian","minecraft:needs_diamond_tool, chipped:crying_obsidian, artifacts:mineable/digging_claws, c:mineable/hammer, minecraft:dragon_immune, c:dragon_immune, minecraft:mineable/pickaxe"
"Chipped","chipped:angry_dark_prismarine","chipped:angry_dark_prismarine","Angry Dark Prismarine","chipped:dark_prismarine, c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws"
"Chipped","chipped:angry_deepslate","chipped:angry_deepslate","Angry Deepslate","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:deepslate"
"Chipped","chipped:angry_diorite","chipped:angry_diorite","Angry Diorite","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:diorite"
"Chipped","chipped:angry_dirt","chipped:angry_dirt","Angry Dirt","galosphere:oasis_replace, minecraft:lush_ground_replaceable, minecraft:dead_bush_may_place_on, farmersdelight:terrain, c:plant_support/beach, minecraft:nether_carver_replaceables, galosphere:mole_diggable_block, minecraft:azalea_root_replaceable, minecraft:bamboo_plantable_on, minecraft:sculk_replaceable, minecraft:big_dripleaf_placeable, artifacts:mineable/digging_claws, ecologics:coconut_plantable_on, minecraft:mineable/shovel, minecraft:sculk_replaceable_world_gen, chipped:dirt, c:grass_soil, c:plant_support/plains, minecraft:overworld_carver_replaceables, minecraft:azalea_grows_on, minecraft:dirt, minecraft:moss_replaceable"
"Chipped","chipped:angry_dripstone_block","chipped:angry_dripstone_block","Angry Dripstone Block","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:dripstone_block"
"Chipped","chipped:angry_end_stone","chipped:angry_end_stone","Angry End Stone","c:mineable/hammer, chipped:end_stone, artifacts:mineable/digging_claws, minecraft:mineable/pickaxe"
"Chipped","chipped:angry_gilded_blackstone","chipped:angry_gilded_blackstone","Angry Gilded Blackstone","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:gilded_blackstone"
"Chipped","chipped:angry_granite","chipped:angry_granite","Angry Granite","c:mineable/hammer, minecraft:mineable/pickaxe, chipped:granite, artifacts:mineable/digging_claws"
"Chipped","chipped:angry_ice","chipped:angry_ice","Angry Ice","minecraft:mineable/pickaxe, minecraft:ice, c:mineable/hammer, ecologics:penguins_spawnable_on, artifacts:mineable/digging_claws, chipped:ice"
"Chipped","chipped:angry_lapis_block","chipped:angry_lapis_block","Angry Lapis Block","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:lapis_block"
"Chipped","chipped:angry_lodestone","chipped:angry_lodestone","Angry Lodestone","c:mineable/hammer, chipped:lodestone, artifacts:mineable/digging_claws, minecraft:mineable/pickaxe"
"Chipped","chipped:angry_magma_block","chipped:angry_magma_block","Angry Magma Block","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:magma_block"
"Chipped","chipped:angry_mossy_cobblestone","chipped:angry_mossy_cobblestone","Angry Mossy Cobblestone","via_romana:path_block, minecraft:mineable/pickaxe, c:mineable/hammer, artifacts:mineable/digging_claws, chipped:mossy_cobblestone"
"Chipped","chipped:angry_mossy_stone_bricks","chipped:angry_mossy_stone_bricks","Angry Mossy Stone Bricks","via_romana:path_block, minecraft:mineable/pickaxe, c:mineable/hammer, artifacts:mineable/digging_claws, chipped:mossy_stone_bricks"
"Chipped","chipped:angry_mud","chipped:angry_mud","Angry Mud","artifacts:mineable/digging_claws, chipped:mud, minecraft:mineable/shovel"
"Chipped","chipped:angry_mud_bricks","chipped:angry_mud_bricks","Angry Mud Bricks","via_romana:path_block, chipped:mud_bricks, minecraft:mineable/pickaxe, c:mineable/hammer, artifacts:mineable/digging_claws"
"Chipped","chipped:angry_nether_bricks","chipped:angry_nether_bricks","Angry Nether Bricks","via_romana:path_block, chipped:nether_bricks, minecraft:mineable/pickaxe, c:mineable/hammer, artifacts:mineable/digging_claws"
"Chipped","chipped:angry_netherrack","chipped:angry_netherrack","Angry Netherrack","minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, minecraft:infiniburn_end, minecraft:infiniburn_nether, c:mineable/hammer, chipped:netherrack, minecraft:infiniburn_overworld"
"Chipped","chipped:angry_obsidian","chipped:angry_obsidian","Angry Obsidian","minecraft:needs_diamond_tool, artifacts:mineable/digging_claws, c:mineable/hammer, chipped:obsidian, minecraft:dragon_immune, c:dragon_immune, minecraft:mineable/pickaxe"
"Chipped","chipped:angry_packed_ice","chipped:angry_packed_ice","Angry Packed Ice","minecraft:mineable/pickaxe, minecraft:ice, c:mineable/hammer, ecologics:penguins_spawnable_on, chipped:packed_ice, artifacts:mineable/digging_claws"
"Chipped","chipped:angry_packed_mud","chipped:angry_packed_mud","Angry Packed Mud","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:packed_mud"
"Chipped","chipped:angry_prismarine","chipped:angry_prismarine","Angry Prismarine","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:prismarine"
"Chipped","chipped:angry_purpur_block","chipped:angry_purpur_block","Angry Purpur Block","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:purpur_block"
"Chipped","chipped:angry_quartz_block","chipped:angry_quartz_block","Angry Quartz Block","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:quartz_block"
"Chipped","chipped:angry_raw_copper_block","chipped:angry_raw_copper_block","Angry Raw Copper Block","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:raw_copper_block"
"Chipped","chipped:angry_raw_gold_block","chipped:angry_raw_gold_block","Angry Raw Gold Block","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:raw_gold_block"
"Chipped","chipped:angry_raw_iron_block","chipped:angry_raw_iron_block","Angry Raw Iron Block","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:raw_iron_block"
"Chipped","chipped:angry_red_nether_bricks","chipped:angry_red_nether_bricks","Angry Red Nether Bricks","via_romana:path_block, minecraft:mineable/pickaxe, c:mineable/hammer, artifacts:mineable/digging_claws, chipped:red_nether_bricks"
"Chipped","chipped:angry_red_sandstone","chipped:angry_red_sandstone","Angry Red Sandstone","via_romana:path_block, chipped:red_sandstone, minecraft:mineable/pickaxe, c:mineable/hammer, artifacts:mineable/digging_claws"
"Chipped","chipped:angry_redstone_block","chipped:angry_redstone_block","Angry Redstone Block","c:mineable/hammer, minecraft:mineable/pickaxe, chipped:redstone_block, artifacts:mineable/digging_claws"
"Chipped","chipped:angry_sandstone","chipped:angry_sandstone","Angry Sandstone","via_romana:path_block, chipped:sandstone, minecraft:mineable/pickaxe, c:mineable/hammer, artifacts:mineable/digging_claws"
"Chipped","chipped:angry_smooth_stone","chipped:angry_smooth_stone","Angry Smooth Stone","chipped:smooth_stone, via_romana:path_block, minecraft:mineable/pickaxe, c:mineable/hammer, artifacts:mineable/digging_claws"
"Chipped","chipped:angry_snow_block","chipped:angry_snow_block","Angry Snow Block","chipped:snow_block, minecraft:snow, artifacts:mineable/digging_claws, minecraft:mineable/shovel, ecologics:penguins_spawnable_on"
"Chipped","chipped:angry_stone","chipped:angry_stone","Angry Stone","c:mineable/hammer, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, chipped:stone"
"Chipped","chipped:angry_tuff","chipped:angry_tuff","Angry Tuff","c:mineable/hammer, chipped:tuff, artifacts:mineable/digging_claws, minecraft:mineable/pickaxe"
"Chipped","chipped:anguished_carved_pumpkin","chipped:anguished_carved_pumpkin","Anguished Carved Pumpkin","chipped:carved_pumpkin, artifacts:mineable/digging_claws, minecraft:mineable/axe"
"Chipped","chipped:anguished_jack_o_lantern","chipped:anguished_jack_o_lantern","Anguished Jack O Lantern","artifacts:mineable/digging_claws, minecraft:mineable/axe, chipped:jack_o_lantern"
"Chipped","chipped:antique_hay_block","chipped:antique_hay_block","Antique Hay Block","artifacts:mineable/digging_claws, minecraft:mineable/hoe, chipped:hay_block"
"Chipped","chipped:apple_acacia_leaves","chipped:apple_acacia_leaves","Apple Acacia Leaves","supplementaries:hang_from_ropes, chipped:acacia_leaves, naturalist:vultures_spawnable_on, fabric:mineable/shears, minecraft:completes_find_tree_tutorial, supplementaries:map_tint_generic, minecraft:lava_pool_stone_cannot_replace, naturalist:dragonflies_spawnable_on, artifacts:mineable/digging_claws, naturalist:vulture_perch_blocks, minecraft:prevent_mob_spawning_inside, minecraft:mineable/hoe, minecraft:snow_layer_can_survive_on, naturalist:fireflies_spawnable_on, naturalist:butterflies_spawnable_on, minecraft:leaves, minecraft:sword_efficient, passablefoliage:passables, minecraft:parrots_spawnable_on, minecraft:replaceable_by_trees"
"Chipped","chipped:apple_birch_leaves","chipped:apple_birch_leaves","Apple Birch Leaves","supplementaries:hang_from_ropes, naturalist:vultures_spawnable_on, fabric:mineable/shears, minecraft:completes_find_tree_tutorial, supplementaries:map_tint_generic, minecraft:lava_pool_stone_cannot_replace, naturalist:dragonflies_spawnable_on, artifacts:mineable/digging_claws, naturalist:vulture_perch_blocks, minecraft:prevent_mob_spawning_inside, minecraft:mineable/hoe, minecraft:snow_layer_can_survive_on, naturalist:fireflies_spawnable_on, naturalist:butterflies_spawnable_on, minecraft:leaves, chipped:birch_leaves, minecraft:sword_efficient, passablefoliage:passables, minecraft:parrots_spawnable_on, minecraft:replaceable_by_trees"
"Chipped","chipped:apple_dark_oak_leaves","chipped:apple_dark_oak_leaves","Apple Dark Oak Leaves","supplementaries:hang_from_ropes, naturalist:vultures_spawnable_on, fabric:mineable/shears, chipped:dark_oak_leaves, minecraft:completes_find_tree_tutorial, supplementaries:map_tint_generic, minecraft:lava_pool_stone_cannot_replace, naturalist:dragonflies_spawnable_on, artifacts:mineable/digging_claws, naturalist:vulture_perch_blocks, minecraft:prevent_mob_spawning_inside, minecraft:mineable/hoe, minecraft:snow_layer_can_survive_on, naturalist:fireflies_spawnable_on, naturalist:butterflies_spawnable_on, minecraft:leaves, minecraft:sword_efficient, passablefoliage:passables, minecraft:parrots_spawnable_on, minecraft:replaceable_by_trees"
"Chipped","chipped:apple_jungle_leaves","chipped:apple_jungle_leaves","Apple Jungle Leaves","supplementaries:hang_from_ropes, naturalist:vultures_spawnable_on, fabric:mineable/shears, minecraft:completes_find_tree_tutorial, supplementaries:map_tint_generic, minecraft:lava_pool_stone_cannot_replace, naturalist:dragonflies_spawnable_on, artifacts:mineable/digging_claws, naturalist:vulture_perch_blocks, minecraft:prevent_mob_spawning_inside, minecraft:mineable/hoe, minecraft:snow_layer_can_survive_on, chipped:jungle_leaves, naturalist:fireflies_spawnable_on, naturalist:butterflies_spawnable_on, minecraft:leaves, minecraft:sword_efficient, passablefoliage:passables, minecraft:parrots_spawnable_on, minecraft:replaceable_by_trees"
"Chipped","chipped:apple_oak_leaves","chipped:apple_oak_leaves","Apple Oak Leaves","supplementaries:hang_from_ropes, naturalist:vultures_spawnable_on, chipped:oak_leaves, fabric:mineable/shears, minecraft:completes_find_tree_tutorial, supplementaries:map_tint_generic, minecraft:lava_pool_stone_cannot_replace, naturalist:dragonflies_spawnable_on, artifacts:mineable/digging_claws, naturalist:vulture_perch_blocks, minecraft:prevent_mob_spawning_inside, minecraft:mineable/hoe, minecraft:snow_layer_can_survive_on, naturalist:fireflies_spawnable_on, naturalist:butterflies_spawnable_on, minecraft:leaves, minecraft:sword_efficient, passablefoliage:passables, minecraft:parrots_spawnable_on, minecraft:replaceable_by_trees"
"Chipped","chipped:apple_spruce_leaves","chipped:apple_spruce_leaves","Apple Spruce Leaves","supplementaries:hang_from_ropes, naturalist:vultures_spawnable_on, fabric:mineable/shears, minecraft:completes_find_tree_tutorial, supplementaries:map_tint_generic, minecraft:lava_pool_stone_cannot_replace, naturalist:dragonflies_spawnable_on, chipped:spruce_leaves, artifacts:mineable/digging_claws, naturalist:vulture_perch_blocks, minecraft:prevent_mob_spawning_inside, minecraft:mineable/hoe, minecraft:snow_layer_can_survive_on, naturalist:fireflies_spawnable_on, naturalist:butterflies_spawnable_on, minecraft:leaves, minecraft:sword_efficient, passablefoliage:passables, minecraft:parrots_spawnable_on, minecraft:replaceable_by_trees"
"Chipped","chipped:arched_black_stained_glass_pane_pillar","chipped:arched_black_stained_glass_pane_pillar","Arched Black Stained Glass Pane Pillar","diagonalwindows:non_diagonal_windows, chipped:black_stained_glass_pane"
"Chipped","chipped:arched_black_stained_glass_pillar","chipped:arched_black_stained_glass_pillar","Arched Black Stained Glass Pillar","minecraft:impermeable, chipped:black_stained_glass"
"Chipped","chipped:arched_blue_stained_glass_pane_pillar","chipped:arched_blue_stained_glass_pane_pillar","Arched Blue Stained Glass Pane Pillar","chipped:blue_stained_glass_pane, diagonalwindows:non_diagonal_windows"
"Chipped","chipped:arched_blue_stained_glass_pillar","chipped:arched_blue_stained_glass_pillar","Arched Blue Stained Glass Pillar","chipped:blue_stained_glass, minecraft:impermeable"
"Chipped","chipped:arched_brown_stained_glass_pane_pillar","chipped:arched_brown_stained_glass_pane_pillar","Arched Brown Stained Glass Pane Pillar","diagonalwindows:non_diagonal_windows, chipped:brown_stained_glass_pane"
"Chipped","chipped:arched_brown_stained_glass_pillar","chipped:arched_brown_stained_glass_pillar","Arched Brown Stained Glass Pillar","chipped:brown_stained_glass, minecraft:impermeable"
"Chipped","chipped:arched_cyan_stained_glass_pane_pillar","chipped:arched_cyan_stained_glass_pane_pillar","Arched Cyan Stained Glass Pane Pillar","chipped:cyan_stained_glass_pane, diagonalwindows:non_diagonal_windows"
"Chipped","chipped:arched_cyan_stained_glass_pillar","chipped:arched_cyan_stained_glass_pillar","Arched Cyan Stained Glass Pillar","chipped:cyan_stained_glass, minecraft:impermeable"
"Chipped","chipped:arched_gray_stained_glass_pane_pillar","chipped:arched_gray_stained_glass_pane_pillar","Arched Gray Stained Glass Pane Pillar","chipped:gray_stained_glass_pane, diagonalwindows:non_diagonal_windows"
"Chipped","chipped:arched_gray_stained_glass_pillar","chipped:arched_gray_stained_glass_pillar","Arched Gray Stained Glass Pillar","chipped:gray_stained_glass, minecraft:impermeable"
"Chipped","chipped:arched_green_stained_glass_pane_pillar","chipped:arched_green_stained_glass_pane_pillar","Arched Green Stained Glass Pane Pillar","diagonalwindows:non_diagonal_windows, chipped:green_stained_glass_pane"
"Chipped","chipped:arched_green_stained_glass_pillar","chipped:arched_green_stained_glass_pillar","Arched Green Stained Glass Pillar","chipped:green_stained_glass, minecraft:impermeable"
"Chipped","chipped:arched_leaded_glass_pane_pillar","chipped:arched_leaded_glass_pane_pillar","Arched Leaded Glass Pane Pillar","diagonalwindows:non_diagonal_windows, chipped:glass_pane"
"Chipped","chipped:arched_leaded_glass_pillar","chipped:arched_leaded_glass_pillar","Arched Leaded Glass Pillar","chipped:glass, minecraft:impermeable"
