88,"betterend:glowing_grasslands"
89,"still_life:grassland_savanna"
90,"betternether:gravel_desert"
91,"minecraft:grove"
92,"still_life:haunted_depths"
93,"still_life:humid_savanna"
94,"minecraft:ice_spikes"
95,"betterend:ice_starfield"
96,"incendium:infernal_dunes"
97,"still_life:infested_tunnels"
98,"incendium:inverted_forest"
99,"betterend:jade_cave"
100,"minecraft:jagged_peaks"
101,"minecraft:jungle"
102,"betterend:lantern_woods"
103,"still_life:larch_woodlands"
104,"galosphere:lichen_caves"
105,"minecraft:lukewarm_ocean"
106,"betterend:lush_aurora_cave"
107,"minecraft:lush_caves"
108,"betterend:lush_smaragdant_cave"
109,"still_life:lush_tundra"
110,"betternether:magma_land"
111,"still_life:mangrove_marsh"
112,"minecraft:mangrove_swamp"
113,"minecraft:meadow"
114,"still_life:mediterranean_beach"
115,"still_life:mediterranean_forest"
116,"still_life:mediterranean_highlands"
117,"still_life:mediterranean_marsh"
118,"still_life:mediterranean_river"
119,"still_life:mediterranean_shrubland"
120,"still_life:mediterranean_steppe"
121,"still_life:mediterranean_swamp"
122,"still_life:mediterranean_wooded_highlands"
123,"betterend:megalake"
124,"betterend:megalake_grove"
125,"still_life:mire"
126,"still_life:mixed_forest_steppe"
127,"still_life:monsoon_forest"
128,"still_life:mushroom_caves"
129,"minecraft:mushroom_fields"
130,"betterend:neon_oasis"
131,"betternether:nether_grasslands"
132,"betternether:nether_jungle"
133,"betternether:nether_mushroom_forest"
134,"betternether:nether_mushroom_forest_edge"
135,"betternether:nether_swampland"
136,"betternether:nether_swampland_terraces"
137,"minecraft:nether_wastes"
138,"minecraft:ocean"
139,"betternether:old_fungiwoods"
140,"minecraft:old_growth_birch_forest"
141,"minecraft:old_growth_pine_taiga"
142,"minecraft:old_growth_spruce_taiga"
143,"still_life:old_growth_temperate_forest"
144,"still_life:old_growth_tropical_rainforest"
145,"betternether:old_swampland"
146,"betternether:old_warped_woods"
147,"betterend:painted_mountains"
148,"still_life:pine_woods"
149,"galosphere:pink_salt_caves"
150,"minecraft:plains"
151,"betternether:poor_nether_grasslands"
152,"incendium:quartz_flats"
153,"minecraft:river"
154,"minecraft:savanna"
155,"still_life:savanna_beach"
156,"still_life:savanna_highlands"
157,"minecraft:savanna_plateau"
158,"still_life:savanna_river"
159,"still_life:scorched_caves"
160,"still_life:semiarid_desert"
161,"betterend:shadow_forest"
162,"nullscape:shadowlands"
163,"still_life:shrub_steppe"
164,"minecraft:small_end_islands"
165,"still_life:snowy_barren_peaks"
166,"minecraft:snowy_beach"
167,"still_life:snowy_boreal_alpine_tundra"
168,"still_life:snowy_peaks"
169,"minecraft:snowy_plains"
170,"minecraft:snowy_slopes"
171,"minecraft:snowy_taiga"
172,"still_life:snowy_tundra"
173,"betternether:soul_plain"
174,"minecraft:soul_sand_valley"
175,"minecraft:sparse_jungle"
176,"ae2:spatial_storage"
177,"still_life:steppe_river"
178,"minecraft:stony_peaks"
179,"minecraft:stony_shore"
180,"still_life:subtropical_deep_ocean"
181,"still_life:subtropical_shallow_ocean"
182,"betternether:sulfuric_bone_reef"
183,"betterend:sulphur_springs"
184,"minecraft:sunflower_plains"
185,"minecraft:swamp"
186,"minecraft:taiga"
187,"still_life:taiga_beach"
188,"still_life:taiga_highlands"
189,"still_life:temperate_beach"
190,"still_life:temperate_deep_ocean"
191,"still_life:temperate_forest"
192,"still_life:temperate_marsh"
193,"still_life:temperate_mixed_forest"
194,"still_life:temperate_river"
195,"still_life:temperate_shallow_ocean"
196,"still_life:temperate_swamp"
197,"minecraft:the_end"
198,"minecraft:the_void"
199,"incendium:toxic_heap"
200,"still_life:tropical_beach"
201,"still_life:tropical_deep_ocean"
202,"still_life:tropical_dry_forest"
203,"still_life:tropical_highlands"
204,"still_life:tropical_rainforest"
205,"still_life:tropical_rainforest_river"
206,"still_life:tropical_shallow_ocean"
207,"still_life:tropical_wetlands"
208,"still_life:tundra_beach"
209,"still_life:tundra_river"
210,"betterend:umbra_valley"
211,"betterend:umbrella_jungle"
212,"betternether:upside_down_forest"
213,"betternether:upside_down_forest_cleared"
214,"nullscape:void_barrens"
215,"incendium:volcanic_deltas"
216,"minecraft:warm_ocean"
217,"still_life:warm_temperate_clearings"
218,"still_life:warm_temperate_river"
219,"still_life:warm_temperate_woodlands"
220,"minecraft:warped_forest"
221,"betternether:wart_forest"
222,"betternether:wart_forest_edge"
223,"incendium:weeping_valley"
224,"minecraft:windswept_forest"
225,"minecraft:windswept_gravelly_hills"
226,"minecraft:windswept_hills"
227,"minecraft:windswept_savanna"
228,"incendium:withered_forest"
229,"minecraft:wooded_badlands"
230,"still_life:wooded_highlands"
231,"still_life:wooded_mediterranean_steppe"
232,"still_life:wooded_savanna"
233,"still_life:wooded_semiarid_desert"
234,"still_life:wooded_tundra"
235,"still_life:xeric_shrubland"
