"Mod name","Registry name","Item ID","Display name","Tags"
"Minecraft","minecraft:acacia_sapling",39,"Acacia Sapling","minecraft:saplings, supplementaries:flower_box_plantable, sereneseasons:summer_crops"
"Minecraft","minecraft:azalea",175,"Azalea","minecraft:saplings, sereneseasons:summer_crops, supplementaries:flower_box_plantable, sereneseasons:spring_crops"
"Minecraft","minecraft:bamboo",229,"Bamboo","sereneseasons:summer_crops, supplementaries:flower_box_plantable, naturalist:tortoise_tempt_items, sereneseasons:spring_crops"
"Minecraft","minecraft:beetroot_seeds",1109,"Beetroot Seeds","minecraft:villager_plantable_seeds, farm_and_charm:feeding_trough_fodder, farm_and_charm:seeds, bakery:seeds, untitledduckmod:goose_food, untitledduckmod:duck_breeding_food, untitledduckmod:duck_food, c:beetroot_seeds, c:seeds, niftycarts:seed_drill_plantable, brewery:seeds, naturalist:bird_food_items, crittersandcompanions:shima_enaga_food, untitledduckmod:goose_breeding_food, sereneseasons:autumn_crops"
"Minecraft","minecraft:big_dripleaf",227,"Big Dripleaf","supplementaries:flower_box_plantable"
"Minecraft","minecraft:birch_sapling",37,"Birch Sapling","minecraft:saplings, sereneseasons:autumn_crops, supplementaries:flower_box_plantable, sereneseasons:spring_crops"
"Minecraft","minecraft:brown_mushroom",212,"Brown Mushroom","sereneseasons:summer_crops, sereneseasons:year_round_crops, sereneseasons:spring_crops, sereneseasons:autumn_crops, supplementaries:flower_box_plantable, farmersdelight:cabbage_roll_ingredients, c:mushrooms, sereneseasons:winter_crops, chipped:brown_mushroom, candlelight:mushrooms, naturalist:tortoise_tempt_items, forge:mushrooms"
"Minecraft","minecraft:carrot",1051,"Carrot","sereneseasons:spring_crops, minecraft:villager_plantable_seeds, c:foods/vegetables, farm_and_charm:feeding_trough_fodder, c:crops, c:vegetables/carrot, naturalist:boar_food_items, c:foods/vegetables/carrots, farmersdelight:cabbage_roll_ingredients, c:crops/carrot, niftycarts:seed_drill_plantable, c:foods, farm_and_charm:crops, c:foods/vegetables/carrot, sereneseasons:autumn_crops"
"Minecraft","minecraft:cherry_sapling",40,"Cherry Sapling","minecraft:saplings, supplementaries:flower_box_plantable, sereneseasons:spring_crops"
"Minecraft","minecraft:cocoa_beans",903,"Cocoa Beans","balm:dyes, cornexpansion:candied_ingredient, c:dyes/brown, c:brown_dyes, balm:brown_dyes, sereneseasons:summer_crops, c:dyes, supplementaries:blackboard_brown"
"Minecraft","minecraft:crimson_fungus",214,"Crimson Fungus","supplementaries:flower_box_plantable, sereneseasons:winter_crops, chipped:crimson_fungus, sereneseasons:spring_crops, sereneseasons:year_round_crops, sereneseasons:autumn_crops, sereneseasons:summer_crops"
"Minecraft","minecraft:crimson_nylium",20,"Crimson Nylium",""
"Minecraft","minecraft:dark_oak_sapling",41,"Dark Oak Sapling","minecraft:saplings, supplementaries:flower_box_plantable, sereneseasons:autumn_crops"
"Minecraft","minecraft:fern",174,"Fern","supplementaries:flower_box_plantable"
"Minecraft","minecraft:flowering_azalea",176,"Flowering Azalea","minecraft:saplings, minecraft:flowers, sereneseasons:summer_crops, supplementaries:flower_box_plantable, sereneseasons:spring_crops"
"Minecraft","minecraft:glow_berries",1166,"Glow Berries","friendsandfoes:glare_tempt_items, sereneseasons:year_round_crops, c:foods/berries, friendsandfoes:glare_food_items, sereneseasons:summer_crops, c:foods, minecraft:fox_food, sereneseasons:winter_crops, sereneseasons:spring_crops, sereneseasons:autumn_crops"
"Minecraft","minecraft:glow_lichen",338,"Glow Lichen","galosphere:sparkle_tempt_items"
"Minecraft","minecraft:grass",173,"Grass",""
"Minecraft","minecraft:grass_block",14,"Grass Block","minecraft:dirt"
"Minecraft","minecraft:jungle_sapling",38,"Jungle Sapling","minecraft:saplings, supplementaries:flower_box_plantable, sereneseasons:summer_crops"
"Minecraft","minecraft:kelp",222,"Kelp","untitledduckmod:goose_food, more_rpg_classes:water_plants, friendsandfoes:crab_tempt_items, more_rpg_classes:rune_crafting/reagent/aqua_small, untitledduckmod:goose_taming_food"
"Minecraft","minecraft:lilac",444,"Lilac","meadow:big_flower, supplementaries:flower_box_plantable, minecraft:tall_flowers, minecraft:flowers"
"Minecraft","minecraft:mangrove_leaves",161,"Mangrove Leaves","minecraft:completes_find_tree_tutorial, minecraft:leaves, sereneseasons:summer_crops"
"Minecraft","minecraft:mangrove_propagule",42,"Mangrove Propagule","more_rpg_classes:water_plants, minecraft:flowers, minecraft:saplings, sereneseasons:summer_crops, supplementaries:flower_box_plantable"
"Minecraft","minecraft:melon_seeds",946,"Melon Seeds","niftycarts:seed_drill_plantable, bakery:seeds, c:melon_seeds, brewery:seeds, untitledduckmod:goose_breeding_food, sereneseasons:summer_crops, naturalist:bird_food_items, untitledduckmod:duck_food, farm_and_charm:feeding_trough_fodder, farm_and_charm:seeds, crittersandcompanions:shima_enaga_food, c:seeds, untitledduckmod:goose_food, untitledduckmod:duck_breeding_food"
"Minecraft","minecraft:moss_block",225,"Moss Block","chipped:moss_block, minecraft:dirt"
"Minecraft","minecraft:netherrack",303,"Netherrack","chipped:netherrack, c:netherrack, c:ore_bearing_ground/netherrack"
"Minecraft","minecraft:oak_sapling",35,"Oak Sapling","supplementaries:flower_box_plantable, sereneseasons:winter_crops, sereneseasons:spring_crops, sereneseasons:year_round_crops, minecraft:saplings, sereneseasons:autumn_crops, sereneseasons:summer_crops"
"Minecraft","minecraft:peony",446,"Peony","meadow:big_flower, supplementaries:flower_box_plantable, minecraft:tall_flowers, minecraft:flowers"
"Minecraft","minecraft:pink_petals",224,"Pink Petals","supplementaries:flower_box_plantable, minecraft:flowers"
"Minecraft","minecraft:pitcher_pod",1107,"Pitcher Pod","minecraft:villager_plantable_seeds, sereneseasons:summer_crops, farm_and_charm:feeding_trough_fodder, supplementaries:flower_box_plantable, niftycarts:seed_drill_plantable"
"Minecraft","minecraft:potato",1052,"Potato","niftycarts:seed_drill_plantable, sereneseasons:spring_crops, c:foods, farmersdelight:cabbage_roll_ingredients, minecraft:villager_plantable_seeds, c:foods/vegetables/potato, farm_and_charm:crops, farm_and_charm:feeding_trough_fodder, c:crops/potato, c:crops, naturalist:boar_food_items, c:foods/vegetables, c:foods/vegetables/potatoes, c:vegetables/potato"
"Minecraft","minecraft:pumpkin_seeds",945,"Pumpkin Seeds","niftycarts:seed_drill_plantable, c:pumpkin_seeds, bakery:seeds, brewery:seeds, untitledduckmod:goose_breeding_food, farm_and_charm:feeding_trough_fodder, naturalist:bird_food_items, untitledduckmod:duck_food, sereneseasons:autumn_crops, farm_and_charm:seeds, crittersandcompanions:shima_enaga_food, c:seeds, untitledduckmod:goose_food, untitledduckmod:duck_breeding_food"
"Minecraft","minecraft:red_mushroom",213,"Red Mushroom","farmersdelight:cabbage_roll_ingredients, supplementaries:flower_box_plantable, sereneseasons:spring_crops, sereneseasons:autumn_crops, sereneseasons:summer_crops, sereneseasons:year_round_crops, c:mushrooms, sereneseasons:winter_crops, candlelight:mushrooms, forge:mushrooms, chipped:red_mushroom"
"Minecraft","minecraft:rooted_dirt",18,"Rooted Dirt","minecraft:dirt"
"Minecraft","minecraft:rose_bush",445,"Rose Bush","meadow:big_flower, supplementaries:flower_box_plantable, minecraft:tall_flowers, minecraft:flowers"
"Minecraft","minecraft:sea_pickle",179,"Sea Pickle","more_rpg_classes:water_plants, more_rpg_classes:rune_crafting/reagent/aqua_small"
"Minecraft","minecraft:seagrass",178,"Seagrass","untitledduckmod:goose_food, untitledduckmod:goose_taming_food, more_rpg_classes:water_plants, more_rpg_classes:rune_crafting/reagent/aqua_small"
"Minecraft","minecraft:small_dripleaf",228,"Small Dripleaf","supplementaries:flower_box_plantable"
"Minecraft","minecraft:spruce_sapling",36,"Spruce Sapling","sereneseasons:autumn_crops, minecraft:saplings, supplementaries:flower_box_plantable, sereneseasons:winter_crops, sereneseasons:spring_crops"
"Minecraft","minecraft:sunflower",443,"Sunflower","meadow:big_flower, supplementaries:flower_box_plantable, minecraft:tall_flowers, minecraft:flowers"
"Minecraft","minecraft:sweet_berries",1165,"Sweet Berries","c:foods, sereneseasons:winter_crops, naturalist:bear_tempt_items, c:foods/berries, naturalist:moose_food, sereneseasons:spring_crops, supplementaries:flower_box_plantable, minecraft:fox_food"
"Minecraft","minecraft:torchflower_seeds",1106,"Torchflower Seeds","minecraft:villager_plantable_seeds, sereneseasons:summer_crops, minecraft:sniffer_food, farm_and_charm:feeding_trough_fodder, niftycarts:seed_drill_plantable"
"Minecraft","minecraft:twisting_vines",220,"Twisting Vines","supplementaries:flower_box_plantable"
"Minecraft","minecraft:warped_fungus",215,"Warped Fungus","supplementaries:flower_box_plantable, sereneseasons:winter_crops, sereneseasons:spring_crops, sereneseasons:year_round_crops, sereneseasons:summer_crops, sereneseasons:autumn_crops, chipped:warped_fungus"
"Minecraft","minecraft:warped_nylium",21,"Warped Nylium",""
"Minecraft","minecraft:weeping_vines",219,"Weeping Vines",""
"Minecraft","minecraft:wheat_seeds",813,"Wheat Seeds","farm_and_charm:feeding_trough_fodder, niftycarts:seed_drill_plantable, crittersandcompanions:shima_enaga_food, brewery:seeds, farm_and_charm:seeds, sereneseasons:summer_crops, untitledduckmod:goose_food, untitledduckmod:duck_food, bakery:seeds, c:seeds, naturalist:bird_food_items, untitledduckmod:goose_breeding_food, sereneseasons:autumn_crops, untitledduckmod:duck_breeding_food, c:wheat_seeds, minecraft:villager_plantable_seeds"
"Unknown","betterend:aeridium",2612,"Aeridium","c:compostable"
"Unknown","betterend:amber_grass",2601,"Amber Grass","c:compostable"
"Unknown","betterend:amber_root_seed",2641,"Amber Root Seed","farm_and_charm:seeds, bakery:seeds, untitledduckmod:goose_food, c:compostable, untitledduckmod:goose_breeding_food, untitledduckmod:duck_breeding_food, untitledduckmod:duck_food, c:seeds, brewery:seeds"
"Unknown","betterend:aurant_polypore",2679,"Aurant Polypore",""
"Unknown","betterend:blooming_cooksonia",2605,"Blooming Cooksonia","c:compostable"
"Unknown","betterend:blossom_berry_seed",2640,"Blossom Berry Seed","farm_and_charm:seeds, bakery:seeds, untitledduckmod:goose_food, c:compostable, untitledduckmod:goose_breeding_food, untitledduckmod:duck_breeding_food, untitledduckmod:duck_food, c:seeds, brewery:seeds"
"Unknown","betterend:blue_vine_seed",2618,"Blue Vine Seed","farm_and_charm:seeds, bakery:seeds, untitledduckmod:goose_food, c:compostable, untitledduckmod:goose_breeding_food, untitledduckmod:duck_breeding_food, untitledduckmod:duck_food, c:seeds, brewery:seeds"
"Unknown","betterend:bolux_mushroom",2626,"Bolux Mushroom","c:compostable"
"Unknown","betterend:bubble_coral",2645,"Bubble Coral","c:compostable"
"Unknown","betterend:bulb_moss",2684,"Bulb Moss","c:compostable"
"Unknown","betterend:bulb_vine",2690,"Bulb Vine","c:compostable"
"Unknown","betterend:bulb_vine_seed",2689,"Bulb Vine Seed","farm_and_charm:seeds, bakery:seeds, untitledduckmod:goose_food, c:compostable, untitledduckmod:goose_breeding_food, untitledduckmod:duck_breeding_food, untitledduckmod:duck_food, c:seeds, brewery:seeds"
"Unknown","betterend:bushy_grass",2600,"Bushy Grass","c:compostable"
"Unknown","betterend:cave_grass",2597,"Cave Grass","c:compostable"
"Unknown","betterend:cave_pumpkin_seed",2643,"Cave Pumpkin Seed","c:compostable"
"Unknown","betterend:charnia_cyan",2652,"Cyan Charnia","c:compostable"
"Unknown","betterend:charnia_green",2653,"Green Charnia","c:compostable"
"Unknown","betterend:charnia_light_blue",2651,"Light Blue Charnia","c:compostable"
"Unknown","betterend:charnia_orange",2650,"Orange Charnia","c:compostable"
"Unknown","betterend:charnia_purple",2649,"Purple Charnia","c:compostable"
"Unknown","betterend:charnia_red",2648,"Red Charnia","c:compostable"
"Unknown","betterend:chorus_grass",2596,"Chorus Grass","c:compostable"
"Unknown","betterend:chorus_mushroom_seed",2642,"Chorus Mushroom Seed","farm_and_charm:seeds, bakery:seeds, untitledduckmod:goose_food, c:compostable, untitledduckmod:goose_breeding_food, untitledduckmod:duck_breeding_food, untitledduckmod:duck_food, c:seeds, brewery:seeds"
"Unknown","betterend:clawfern",2609,"Clawfern","c:compostable"
"Unknown","betterend:creeping_moss",2595,"Creeping Moss","c:compostable"
"Unknown","betterend:crystal_grass",2598,"Crystal Grass","c:compostable"
"Unknown","betterend:crystal_moss_cover",2617,"Crystal Moss Cover","c:compostable"
"Unknown","betterend:cyan_moss",2681,"Cyan Moss","c:compostable"
"Unknown","betterend:dense_vine",2687,"Dense Vine","c:compostable"
"Unknown","betterend:dragon_tree_sapling",2426,"Dragon Tree Sapling","minecraft:saplings, c:saplings, c:compostable, supplementaries:flower_box_plantable"
"Unknown","betterend:end_lily_seed",2654,"End Lily Seed","farm_and_charm:seeds, bakery:seeds, untitledduckmod:goose_food, c:compostable, untitledduckmod:goose_breeding_food, untitledduckmod:duck_breeding_food, untitledduckmod:duck_food, c:seeds, brewery:seeds"
"Unknown","betterend:end_lotus_seed",2372,"Endlotus Seed","farm_and_charm:seeds, bakery:seeds, untitledduckmod:goose_food, c:compostable, untitledduckmod:goose_breeding_food, untitledduckmod:duck_breeding_food, untitledduckmod:duck_food, c:seeds, brewery:seeds"
"Unknown","betterend:filalux",2694,"Filalux","c:compostable"
"Unknown","betterend:flamaea",2674,"Flamaea","c:compostable"
"Unknown","betterend:flammalix",2616,"Flammalix","c:compostable"
"Unknown","betterend:fracturn",2608,"Fracturn","c:compostable"
"Unknown","betterend:globulagus",2610,"Globulagus","c:compostable"
"Unknown","betterend:glowing_pillar_seed",2622,"Glowing Pillar Seed","farm_and_charm:seeds, bakery:seeds, untitledduckmod:goose_food, c:compostable, untitledduckmod:goose_breeding_food, untitledduckmod:duck_breeding_food, untitledduckmod:duck_food, c:seeds, brewery:seeds"
"Unknown","betterend:helix_tree_sapling",2482,"Helix Tree Sapling","minecraft:saplings, c:saplings, c:compostable, supplementaries:flower_box_plantable"
"Unknown","betterend:hydralux_sapling",2655,"Hydralux Sapling","minecraft:saplings, c:saplings, c:compostable, supplementaries:flower_box_plantable"
"Unknown","betterend:inflexia",2615,"Inflexia","c:compostable"
"Unknown","betterend:jungle_fern",2685,"Jungle Fern","c:compostable"
"Unknown","betterend:jungle_grass",2604,"Jungle Grass","c:compostable"
"Unknown","betterend:jungle_vine",2691,"Jungle Vine","c:compostable"
"Unknown","betterend:lacugrove_sapling",2399,"Lacugrove Sapling","minecraft:saplings, c:saplings, c:compostable, supplementaries:flower_box_plantable"
"Unknown","betterend:lamellarium",2614,"Lamellarium","c:compostable"
"Unknown","betterend:lanceleaf_seed",2621,"Lanceleaf Seed","farm_and_charm:seeds, bakery:seeds, untitledduckmod:goose_food, c:compostable, untitledduckmod:goose_breeding_food, untitledduckmod:duck_breeding_food, untitledduckmod:duck_food, c:seeds, brewery:seeds"
"Unknown","betterend:lucernia_sapling",2564,"Lucernia Sapling","minecraft:saplings, c:saplings, c:compostable, supplementaries:flower_box_plantable"
"Unknown","betterend:lumecorn_seed",2627,"Lumecorn Seed","farm_and_charm:seeds, bakery:seeds, untitledduckmod:goose_food, c:compostable, untitledduckmod:goose_breeding_food, untitledduckmod:duck_breeding_food, untitledduckmod:duck_food, c:seeds, brewery:seeds"
"Unknown","betterend:lutebus",2613,"Lutebus","c:compostable"
"Unknown","betterend:magnula",2693,"Magnula","c:compostable"
"Unknown","betterend:mossy_glowshroom_sapling",2316,"Mossy Glowshroom Sapling","minecraft:saplings, c:saplings, c:compostable, supplementaries:flower_box_plantable"
"Unknown","betterend:murkweed",2676,"Murkweed",""
"Unknown","betterend:needlegrass",2677,"Needlegrass",""
"Unknown","betterend:orango",2611,"Orango","c:compostable"
"Unknown","betterend:pond_anemone",2673,"Pond Anemone","c:compostable"
"Unknown","betterend:purple_polypore",2678,"Purple Polypore",""
"Unknown","betterend:pythadendron_sapling",2345,"Pythadendron Sapling","minecraft:saplings, c:saplings, c:compostable, supplementaries:flower_box_plantable"
"Unknown","betterend:rubinea",2692,"Rubinea","c:compostable"
"Unknown","betterend:ruscus",2686,"Ruscus","c:compostable"
"Unknown","betterend:salteago",2606,"Salteago","c:compostable"
"Unknown","betterend:shadow_berry",2639,"Shadow Berry Seeds","farm_and_charm:seeds, bakery:seeds, untitledduckmod:goose_food, c:compostable, untitledduckmod:goose_breeding_food, untitledduckmod:duck_breeding_food, untitledduckmod:duck_food, c:seeds, brewery:seeds"
"Unknown","betterend:shadow_plant",2599,"Shadow Plant","c:compostable"
"Unknown","betterend:small_amaranita_mushroom",2628,"Small Amaranita Mushroom","c:compostable"
"Unknown","betterend:small_jellyshroom",2625,"Small Jellyshroom","c:compostable"
"Unknown","betterend:tail_moss",2680,"Tail Moss","c:compostable"
"Unknown","betterend:tenanea_flowers",2455,"Tenanea Flowers","c:compostable"
"Unknown","betterend:tenanea_sapling",2453,"Tenanea Sapling","minecraft:saplings, c:saplings, c:compostable, supplementaries:flower_box_plantable"
"Unknown","betterend:tube_worm",2683,"Tube Worm","c:compostable"
"Unknown","betterend:twisted_moss",2682,"Twisted Moss","c:compostable"
"Unknown","betterend:twisted_umbrella_moss",2602,"Twisted Umbrella Moss","c:compostable"
"Unknown","betterend:twisted_umbrella_moss_tall",2603,"Twisted Umbrella Moss Tall","c:compostable"
"Unknown","betterend:twisted_vine",2688,"Twisted Vine","c:compostable"
"Unknown","betterend:umbrella_moss",2593,"Umbrella Moss","c:compostable"
"Unknown","betterend:umbrella_moss_tall",2594,"Tall Umbrella Moss","c:compostable"
"Unknown","betterend:umbrella_tree_sapling",2509,"Umbrella Tree Sapling","minecraft:saplings, c:saplings, c:compostable, supplementaries:flower_box_plantable"
"Unknown","betterend:vaiolush_fern",2607,"Vaiolush Fern","c:compostable"
"Unknown","betternether:agave",1574,"Agave Seed","supplementaries:flower_box_plantable, c:compostable"
"Unknown","betternether:anchor_tree_sapling",1775,"Anchor Tree Sapling","minecraft:saplings, c:saplings, c:compostable, supplementaries:flower_box_plantable"
"Unknown","betternether:barrel_cactus",1575,"Barrel Cactus","c:compostable"
"Unknown","betternether:black_apple_seed",1565,"Black Apple Seed","untitledduckmod:duck_food, untitledduckmod:goose_breeding_food, c:seeds, brewery:seeds, bakery:seeds, farm_and_charm:seeds, c:compostable, supplementaries:flower_box_plantable, untitledduckmod:goose_food, untitledduckmod:duck_breeding_food"
"Unknown","betternether:black_bush",1561,"Black Bush","supplementaries:flower_box_plantable, c:compostable"
"Unknown","betternether:black_vine",1556,"Black Vine","c:compostable"
"Unknown","betternether:blooming_vine",1557,"Blooming Vine","c:compostable"
"Unknown","betternether:bone_grass",1554,"Bone Grass","supplementaries:flower_box_plantable, c:compostable"
"Unknown","betternether:ceiling_mushrooms",1603,"Ceiling Mushrooms",""
"Unknown","betternether:egg_plant",1564,"Egg Plant","supplementaries:flower_box_plantable, c:compostable"
"Unknown","betternether:eye_seed",1549,"Eye Seed","farm_and_charm:seeds, bakery:seeds, untitledduckmod:goose_food, c:compostable, untitledduckmod:goose_breeding_food, untitledduckmod:duck_breeding_food, untitledduckmod:duck_food, c:seeds, brewery:seeds"
"Unknown","betternether:feather_fern",1567,"Feather Fern","supplementaries:flower_box_plantable, c:compostable"
"Unknown","betternether:giant_mold_sapling",1547,"Giant Mold Sapling","minecraft:saplings, c:saplings, c:compostable, supplementaries:flower_box_plantable"
"Unknown","betternether:golden_lumabus_seed",1810,"Golden Lumabus Seed","farm_and_charm:seeds, bakery:seeds, untitledduckmod:goose_food, c:compostable, untitledduckmod:goose_breeding_food, untitledduckmod:duck_breeding_food, untitledduckmod:duck_food, c:seeds, brewery:seeds"
"Unknown","betternether:golden_vine",1558,"Golden Vine","c:compostable"
"Unknown","betternether:ink_bush_seed",1562,"Ink Bush Seed","untitledduckmod:duck_food, untitledduckmod:goose_breeding_food, c:seeds, brewery:seeds, bakery:seeds, farm_and_charm:seeds, c:compostable, supplementaries:flower_box_plantable, untitledduckmod:goose_food, untitledduckmod:duck_breeding_food"
"Unknown","betternether:jellyfish_mushroom_sapling",1548,"Jellyfish Mushroom Sapling","minecraft:saplings, c:saplings, c:compostable, supplementaries:flower_box_plantable"
"Unknown","betternether:jungle_grass",1598,"Jungle Grass",""
"Unknown","betternether:jungle_plant",1553,"Jungle Plant","supplementaries:flower_box_plantable, c:compostable"
"Unknown","betternether:lucis_spore",1545,"Lucis Spore","farm_and_charm:seeds, bakery:seeds, untitledduckmod:goose_food, c:compostable, untitledduckmod:goose_breeding_food, untitledduckmod:duck_breeding_food, untitledduckmod:duck_food, c:seeds, brewery:seeds"
"Unknown","betternether:lumabus_seed",1809,"Lumabus Seed","farm_and_charm:seeds, bakery:seeds, untitledduckmod:goose_food, c:compostable, untitledduckmod:goose_breeding_food, untitledduckmod:duck_breeding_food, untitledduckmod:duck_food, c:seeds, brewery:seeds"
"Unknown","betternether:magma_flower",1566,"Magma Flower Seed","supplementaries:flower_box_plantable"
"Unknown","betternether:mushroom_fir_sapling",1721,"Mushroom Fir Sapling","minecraft:saplings, c:saplings, c:compostable, supplementaries:flower_box_plantable"
"Unknown","betternether:mushroom_grass",1599,"Mushroom Grass",""
"Unknown","betternether:neon_equisetum",1569,"Neon Equisetum","c:compostable"
"Unknown","betternether:nether_grass",1550,"Nether Grass","supplementaries:flower_box_plantable, c:compostable"
"Unknown","betternether:nether_mycelium",1597,"Nether Mycelium",""
"Unknown","betternether:nether_sakura_sapling",1804,"Nether Sakura Sapling","minecraft:saplings, c:saplings, c:compostable, supplementaries:flower_box_plantable"
"Unknown","betternether:netherrack_moss",1596,"Nether Moss",""
"Unknown","betternether:orange_mushroom",1542,"Orange Mushroom","supplementaries:flower_box_plantable, c:compostable"
"Unknown","betternether:rubeus_sapling",1691,"Rubeus Sapling","minecraft:saplings, c:saplings, c:compostable, supplementaries:flower_box_plantable"
"Unknown","betternether:sepia_bone_grass",1555,"Sepian Bone Grass","supplementaries:flower_box_plantable, c:compostable"
"Unknown","betternether:sepia_mushroom_grass",1600,"Sepian Mushroom Grass",""
"Unknown","betternether:soul_grass",1552,"Soul Grass","supplementaries:flower_box_plantable, c:compostable"
"Unknown","betternether:soul_lily_sapling",1808,"Soul Lily Sapling","minecraft:saplings, c:saplings, c:compostable, supplementaries:flower_box_plantable"
"Unknown","betternether:soul_vein",1559,"Soul Vein","c:compostable"
"Unknown","betternether:stalagnate_seed",1323,"Stalagnate Seed","minecraft:saplings, c:saplings, c:compostable, supplementaries:flower_box_plantable"
"Unknown","betternether:swamp_grass",1551,"Swamp Grass","supplementaries:flower_box_plantable, c:compostable"
"Unknown","betternether:swampland_grass",1601,"Swampland Grass",""
"Unknown","betternether:wart_seed",1387,"Wart Seed","minecraft:saplings, c:saplings, c:compostable, supplementaries:flower_box_plantable"
"Unknown","betternether:whispering_gourd_vine",1571,"Whispering Gourd Seeds","c:compostable"
"Unknown","betternether:willow_sapling",1354,"Willow Sapling","minecraft:saplings, c:saplings, c:compostable, supplementaries:flower_box_plantable"
"Unknown","blockus:legacy_sapling",4291,"Sapling",""
"Unknown","blockus:rainbow_petal",3282,"Rainbow Petals",""
"Unknown","blockus:rainbow_rose",3281,"Rainbow Rose","minecraft:flowers, meadow:small_flower, bloomingnature:small_flower, supplementaries:flower_box_plantable, minecraft:small_flowers"
"Unknown","blockus:white_oak_sapling",3342,"White Oak Sapling","supplementaries:flower_box_plantable, minecraft:saplings"
"Unknown","bloomingnature:aspen_sapling",4525,"Aspen Sapling","minecraft:saplings, sereneseasons:autumn_crops, supplementaries:flower_box_plantable, sereneseasons:spring_crops"
"Unknown","bloomingnature:baobab_sapling",4492,"Baobab Sapling","minecraft:saplings, sereneseasons:summer_crops, supplementaries:flower_box_plantable, sereneseasons:spring_crops"
"Unknown","bloomingnature:beach_bush_tall",4733,"Tall Beach Bush","meadow:big_flower, supplementaries:flower_box_plantable, minecraft:tall_flowers, minecraft:flowers"
"Unknown","bloomingnature:cardinal",4736,"Cardinal","meadow:big_flower, supplementaries:flower_box_plantable, minecraft:tall_flowers, minecraft:flowers"
"Unknown","bloomingnature:cattail",4734,"Cattail",""
