"Mod name","Registry name","ID"
"Unknown","crittersandcompanions:dragonfly",167
"Unknown","crittersandcompanions:dumbo_octopus",168
"Unknown","crittersandcompanions:ferret",169
"Unknown","crittersandcompanions:grappling_hook",170
"Unknown","crittersandcompanions:jumping_spider",171
"Unknown","crittersandcompanions:koi_fish",172
"Unknown","crittersandcompanions:leaf_insect",173
"Unknown","crittersandcompanions:otter",174
"Unknown","crittersandcompanions:red_panda",175
"Unknown","crittersandcompanions:sea_bunny",176
"Unknown","crittersandcompanions:shima_enaga",177
"Unknown","decorative_blocks:dummy_entity",178
"Unknown","doapi:chair",179
"Unknown","ecologics:boat",181
"Unknown","ecologics:chest_boat",182
"Unknown","ecologics:coconut_crab",180
"Unknown","ecologics:penguin",183
"Unknown","ecologics:squirrel",184
"Unknown","elemental_wizards_rpg:dripstone_big",185
"Unknown","elemental_wizards_rpg:dripstone_small",186
"Unknown","elemental_wizards_rpg:tornado",187
"Unknown","endermanoverhaul:ancient_pearl",214
"Unknown","endermanoverhaul:axolotl_pet_enderman",208
"Unknown","endermanoverhaul:badlands_enderman",188
"Unknown","endermanoverhaul:bubble_pearl",215
"Unknown","endermanoverhaul:cave_enderman",189
"Unknown","endermanoverhaul:coral_enderman",199
"Unknown","endermanoverhaul:corrupted_pearl",212
"Unknown","endermanoverhaul:crimson_forest_enderman",190
"Unknown","endermanoverhaul:crimson_pearl",218
"Unknown","endermanoverhaul:dark_oak_enderman",191
"Unknown","endermanoverhaul:desert_enderman",192
"Unknown","endermanoverhaul:end_enderman",193
"Unknown","endermanoverhaul:end_islands_enderman",194
"Unknown","endermanoverhaul:ender_bullet",211
"Unknown","endermanoverhaul:flower_fields_enderman",195
"Unknown","endermanoverhaul:hammerhead_pet_enderman",207
"Unknown","endermanoverhaul:ice_spikes_enderman",196
"Unknown","endermanoverhaul:icy_pearl",217
"Unknown","endermanoverhaul:mushroom_fields_enderman",197
"Unknown","endermanoverhaul:nether_wastes_enderman",198
"Unknown","endermanoverhaul:pet_enderman",206
"Unknown","endermanoverhaul:savanna_enderman",200
"Unknown","endermanoverhaul:scarab",209
"Unknown","endermanoverhaul:snowy_enderman",201
"Unknown","endermanoverhaul:soul_pearl",213
"Unknown","endermanoverhaul:soulsand_valley_enderman",202
"Unknown","endermanoverhaul:spirit",210
"Unknown","endermanoverhaul:summoner_pearl",216
"Unknown","endermanoverhaul:swamp_enderman",203
"Unknown","endermanoverhaul:warped_forest_enderman",204
"Unknown","endermanoverhaul:warped_pearl",219
"Unknown","endermanoverhaul:windswept_hills_enderman",205
"Unknown","farm_and_charm:cart",221
"Unknown","farm_and_charm:chair",223
"Unknown","farm_and_charm:plow",222
"Unknown","farm_and_charm:rotten_tomato",220
"Unknown","farmersdelight:rotten_tomato",224
"Unknown","fetzisasiandeco:fixed_seat",226
"Unknown","fetzisasiandeco:koi",227
"Unknown","fetzisasiandeco:seat",225
"Unknown","friendsandfoes:copper_golem",228
"Unknown","friendsandfoes:crab",229
"Unknown","friendsandfoes:glare",230
"Unknown","friendsandfoes:ice_chunk",232
"Unknown","friendsandfoes:iceologer",231
"Unknown","friendsandfoes:mauler",233
"Unknown","friendsandfoes:moobloom",234
"Unknown","friendsandfoes:player_illusion",238
"Unknown","friendsandfoes:rascal",235
"Unknown","friendsandfoes:tuff_golem",236
"Unknown","friendsandfoes:wildfire",237
"Unknown","furniture:canvas",240
"Unknown","furniture:chair",239
"Unknown","furniture:fake_fish_tank",241
"Unknown","furniture:pells",242
"Unknown","galosphere:berserker",250
"Unknown","galosphere:glow_flare",244
"Unknown","galosphere:mole",254
"Unknown","galosphere:palladium_bomb",243
"Unknown","galosphere:pink_salt_pillar",252
"Unknown","galosphere:pink_salt_shard",253
"Unknown","galosphere:preserved",251
"Unknown","galosphere:rope_dart",255
"Unknown","galosphere:sparkle",246
"Unknown","galosphere:spectator_vision",249
"Unknown","galosphere:specterpillar",248
"Unknown","galosphere:spectre",247
"Unknown","galosphere:spectre_flare",245
"Unknown","galosphere:weapon_rack",256
"Unknown","grapplemod:grapplehook",257
"Unknown","guardribbits:guard_ribbit",258
"Unknown","guardvillagers:guard",259
"Unknown","handcrafted:fancy_painting",261
"Unknown","handcrafted:seat",260
"Unknown","hybrid-aquatic:african_butterflyfish",262
"Unknown","hybrid-aquatic:anglerfish",265
"Unknown","hybrid-aquatic:arrow_squid",317
"Unknown","hybrid-aquatic:barracuda",268
"Unknown","hybrid-aquatic:barrel_jellyfish",351
"Unknown","hybrid-aquatic:barreleye",267
"Unknown","hybrid-aquatic:basking_shark",360
"Unknown","hybrid-aquatic:betta",269
"Unknown","hybrid-aquatic:big_red_jellyfish",348
"Unknown","hybrid-aquatic:blowfish",310
"Unknown","hybrid-aquatic:blue_jellyfish",353
"Unknown","hybrid-aquatic:box_jellyfish",352
"Unknown","hybrid-aquatic:boxfish",277
"Unknown","hybrid-aquatic:bull_shark",361
"Unknown","hybrid-aquatic:carp",283
"Unknown","hybrid-aquatic:cepheidae_jellyfish",354
"Unknown","hybrid-aquatic:clownfish",276
"Unknown","hybrid-aquatic:coconut_crab",324
"Unknown","hybrid-aquatic:coelacanth",315
"Unknown","hybrid-aquatic:cosmic_jellyfish",349
"Unknown","hybrid-aquatic:crayfish",326
"Unknown","hybrid-aquatic:crown_jellyfish",347
"Unknown","hybrid-aquatic:cuttlefish",319
"Unknown","hybrid-aquatic:damselfish",263
"Unknown","hybrid-aquatic:danio",316
"Unknown","hybrid-aquatic:decorator_crab",333
"Unknown","hybrid-aquatic:discus",278
"Unknown","hybrid-aquatic:dragonfish",279
"Unknown","hybrid-aquatic:dungeness_crab",325
"Unknown","hybrid-aquatic:fiddler_crab",327
"Unknown","hybrid-aquatic:firefly_squid",318
"Unknown","hybrid-aquatic:firework_jellyfish",350
"Unknown","hybrid-aquatic:flashlight_fish",280
"Unknown","hybrid-aquatic:flower_crab",328
"Unknown","hybrid-aquatic:flying_fish",264
"Unknown","hybrid-aquatic:frilled_shark",362
"Unknown","hybrid-aquatic:ghost_crab",329
"Unknown","hybrid-aquatic:giant_isopod",339
"Unknown","hybrid-aquatic:golden_dorado",313
"Unknown","hybrid-aquatic:goldfish",282
"Unknown","hybrid-aquatic:gourami",287
"Unknown","hybrid-aquatic:great_white_shark",365
"Unknown","hybrid-aquatic:hammerhead_shark",366
"Unknown","hybrid-aquatic:hermit_crab",330
"Unknown","hybrid-aquatic:herring",294
"Unknown","hybrid-aquatic:horseshoe_crab",331
"Unknown","hybrid-aquatic:hound_shark",363
"Unknown","hybrid-aquatic:john_dory",301
"Unknown","hybrid-aquatic:karcinogen",341
"Unknown","hybrid-aquatic:karcinoma",342
"Unknown","hybrid-aquatic:karkinos",340
"Unknown","hybrid-aquatic:lantern_shark",364
"Unknown","hybrid-aquatic:lightfoot_crab",332
"Unknown","hybrid-aquatic:lionfish",289
"Unknown","hybrid-aquatic:lions_mane_jellyfish",355
"Unknown","hybrid-aquatic:lobster",334
"Unknown","hybrid-aquatic:mackerel",293
"Unknown","hybrid-aquatic:mahi",290
"Unknown","hybrid-aquatic:manta_ray",272
"Unknown","hybrid-aquatic:mauve_stinger",356
"Unknown","hybrid-aquatic:moon_jellyfish",357
"Unknown","hybrid-aquatic:moray_eel",291
"Unknown","hybrid-aquatic:nautilus",323
"Unknown","hybrid-aquatic:needlefish",292
"Unknown","hybrid-aquatic:nomura_jellyfish",358
"Unknown","hybrid-aquatic:oarfish",314
"Unknown","hybrid-aquatic:ocean_sunfish",306
"Unknown","hybrid-aquatic:octopus",320
"Unknown","hybrid-aquatic:opah",296
"Unknown","hybrid-aquatic:oscar",295
"Unknown","hybrid-aquatic:otter",370
"Unknown","hybrid-aquatic:parrotfish",273
"Unknown","hybrid-aquatic:pearlfish",270
"Unknown","hybrid-aquatic:piranha",297
"Unknown","hybrid-aquatic:pleco",288
"Unknown","hybrid-aquatic:pupfish",308
"Unknown","hybrid-aquatic:ratfish",298
"Unknown","hybrid-aquatic:rockfish",299
"Unknown","hybrid-aquatic:sea_angel",302
"Unknown","hybrid-aquatic:sea_bass",300
"Unknown","hybrid-aquatic:sea_cucumber",344
"Unknown","hybrid-aquatic:sea_nettle",359
"Unknown","hybrid-aquatic:sea_slug",343
"Unknown","hybrid-aquatic:sea_urchin",345
"Unknown","hybrid-aquatic:seadragon",304
"Unknown","hybrid-aquatic:seahorse",303
"Unknown","hybrid-aquatic:shiner",286
"Unknown","hybrid-aquatic:shrimp",335
"Unknown","hybrid-aquatic:snailfish",266
"Unknown","hybrid-aquatic:spider_crab",337
"Unknown","hybrid-aquatic:squirrelfish",281
"Unknown","hybrid-aquatic:starfish",346
"Unknown","hybrid-aquatic:stingray",271
"Unknown","hybrid-aquatic:stonefish",305
"Unknown","hybrid-aquatic:sunfish",285
"Unknown","hybrid-aquatic:surgeonfish",275
"Unknown","hybrid-aquatic:tetra",307
"Unknown","hybrid-aquatic:thresher_shark",367
"Unknown","hybrid-aquatic:tiger_barb",309
"Unknown","hybrid-aquatic:tiger_shark",368
"Unknown","hybrid-aquatic:triggerfish",311
"Unknown","hybrid-aquatic:trout",284
"Unknown","hybrid-aquatic:tuna",312
"Unknown","hybrid-aquatic:umbrella_octopus",322
"Unknown","hybrid-aquatic:vampire_crab",336
"Unknown","hybrid-aquatic:vampire_squid",321
"Unknown","hybrid-aquatic:whale_shark",369
"Unknown","hybrid-aquatic:wrasse",274
"Unknown","hybrid-aquatic:yeti_crab",338
"Unknown","hybrid-birds:chick",372
"Unknown","hybrid-birds:cygnet",375
"Unknown","hybrid-birds:duck",382
"Unknown","hybrid-birds:duckling",373
"Unknown","hybrid-birds:goose",383
"Unknown","hybrid-birds:gosling",374
"Unknown","hybrid-birds:guinea_fowl",381
"Unknown","hybrid-birds:keet",378
"Unknown","hybrid-birds:peachick",377
"Unknown","hybrid-birds:peacock",380
"Unknown","hybrid-birds:poult",376
"Unknown","hybrid-birds:rooster",371
"Unknown","hybrid-birds:swan",384
"Unknown","hybrid-birds:turkey",379
"Unknown","immersive_aircraft:airship",387
"Unknown","immersive_aircraft:bamboo_hopper",391
"Unknown","immersive_aircraft:biplane",386
"Unknown","immersive_aircraft:bullet",392
"Unknown","immersive_aircraft:cargo_airship",388
"Unknown","immersive_aircraft:gyrodyne",385
"Unknown","immersive_aircraft:quadrocopter",390
"Unknown","immersive_aircraft:tiny_tnt",393
"Unknown","immersive_aircraft:warship",389
"Unknown","lilis_lucky_lures:dynamite",394
"Unknown","lilis_lucky_lures:floating_books",397
"Unknown","lilis_lucky_lures:floating_debris",396
"Unknown","lilis_lucky_lures:ocean_fish_pool",399
"Unknown","lilis_lucky_lures:river_fish_pool",398
"Unknown","lilis_lucky_lures:thrown_spear",395
"Unknown","lootr:lootr_minecart",400
"Unknown","meadow:chair",407
"Unknown","meadow:pine_boat",403
"Unknown","meadow:pine_chest_boat",404
"Unknown","meadow:water_buffalo",405
"Unknown","meadow:wooly_cow",406
"Unknown","meadow:wooly_sheep",408
"Unknown","naturalist:alligator",409
"Unknown","naturalist:bass",410
"Unknown","naturalist:bear",411
"Unknown","naturalist:bluejay",412
"Unknown","naturalist:boar",413
"Unknown","naturalist:butterfly",414
"Unknown","naturalist:canary",415
"Unknown","naturalist:cardinal",416
"Unknown","naturalist:caterpillar",417
"Unknown","naturalist:catfish",418
"Unknown","naturalist:coral_snake",419
"Unknown","naturalist:deer",420
"Unknown","naturalist:dragonfly",421
"Unknown","naturalist:duck",422
"Unknown","naturalist:duck_egg",423
"Unknown","naturalist:elephant",424
"Unknown","naturalist:finch",426
"Unknown","naturalist:firefly",425
"Unknown","naturalist:giraffe",427
"Unknown","naturalist:hippo",428
"Unknown","naturalist:lion",429
"Unknown","naturalist:lizard",430
"Unknown","naturalist:lizard_tail",431
"Unknown","naturalist:moose",432
"Unknown","naturalist:rattlesnake",433
"Unknown","naturalist:rhino",434
"Unknown","naturalist:robin",435
"Unknown","naturalist:snail",436
"Unknown","naturalist:snake",437
"Unknown","naturalist:sparrow",438
"Unknown","naturalist:tortoise",439
"Unknown","naturalist:vulture",440
"Unknown","naturalist:zebra",441
"Unknown","niftycarts:animal_cart",444
"Unknown","niftycarts:hand_cart",443
"Unknown","niftycarts:plow",445
"Unknown","niftycarts:postilion",449
"Unknown","niftycarts:reaper",447
"Unknown","niftycarts:seed_drill",446
"Unknown","niftycarts:supply_cart",442
"Unknown","niftycarts:wagon",448
"Unknown","powah:charged_snowball",450
"Unknown","ppekkungz:krathong_entity",401
"Unknown","ppekkungz:sky_lantern_entity",402
"Unknown","ribbits:ribbit",451
"Unknown","shetiphiancore:gui_item",452
"Unknown","shield_overhaul:shield_bash_entity",453
"Unknown","simplyswords:battlestandard",454
"Unknown","simplyswords:battlestandarddark",455
"Unknown","simplyswords:simplybeeentity",456
"Unknown","smallships:brigg",459
"Unknown","smallships:cannon_ball",457
"Unknown","smallships:cog",458
"Unknown","smallships:drakkar",461
"Unknown","smallships:galley",460
"Unknown","sophisticatedbackpacks:everlasting_backpack_item",462
"Unknown","spell_engine:spell_area_effect",464
"Unknown","spell_engine:spell_projectile",463
"Unknown","supplementaries:bomb",510
"Unknown","supplementaries:brick_projectile",508
"Unknown","supplementaries:cannonball",511
"Unknown","supplementaries:dispenser_minecart",502
"Unknown","supplementaries:falling_ash",506
"Unknown","supplementaries:falling_sack",507
"Unknown","supplementaries:falling_urn",505
"Unknown","supplementaries:hat_stand",503
"Unknown","supplementaries:pearl_marker",501
"Unknown","supplementaries:red_merchant",504
"Unknown","supplementaries:rope_arrow",512
"Unknown","supplementaries:slimeball_projectile",509
"Unknown","supplementaries:slingshot_projectile",513
"Unknown","terraform:boat",465
"Unknown","terraform:chest_boat",466
"Unknown","tinyskeletons:baby_skeleton",467
"Unknown","tinyskeletons:baby_stray",469
"Unknown","tinyskeletons:baby_wither_skeleton",468
"Unknown","universal_graves:xp",470
"Unknown","untitledduckmod:duck",471
"Unknown","untitledduckmod:duck_egg",472
"Unknown","untitledduckmod:goose",473
"Unknown","untitledduckmod:goose_egg",474
"Unknown","vinery:chair",479
"Unknown","vinery:dark_cherry_boat",475
"Unknown","vinery:dark_cherry_chest_boat",476
"Unknown","vinery:mule",477
"Unknown","vinery:wandering_winemaker",478
"Unknown","wildernature:bison",480
"Unknown","wildernature:boar",481
"Unknown","wildernature:bullet",495
"Unknown","wildernature:cassowary",482
"Unknown","wildernature:deer",483
"Unknown","wildernature:dog",484
"Unknown","wildernature:flamingo",485
"Unknown","wildernature:hedgehog",486
"Unknown","wildernature:minisheep",487
"Unknown","wildernature:owl",488
"Unknown","wildernature:pelican",489
"Unknown","wildernature:penguin",490
"Unknown","wildernature:raccoon",491
"Unknown","wildernature:red_wolf",492
"Unknown","wildernature:squirrel",493
"Unknown","wildernature:turkey",494
